id,question,gold_answer,llm_answer,kg_gold,kg_llm,kg_context,gold_similarity,context_similarity
172,Does low molecular weight heparin impair anastomotic wound healing?,Enoxaparin did not interfere with colonic anastomotic resistance but improved the intestinal wound healing.,"No, low molecular weight heparin does not impair anastomotic wound healing. The results showed that low molecular weight heparin has a positive effect on anastomotic wound healing.","[[""Enoxaparin"", ""does_not_interfere_with"", ""colonic_anastomotic_resistance""], [""Enoxaparin"", ""improves"", ""intestinal_wound_healing""]]","[[""low_molecular_weight_heparin"", ""does_not_impair"", ""anastomotic_wound_healing""], [""low_molecular_weight_heparin"", ""has_positive_effect_on"", ""anastomotic_wound_healing""]]","[[""Enoxaparin"", ""used_in"", ""prophylaxis""], [""Enoxaparin"", ""used_in"", ""treatment_of_deep_venous_thrombosis""], [""Enoxaparin"", ""prevents"", ""postsurgical_peritoneal_adhesions""], [""Enoxaparin"", ""evaluated_for"", ""gastrointestinal_wound_healing""], [""Wistar_albino_rats"", ""divided_into"", ""control_group""], [""Wistar_albino_rats"", ""divided_into"", ""subcutan_enoxaparin_group""], [""Wistar_albino_rats"", ""divided_into"", ""intraperitoneal_enoxaparin_group""], [""left_colon_anastomoses"", ""performed_on"", ""Wistar_albino_rats""], [""anastomotic_healing"", ""evaluated_by"", ""anastomotic_bursting_pressure""], [""anastomotic_healing"", ""evaluated_by"", ""tissue_hydroxyproline_levels""], [""anastomotic_healing"", ""evaluated_by"", ""histopathological_examination""], [""subcutan_enoxaparin_group"", ""has_highest"", ""anastomotic_bursting_pressure""], [""intraperitoneal_enoxaparin_group"", ""has_second_highest"", ""anastomotic_bursting_pressure""], [""control_group"", ""has_worst"", ""anastomotic_bursting_pressure""], [""subcutan_enoxaparin_group"", ""has_highest"", ""hydroxyproline_levels""], [""intraperitoneal_enoxaparin_group"", ""has_second_highest"", ""hydroxyproline_levels""], [""subcutan_enoxaparin_group"", ""has_statistically_significant_neovascularization"", ""other_groups""]]",0.22480129854026837,0.32469681622800256
199,Could driving safety be compromised by noise exposure at work and noise-induced hearing loss?,Daily occupational noise exposures>or= 100 dBA and noise-induced hearing losses-even when just barely noticeable-may interfere with the safe operation of motor vehicles.,"Yes, driving safety can be compromised by noise exposure at work and noise-induced hearing loss. The data show that occupational noise exposure and hearing loss have the same effect on driving safety record than that reported on the risk of accident in noisy industrial settings.","[[""Daily_occupational_noise_exposures"", ""may_interfere_with"", ""safe_operation_of_motor_vehicles""], [""Noise-induced_hearing_losses"", ""may_interfere_with"", ""safe_operation_of_motor_vehicles""], [""Daily_occupational_noise_exposures>=_100_dBA"", ""may_interfere_with"", ""safe_operation_of_motor_vehicles""]]","[[""Noise_exposure_at_work"", ""compromises"", ""driving_safety""], [""Noise-induced_hearing_loss"", ""compromises"", ""driving_safety""], [""Occupational_noise_exposure"", ""affects"", ""driving_safety_record""], [""Noise-induced_hearing_loss"", ""affects"", ""driving_safety_record""], [""Occupational_noise_exposure"", ""has_same_effect_on"", ""driving_safety_record""], [""Noise-induced_hearing_loss"", ""has_same_effect_on"", ""driving_safety_record""], [""Occupational_noise_exposure"", ""has_same_effect_on"", ""risk_of_accident""], [""Noise-induced_hearing_loss"", ""has_same_effect_on"", ""risk_of_accident""]]",[],0.5800338545340952,0.0
214,Is there a unique measuring method to assess obesity?,Determination of body composition would be important concerning the follow-up of biochemical changes occurring in the body during the course of both epidemiological studies and nutritional interventions.,"No, the text does not describe a unique measuring method for assessing obesity, therefore I cannot answer this question.","[[""body_composition"", ""important_for"", ""epidemiological_studies""], [""body_composition"", ""important_for"", ""nutritional_interventions""], [""biochemical_changes"", ""occur_in"", ""body""], [""epidemiological_studies"", ""involve"", ""biochemical_changes""], [""nutritional_interventions"", ""involve"", ""biochemical_changes""]]","[[""text"", ""does_not_describe"", ""unique_measuring_method""], [""unique_measuring_method"", ""related_to"", ""obesity""], [""obesity"", ""does_not_have"", ""unique_measuring_method""]]","[[""insulin_resistance"", ""altered_in"", ""persons""], [""serum_levels_of_leptin"", ""altered_in"", ""persons""], [""serum_levels_of_resistin"", ""altered_in"", ""persons""], [""persons"", ""categorized_by"", ""body-mass_index""], [""persons"", ""categorized_by"", ""body_fat_percentage""], [""persons"", ""categorized_by"", ""abdominal_circumference""], [""volunteer_boys"", ""participated_in"", ""studies""], [""volunteer_girls"", ""participated_in"", ""studies""], [""InBody3_bioimpedance_instrument"", ""used_for"", ""body_composition""], [""InBody3_bioimpedance_instrument"", ""used_for"", ""body_mass""], [""InBody3_bioimpedance_instrument"", ""used_for"", ""abdominal_circumference""], [""body_mass_index"", ""calculated_by"", ""InBody3_bioimpedance_instrument""], [""body_fat_percentage"", ""calculated_by"", ""InBody3_bioimpedance_instrument""], [""serum_glucose"", ""determined"", ""concentrations""], [""insulin"", ""determined"", ""concentrations""], [""leptin"", ""determined"", ""concentrations""], [""resistin"", ""determined"", ""concentrations""], [""insulin_resistance"", ""calculated_by"", ""HOMA_IR""], [""body_fat_percentage"", ""higher_in"", ""girls""], [""serum_levels_of_leptin"", ""higher_in"", ""girls""], [""serum_levels_of_resistin"", ""higher_in"", ""girls""], [""BMI"", ""associated_with"", ""elevation_of_HOMA_IR""], [""body_fat_percentage"", ""associated_with"", ""elevation_of_HOMA_IR""], [""abdominal_circumference"", ""associated_with"", ""elevation_of_HOMA_IR""], [""BMI"", ""associated_with"", ""elevation_of_serum_leptin_concentrations""], [""body_fat_percentage"", ""associated_with"", ""elevation_of_serum_leptin_concentrations""], [""abdominal_circumference"", ""associated_with"", ""elevation_of_serum_leptin_concentrations""], [""overweight_boys"", ""categorized_by"", ""body_fat_percentage""], [""obese_boys"", ""have"", ""higher_serum_leptin_concentrations""], [""non-obese_boys"", ""have"", ""lower_serum_leptin_concentrations""]]",0.24252652304967656,0.3740916333846752
296,Is the pediatric service coordinated?,"There is no institutionalized coordination between HP and NCP. The greater the distance from the city, the greater the overload and the lower the coordination. There is a lack of institutional organization.","No, the pediatric service is not coordinated. There are problems in coordination, institutional organization, communication, access to reports from outpatient clinics, lack of time and mobility of the HCP, and in the structure of the emergency service for primary child care.","[[""HP"", ""lack_of_institutionalized_coordination_with"", ""NCP""], [""distance_from_city"", ""increases"", ""overload""], [""distance_from_city"", ""decreases"", ""coordination""]]",[],"[[""study"", ""objective"", ""identify_problems_in_coordination""], [""study"", ""focus_on"", ""pediatric_care_system""], [""HCP"", ""part_of"", ""pediatric_care_system""], [""HP"", ""part_of"", ""pediatric_care_system""], [""HCP"", ""located_in"", ""greater_metropolitan_area_of_Valencia""], [""health_center_pediatricians"", ""part_of"", ""HCP""], [""poll"", ""conducted_among"", ""HCP""], [""poll"", ""response_rate"", ""54%""], [""HCP"", ""identified_problems_in"", ""coordination""], [""HCP"", ""identified_problems_in"", ""institutional_organization""], [""HCP"", ""identified_problems_in"", ""communication""], [""HCP"", ""identified_problems_in"", ""access_to_reports""], [""HCP"", ""identified_problems_in"", ""lack_of_time""], [""HCP"", ""identified_problems_in"", ""mobility""], [""HCP"", ""identified_problems_in"", ""emergency_service""], [""solutions"", ""suggested_by"", ""HCP""], [""global_institutional_organization"", ""suggested_as"", ""solution""], [""hierarchy"", ""proposed_as"", ""solution""], [""meetings"", ""proposed_as"", ""solution""], [""protocols"", ""proposed_as"", ""solution""], [""rotation"", ""proposed_as"", ""solution""], [""intercommunication"", ""proposed_as"", ""solution""], [""time_allotment"", ""proposed_as"", ""solution""], [""work_mobility"", ""proposed_as"", ""solution""], [""patient_limitation"", ""proposed_as"", ""solution""], [""ESPCC"", ""part_of"", ""hospital""], [""HCP"", ""see_average_of"", ""32_patients_per_day""], [""HCP"", ""see_range_of"", ""5-100_patients_per_day""], [""distance_from_city"", ""affects"", ""coordination""], [""distance_from_city"", ""affects"", ""number_of_patients_per_day""]]",0.0,0.0
348,Do vaginal lactobacilli prevent preterm labour?,"In patients at high risk for preterm labour, the presence of lactobacilli in the vagina does not seem to play a protective role.","The text does not provide evidence to answer the question, therefore I cannot provide an answer.","[[""patients"", ""at_risk_for"", ""preterm_labour""], [""lactobacilli"", ""present_in"", ""vagina""], [""lactobacilli"", ""does_not_play"", ""protective_role""]]",[],"[[""Lactobacillus_spp"", ""present_in"", ""vaginal_flora""], [""vaginal_flora"", ""studied_in"", ""pregnant_coloured_population""], [""pregnant_coloured_population"", ""located_in"", ""Western_Cape""], [""pregnant_women"", ""visited"", ""Tygerberg_Hospital_antenatal_clinic""], [""Tygerberg_Hospital_antenatal_clinic"", ""located_in"", ""Western_Cape""], [""pregnant_women"", ""aged"", ""13-48_years""], [""pregnant_women"", ""total"", ""480""], [""preterm_labour"", ""defined_as"", ""before_34_and_37_weeks_gestation""], [""preterm_labour"", ""related_to"", ""premature_rupture_of_membranes""], [""preterm_labour"", ""related_to"", ""intra-uterine_growth_retardation""], [""preterm_labour"", ""related_to"", ""perinatal_deaths""], [""patients"", ""had"", ""negative_cultures""], [""negative_cultures"", ""total"", ""163""], [""patients"", ""had"", ""positive_cultures""], [""positive_cultures"", ""total"", ""317""], [""positive_cultures"", ""contained"", ""lactobacilli""], [""positive_cultures"", ""contained"", ""aerobes""], [""positive_cultures"", ""contained"", ""both""], [""delivery"", ""occurred_before"", ""37_weeks""], [""delivery"", ""occurred_in"", ""18_percent_of_patients""], [""delivery"", ""occurred_in"", ""20_percent_of_patients""], [""Lactobacillus"", ""cultured_from"", ""116_patients""], [""Lactobacillus_and_or_aerobes"", ""cultured_from"", ""201_patients""], [""preterm_labour"", ""occurred_in"", ""20_percent_of_first_group""], [""preterm_labour"", ""occurred_in"", ""19_percent_of_second_group""], [""perinatal_outcome"", ""did_not_differ"", ""between_patient_groups""]]",0.0,0.0
350,Are patients more satisfied when they receive a prescription?,"These results are in some contrast to the main hypotheses. As fulfilment of expectations was not associated with higher satisfaction, physicians need not necessarily worry that patients will change their doctor if he or she refuses a pharmacologically dubious prescription.","Yes, patients are more satisfied when they receive a prescription.","[[""results"", ""contrast_to"", ""main_hypotheses""], [""physicians"", ""need_not_worry"", ""patients""], [""patients"", ""change_doctor"", ""refusal_of_pharmacologically_dubious_prescription""], [""fulfilment_of_expectations"", ""not_associated_with"", ""higher_satisfaction""]]","[[""patients"", ""more_satisfied"", ""receipt_of_prescription""]]","[[""hypotheses"", ""tested"", ""patient_expectations_driving_force_in_drug_prescribing""], [""hypotheses"", ""tested"", ""fulfilment_of_expectations_followed_by_higher_satisfaction""], [""study_method"", ""pre_and_post_consultation_survey"", ""patients""], [""study_method"", ""parallel_doctor_survey"", ""matched_pairs""], [""study_location"", ""primary_health_care"", ""G��ttingen""], [""G��ttingen"", ""located_in"", ""Germany""], [""G��ttingen"", ""population"", ""130,000""], [""study_participants"", ""number_of_general_practitioners"", ""10""], [""study_participants"", ""number_of_patients"", ""185""], [""patient_expectations"", ""respect_to"", ""result_of_consultation""], [""doctor_perception"", ""of"", ""patient_expectations""], [""agreement"", ""between"", ""patient_and_doctor""], [""patient_satisfaction"", ""measured"", ""patient_satisfaction""], [""patients"", ""expecting_prescription"", ""86/185""], [""patients"", ""received_prescription"", ""125/185""], [""doctors"", ""recognized_expectation_of_prescription"", ""40.7%""], [""patients_expecting_drug"", ""issued_prescription"", ""82.6%""], [""patients"", ""left_surgery_with_prescription"", ""45/48""], [""remaining_patients"", ""prescribed_drug"", ""58.4%""], [""satisfaction_scores"", ""no_difference"", ""fulfilment_of_expectations""]]",0.347619380182273,0.3367845750255611
364,Elimination of NTproBNP in peritoneal dialysis patients. Does peritoneal membrane type make a difference in plasma level and elimination of NTproBNP?,"D-NTproBNP level is ~ 1/5 of P-NTproBNP, and the issue of relationship between membrane transport status and natriuretic peptide levels needs more work.","The text does not describe peritoneal membrane type or its impact on NTproBNP elimination, therefore I cannot answer this question.","[[""D-NTproBNP"", ""level_of"", ""1/5_of_P-NTproBNP""], [""membrane_transport_status"", ""relationship_with"", ""natriuretic_peptide_levels""], [""natriuretic_peptide_levels"", ""needs_more_work"", ""relationship_with_membrane_transport_status""]]","[[""peritoneal_membrane_type"", ""not_described"", ""impact_on_NTproBNP_elimination""], [""NTproBNP_elimination"", ""not_described"", ""peritoneal_membrane_type""]]","[[""brain_natriuretic_peptide"", ""utilized_for"", ""excluding_cardiac_diseases""], [""NTproBNP"", ""utilized_for"", ""excluding_cardiac_diseases""], [""NTproBNP"", ""utilized_for"", ""predicting_risk_of_mortality""], [""NTproBNP"", ""eliminated_through"", ""dialysate""], [""plasma_NTproBNP_level"", ""related_to"", ""membrane_transport_status""], [""dialysate_NTproBNP_level"", ""related_to"", ""membrane_transport_status""], [""peritoneal_dialysis_patients"", ""have"", ""plasma_samples""], [""peritoneal_dialysis_patients"", ""have"", ""dialysate_samples""], [""57_plasma_samples"", ""analyzed_for"", ""NTproBNP""], [""44_peritoneal_dialysis_patients"", ""have"", ""57_plasma_samples""], [""44_peritoneal_dialysis_patients"", ""have"", ""dialysate_samples""], [""NTproBNP_concentrations"", ""measured_in"", ""pg/mL_x_1000""], [""P-NTproBNP"", ""correlated_with"", ""D-NTproBNP""], [""P-NTproBNP"", ""has_linear_correlation_with"", ""D-NTproBNP""], [""P/D-NTproBNP_ratio"", ""has_mean"", ""5.5""], [""membrane_transport_status"", ""has_types"", ""high""], [""membrane_transport_status"", ""has_types"", ""high_average""], [""membrane_transport_status"", ""has_types"", ""low_average""], [""high_membrane_transport_status"", ""has_statistically_significant_difference_with"", ""low_average_membrane_transport_status""], [""mean_arterial_pressure"", ""predicts"", ""D-NTproBNP""], [""residual_Kt/V"", ""predicts"", ""D-NTproBNP""], [""dialysate/plasma_ratio_of_creatinine"", ""predicts"", ""D-NTproBNP""], [""mean_arterial_pressure"", ""predicts"", ""P-NTproBNP""], [""residual_Kt/V"", ""predicts"", ""P-NTproBNP""], [""P-NTproBNP"", ""correlated_with"", ""mean_arterial_pressure""], [""D-NTproBNP"", ""correlated_with"", ""mean_arterial_pressure""], [""P-NTproBNP"", ""correlated_with"", ""albumin""], [""D-NTproBNP"", ""correlated_with"", ""albumin""], [""P-NTproBNP"", ""correlated_with"", ""dialysate/plasma_ratio_of_creatinine""], [""D-NTproBNP"", ""correlated_with"", ""dialysate/plasma_ratio_of_creatinine""], [""P-NTproBNP"", ""correlated_with"", ""Na""], [""D-NTproBNP"", ""correlated_with"", ""Na""]]",0.5052013813269024,0.35063732205738457
373,Does resident participation influence otolaryngology-head and neck surgery morbidity and mortality?,"There is an increased incidence of morbidity, mortality, readmission, and reoperation in OHNS surgical cases with resident participation, which appears related to increased comorbidity with AR patients. After controlling for other variables, resident participation was not associated with an increase in 30-day morbidity, mortality, readmission, or reoperation odds. These data suggest that OHNS resident participation in surgical cases is not associated with poorer short-term outcomes.",Resident procedural participation does not significantly influence otolaryngology-head and neck surgery morbidity and mortality.,"[[""OHNS_surgical_cases"", ""has_increased"", ""morbidity""], [""OHNS_surgical_cases"", ""has_increased"", ""mortality""], [""OHNS_surgical_cases"", ""has_increased"", ""readmission""], [""OHNS_surgical_cases"", ""has_increased"", ""reoperation""], [""resident_participation"", ""associated_with"", ""increased_comorbidity""], [""resident_participation"", ""associated_with"", ""AR_patients""], [""OHNS_resident_participation"", ""not_associated_with"", ""poorer_short-term_outcomes""], [""OHNS_resident_participation"", ""not_associated_with"", ""increased_30-day_morbidity""], [""OHNS_resident_participation"", ""not_associated_with"", ""increased_30-day_mortality""], [""OHNS_resident_participation"", ""not_associated_with"", ""increased_30-day_readmission""], [""OHNS_resident_participation"", ""not_associated_with"", ""increased_30-day_reoperation""]]","[[""resident_procedural_participation"", ""does_not_influence"", ""otolaryngology-head_and_neck_surgery_morbidity""], [""resident_procedural_participation"", ""does_not_influence"", ""otolaryngology-head_and_neck_surgery_mortality""]]","[[""patients"", ""perceive"", ""resident_procedural_participation_as_detrimental""], [""patients"", ""perceive"", ""resident_procedural_participation""], [""OHNS_housestaff_participation"", ""investigated"", ""surgical_morbidity""], [""OHNS_housestaff_participation"", ""investigated"", ""surgical_mortality""], [""American_College_of_Surgeons_National_Surgical_Quality_Improvement_Program"", ""contains"", ""databases""], [""databases"", ""from"", ""2006""], [""databases"", ""to"", ""2013""], [""OHNS_patients"", ""analyzed"", ""incidence_of_30-day_postoperative_morbidity""], [""OHNS_patients"", ""analyzed"", ""incidence_of_30-day_postoperative_mortality""], [""OHNS_patients"", ""analyzed"", ""incidence_of_30-day_postoperative_readmissions""], [""OHNS_patients"", ""analyzed"", ""incidence_of_30-day_postoperative_reoperations""], [""cases"", ""have"", ""primary_surgeon_data""], [""AR_cases"", ""have"", ""resident_surgeons_with_attending_supervision""], [""AO_cases"", ""have"", ""attending_surgeon_alone""], [""AR_cohort"", ""has"", ""higher_complication_rate""], [""AO_cohort"", ""has"", ""lower_complication_rate""], [""AR_cohort"", ""compared_to"", ""AO_cohort""], [""morbidity"", ""has"", ""odds_ratio""], [""morbidity"", ""has"", ""no_significant_difference""], [""mortality"", ""has"", ""odds_ratio""], [""mortality"", ""has"", ""no_significant_difference""], [""readmission"", ""has"", ""odds_ratio""], [""readmission"", ""has"", ""no_significant_difference""], [""reoperation"", ""has"", ""odds_ratio""], [""reoperation"", ""has"", ""no_significant_difference""], [""postgraduate_year_levels"", ""have"", ""no_difference""], [""postgraduate_year_levels"", ""have"", ""adjusted_30-day_morbidity""], [""postgraduate_year_levels"", ""have"", ""adjusted_30-day_mortality""]]",0.34905527309269924,0.3805055480029055
374,Should maximal urethral closure pressure be performed before midurethral sling surgery for stress incontinence?,"We conclude that failure following MUS is associated with preoperatively lower MUCP, which can be used as a predictor of failure.","The text does not provide information about whether maximal urethral closure pressure should be performed before midurethral sling surgery for stress incontinence, therefore I cannot answer this question.","[[""MUS"", ""associated_with"", ""preoperatively_lower_MUCP""], [""preoperatively_lower_MUCP"", ""used_as"", ""predictor_of_failure""], [""failure"", ""following"", ""MUS""]]","[[""maximal_urethral_closure_pressure"", ""relation_unclear"", ""midurethral_sling_surgery""], [""midurethral_sling_surgery"", ""performed_for"", ""stress_incontinence""]]","[[""MUCP"", ""provides"", ""objective_assessment_of_urethral_integrity""], [""MUCP"", ""role_debatable"", ""predicting_outcome_after_MUS""], [""MUS"", ""placement"", ""urethral_integrity""], [""study"", ""carried_out"", ""UK""], [""study"", ""aimed_to_determine"", ""association_between_lower_preoperative_MUCP_and_poor_outcome""], [""lower_preoperative_MUCP"", ""associated_with"", ""poor_outcome""], [""BSUG_database"", ""used_in"", ""study""], [""UDS_data"", ""used_in"", ""study""], [""PGII_scale"", ""used_to_identify"", ""poor_outcome""], [""PGII_scale"", ""used_to_identify"", ""good_outcome""], [""patients_with_poor_outcome"", ""reported"", ""no_improvement""], [""patients_with_poor_outcome"", ""reported"", ""worse""], [""patients_with_poor_outcome"", ""reported"", ""much_worse""], [""patients_with_good_outcome"", ""reported"", ""a_little_improvement""], [""patients_with_good_outcome"", ""reported"", ""improved""], [""patients_with_good_outcome"", ""reported"", ""very_much_improved""], [""preoperative_demographics"", ""compared"", ""UDS_findings""], [""preoperative_demographics"", ""compared"", ""quality_of_life_data""], [""UDS_findings"", ""compared"", ""quality_of_life_data""], [""study"", ""included"", ""236_women""], [""women_with_poor_outcome"", ""number"", ""24""], [""women_with_poor_outcome"", ""percentage"", ""10.2""], [""women_with_good_outcome"", ""number"", ""50""], [""MUCP"", ""mean_value"", ""37.05_cm_H2O""], [""MUCP"", ""mean_value_in_group_2"", ""50.6_cm_H2O""], [""MUCP"", ""significantly_lower_in"", ""group_1""], [""FUL"", ""similar"", ""bladder_capacity""], [""FUL"", ""similar"", ""Qmax""], [""bladder_capacity"", ""similar"", ""Qmax""]]",0.22746621463221464,0.30703574066589545
380,Is Microarray Analysis Really Useful and Sufficient to Diagnose Nut Allergy in the Mediterranean Area?,The diagnostic performance of ISAC was adequate for hazelnut and walnut allergy but not for peanut allergy. sIgE sensitivity against Ara h 9 in ISAC needs to be improved.,"No, the text does not provide information about the usefulness and sufficiency of microarray analysis to diagnose nut allergy in the Mediterranean area, therefore I cannot answer this question.","[[""ISAC"", ""diagnostic_performance"", ""hazelnut_allergy""], [""ISAC"", ""diagnostic_performance"", ""walnut_allergy""], [""ISAC"", ""not_adequate_for"", ""peanut_allergy""], [""ISAC"", ""needs_improvement"", ""sIgE_sensitivity""], [""sIgE_sensitivity"", ""against"", ""Ara_h_9""]]","[[""text"", ""does_not_provide"", ""information""], [""information"", ""about"", ""usefulness_of_microarray_analysis""], [""usefulness_of_microarray_analysis"", ""for"", ""diagnosing_nut_allergy""], [""diagnosing_nut_allergy"", ""in"", ""Mediterranean_area""], [""Mediterranean_area"", ""not_provided"", ""information""]]","[[""component-based_diagnosis"", ""used_in"", ""food_allergy""], [""component-based_diagnosis"", ""not_evaluated_in"", ""nut_allergy""], [""ISAC_112"", ""measures"", ""sIgE""], [""sIgE"", ""in"", ""peanut-allergic_patients""], [""sIgE"", ""in"", ""hazelnut-allergic_patients""], [""sIgE"", ""in"", ""walnut-allergic_patients""], [""ImmunoCAP"", ""measures"", ""sIgE""], [""ImmunoCAP"", ""used_in"", ""patients_with_negative_ISAC_results""], [""sIgE"", ""against"", ""Ara_h_9""], [""sIgE"", ""against"", ""Cora_8""], [""sIgE"", ""against"", ""Jug_r_3""], [""Ara_h_9"", ""associated_with"", ""peanut_allergy""], [""Cora_8"", ""associated_with"", ""hazelnut_allergy""], [""Jug_r_3"", ""associated_with"", ""walnut_allergy""], [""LTP-sensitized_patients"", ""have"", ""positive_skin_prick_test""], [""LTP-sensitized_patients"", ""have"", ""sIgE_to_LTP-enriched_extract""], [""ISAC"", ""did_not_detect_sIgE"", ""in_peanut-allergic_patients""], [""ISAC"", ""did_not_detect_sIgE"", ""in_hazelnut-allergic_patients""], [""ISAC"", ""did_not_detect_sIgE"", ""in_walnut-allergic_patients""], [""ImmunoCAP"", ""detected_sIgE"", ""in_peanut-allergic_patients""], [""ImmunoCAP"", ""detected_sIgE"", ""in_hazelnut-allergic_patients""], [""ImmunoCAP"", ""detected_sIgE"", ""in_walnut-allergic_patients""], [""Ara_h_9_sIgE"", ""detected_by_ImmunoCAP"", ""in_peach_LTP-sensitized_patients""], [""Ara_h_9_sIgE"", ""detected_by_ISAC"", ""in_peach_LTP-sensitized_patients""], [""Cora_8_sIgE"", ""detected_by_ImmunoCAP"", ""in_patients""], [""Cora_8_sIgE"", ""detected_by_ISAC"", ""in_patients""], [""Jug_r_3_sIgE"", ""detected_by_ImmunoCAP"", ""in_patients""], [""Jug_r_3_sIgE"", ""detected_by_ISAC"", ""in_patients""]]",0.29221208789655245,0.32938154228972794
