id,question,gold_answer,llm_answer,kg_gold,kg_llm,kg_context,gold_similarity,context_similarity
168,Is there any difference in survival according to the portal tumor thrombectomy method in patients with hepatocellular carcinoma?,Our procedure is useful for removing PVTT extending beyond the bifurcation or into other sectors that should be preserved in terms of liver function and enables a more conservative resection than an en bloc technique without sacrificing curability.,"No, there is no difference in survival between the portal tumor thrombectomy (PO) technique and the en bloc resection method in patients with hepatocellular carcinoma.","[[""PVTT"", ""extends_beyond"", ""bifurcation""], [""PVTT"", ""extends_into"", ""other_sectors""], [""procedure"", ""enables"", ""conservative_resection""], [""procedure"", ""preserves"", ""liver_function""], [""en_bloc_technique"", ""sacrifices"", ""curability""], [""procedure"", ""allows"", ""more_conservative_resection_than""]]","[[""portal_tumor_thrombectomy"", ""has_no_difference_in"", ""survival""], [""en_bloc_resection"", ""has_no_difference_in"", ""survival""], [""portal_tumor_thrombectomy"", ""compared_to"", ""en_bloc_resection""], [""hepatocellular_carcinoma"", ""has_no_difference_in_survival_between"", ""portal_tumor_thrombectomy_and_en_bloc_resection""]]","[[""PVTT"", ""is"", ""ominous_prognostic_factor""], [""PVTT"", ""affects"", ""patients_with_hepatocellular_carcinoma""], [""peeling_off_technique"", ""involves"", ""peeling_off_venous_wall_from_PVTT""], [""peeling_off_technique"", ""uses"", ""portal_venotomy""], [""portal_venotomy"", ""is_placed_after"", ""adequate_vascular_control""], [""PVTT"", ""is_dissected_from"", ""portal_venous_wall""], [""PVTT"", ""is_removed_through"", ""opening""], [""peeling_off_technique"", ""is_compared_to"", ""en_bloc_resection""], [""49_patients"", ""underwent"", ""curative_hepatic_resections""], [""20_patients"", ""used"", ""peeling_off_technique""], [""29_patients"", ""used"", ""en_bloc_technique""], [""peeling_off_technique"", ""has_comparable_results_to"", ""en_bloc_technique""], [""5-year_overall_survival"", ""is_comparable_between"", ""peeling_off_and_en_bloc_groups""], [""recurrence-free_survival"", ""is_comparable_between"", ""peeling_off_and_en_bloc_groups""], [""no_local_recurrences"", ""occurred_in"", ""either_group""], [""no_regrowth_of_PVTT"", ""occurred_in"", ""either_group""]]",0.30462085388526483,0.3496295562646717
172,Does low molecular weight heparin impair anastomotic wound healing?,Enoxaparin did not interfere with colonic anastomotic resistance but improved the intestinal wound healing.,"Yes, low molecular weight heparin, specifically enoxaparin, impairs anastomotic wound healing in rats.","[[""Enoxaparin"", ""does_not_interfere_with"", ""colonic_anastomotic_resistance""], [""Enoxaparin"", ""improves"", ""intestinal_wound_healing""]]","[[""Low_molecular_weight_heparin"", ""impairs"", ""anastomotic_wound_healing""], [""Enoxaparin"", ""is_type_of"", ""Low_molecular_weight_heparin""], [""Enoxaparin"", ""impairs"", ""anastomotic_wound_healing_in_rats""]]","[[""Enoxaparin"", ""used_in"", ""prophylaxis""], [""Enoxaparin"", ""used_in"", ""treatment_of_deep_venous_thrombosis""], [""Enoxaparin"", ""prevents"", ""postsurgical_peritoneal_adhesions_in_rats""], [""Enoxaparin"", ""evaluated_for"", ""gastrointestinal_wound_healing""], [""Wistar_albino_rats"", ""divided_into"", ""control_group""], [""Wistar_albino_rats"", ""divided_into"", ""subcutan_enoxaparin_group""], [""Wistar_albino_rats"", ""divided_into"", ""intraperitoneal_enoxaparin_group""], [""Left_colon_anastomoses"", ""performed_on"", ""Wistar_albino_rats""], [""Anastomotic_healing"", ""evaluated_by"", ""anastomotic_bursting_pressure""], [""Anastomotic_healing"", ""evaluated_by"", ""tissue_hydroxyproline_levels""], [""Anastomotic_healing"", ""evaluated_by"", ""histopathological_examination""], [""Subcutan_enoxaparin_group"", ""has_highest"", ""anastomotic_bursting_pressure""], [""Intraperitoneal_enoxaparin_group"", ""has_second_highest"", ""anastomotic_bursting_pressure""], [""Control_group"", ""has_worst"", ""anastomotic_bursting_pressure""], [""Subcutan_enoxaparin_group"", ""has_highest"", ""hydroxyproline_levels""], [""Intraperitoneal_enoxaparin_group"", ""has_second_highest"", ""hydroxyproline_levels""], [""Neovascularization"", ""found_in"", ""Subcutan_enoxaparin_group""]]",0.3885777219851271,0.4177021344586751
227,"Doctor, is my teddy bear okay?","Our results indicate that by initiating a controlled pain-free encounter with the medical environment in the form of a ""Teddy Bear Hospital"", we can reduce children's anxiety about hospitalization.","Yes, your teddy bear is okay. It is safe and sound in the hospital. We will take good care of it for you until you are feeling better.","[[""results"", ""indicate"", ""reduction_in_childrens_anxiety""], [""controlled_pain-free_encounter"", ""reduces"", ""anxiety_about_hospitalization""], [""Teddy_Bear_Hospital"", ""is_form_of"", ""controlled_pain-free_encounter""], [""children"", ""experience"", ""anxiety_about_hospitalization""]]","[[""teddy_bear"", ""is"", ""safe""], [""teddy_bear"", ""is"", ""sound""], [""hospital"", ""has"", ""teddy_bear""], [""hospital"", ""will_take_care_of"", ""teddy_bear""]]","[[""children"", ""report"", ""fear_of_separation_from_family""], [""children"", ""report"", ""fear_of_injections""], [""children"", ""report"", ""fear_of_blood_tests""], [""children"", ""report"", ""fear_of_staying_in_hospital""], [""children"", ""report"", ""fear_of_being_told_bad_news""], [""Teddy_Bear_Hospital"", ""examines"", ""effects_on_preschool_childrens_fear""], [""study_group"", ""comprised_of"", ""41_preschool_children""], [""control_group"", ""comprised_of"", ""50_preschool_children""], [""preschool_children"", ""are"", ""aged_3-6.5_years""], [""assessment"", ""included"", ""visual_analog_scale_of_anxiety""], [""visual_analog_scale_of_anxiety"", ""was_assessed"", ""one_day_prior_to_intervention""], [""visual_analog_scale_of_anxiety"", ""was_assessed"", ""a_week_after_intervention""], [""Teddy_Bear_Hospital_group"", ""reported"", ""significantly_lower_levels_of_anxiety""], [""control_group"", ""reported"", ""higher_levels_of_anxiety_at_follow-up""]]",0.38605927795732925,0.3248854595619879
243,Does odour cross contamination alter olfactory thresholds in certain odours?,"There is limited cross contamination with ACE and EUC, which is avoided by specifying presentation order as: PEA, MER, ACE, EUC. Odours PEA, MER, ACE and EUC are recommended for olfactory testing.","No, odour cross contamination does not alter olfactory thresholds in most cases, except for ACE and EUV, where a delay period of approximately 10-20 minutes is necessary between testing different odours to avoid cross contamination.","[[""PEA"", ""recommended_for"", ""olfactory_testing""], [""MER"", ""recommended_for"", ""olfactory_testing""], [""ACE"", ""recommended_for"", ""olfactory_testing""], [""EUC"", ""recommended_for"", ""olfactory_testing""], [""PEA"", ""presentation_order"", ""1""], [""MER"", ""presentation_order"", ""2""], [""ACE"", ""presentation_order"", ""3""], [""EUC"", ""presentation_order"", ""4""], [""ACE"", ""cross_contamination_with"", ""EUC""]]","[[""ACE"", ""cross_contamination_with"", ""EUV""], [""EUV"", ""cross_contamination_with"", ""ACE""], [""ACE"", ""requires_delay"", ""yes""], [""EUV"", ""requires_delay"", ""yes""], [""delay_period"", ""duration"", ""10-20_minutes""], [""delay_period"", ""purpose"", ""avoid_cross_contamination""]]","[[""PEA"", ""used_in"", ""threshold_testing""], [""MER"", ""used_in"", ""threshold_testing""], [""ACE"", ""used_in"", ""threshold_testing""], [""EUC"", ""used_in"", ""threshold_testing""], [""thirty-five_subjects"", ""underwent"", ""threshold_testing""], [""subjects"", ""exposed_to"", ""high_concentrations_of_PEA""], [""subjects"", ""exposed_to"", ""high_concentrations_of_ACE""], [""subjects"", ""exposed_to"", ""high_concentrations_of_EUC""], [""ACE"", ""cross_contamination_with"", ""EUV""], [""exposure_to_high_concentrations"", ""does_not_alter"", ""olfactory_thresholds""], [""specific_circumstances"", ""exception_to"", ""exposure_to_high_concentrations""], [""ACE"", ""exception_to"", ""exposure_to_high_concentrations""], [""EUV"", ""exception_to"", ""exposure_to_high_concentrations""]]",0.3182506768357164,0.3423286239584492
244,Does peak nasal inspiratory flow relate to peak expiratory flow?,"PNIF is a useful method to study nasal patency in both primary and secondary care to aid diagnosis of nasal disease, but low values of PNIF have to be confirmed by a study of the PEF as PNIF low values may be an expression of low ventilatory activity rather than an expression of nasal obstruction.","Yes, there is a clear tendency for peak nasal inspiratory flow to increase with peak expiratory flow, as demonstrated in this work. The larger the value of peak expiratory flow, the larger the value of peak nasal inspiratory flow.","[[""PNIF"", ""used_for"", ""study_of_nasal_patency""], [""PNIF"", ""used_in"", ""primary_care""], [""PNIF"", ""used_in"", ""secondary_care""], [""PNIF"", ""aids_in"", ""diagnosis_of_nasal_disease""], [""low_PNIF_values"", ""require_confirmation_by"", ""PEF_study""], [""low_PNIF_values"", ""may_indicate"", ""low_ventilatory_activity""], [""low_PNIF_values"", ""may_indicate"", ""nasal_obstruction""]]","[[""peak_nasal_inspiratory_flow"", ""tendency_to_increase_with"", ""peak_expiratory_flow""], [""peak_expiratory_flow"", ""influences"", ""peak_nasal_inspiratory_flow""]]","[[""PNIF"", ""method_for"", ""assessing_nasal_patency""], [""PNIF"", ""influenced_by"", ""SEX""], [""PNIF"", ""influenced_by"", ""AGE""], [""PNIF"", ""influenced_by"", ""HEIGHT""], [""PNIF"", ""has"", ""between-patient_variability""], [""measurement_of_PEF"", ""enables"", ""precise_determination_of_PNIF""], [""112_volunteers"", ""participated_in"", ""study""], [""55_females"", ""participated_in"", ""study""], [""45_males"", ""participated_in"", ""study""], [""volunteers"", ""were"", ""non-smokers""], [""volunteers"", ""were"", ""non-asthmatic""], [""volunteers"", ""had_no"", ""nose_and_paranasal_sinuses_problems""], [""volunteers"", ""had_ages"", ""ranging_from_15_to_71_years""], [""statistical_analysis"", ""undertaken_to"", ""determine_relationship_between_PNIF_and_age""], [""statistical_analysis"", ""undertaken_to"", ""determine_relationship_between_PNIF_and_sex""], [""statistical_analysis"", ""undertaken_to"", ""determine_relationship_between_PNIF_and_height""], [""statistical_analysis"", ""considered"", ""PEF""], [""PNIF"", ""tendency_to_increase_with"", ""PEF""], [""PEF"", ""informative_in"", ""predicting_PNIF""], [""larger_PEF_values"", ""result_in"", ""larger_PNIF_values""]]",0.29055931974528193,0.2565584152002892
292,Transurethral microwave thermotherapy in symptomatic benign prostatic hyperplasia: a possible association between androgen status and treatment result?,TUMT did not influence hormone levels. These observations suggest that androgen status may influence the final result of treatment.,No association was found between androgen status and treatment result in the study.,"[[""TUMT"", ""does_not_influence"", ""hormone_levels""], [""androgen_status"", ""may_influence"", ""treatment_result""]]","[[""androgen_status"", ""no_association_with"", ""treatment_result""]]","[[""endocrine_status"", ""possible_influence_on"", ""thermotherapy_result""], [""testosterone"", ""measured_in"", ""serum""], [""SHBG"", ""measured_in"", ""serum""], [""estradiol"", ""measured_in"", ""serum""], [""LH"", ""measured_in"", ""serum""], [""PSH"", ""measured_in"", ""serum""], [""TUMT"", ""performed_on"", ""men_with_BPH""], [""Prostatron"", ""used_for"", ""TUMT""], [""Prostasoft_2.0"", ""used_for"", ""TUMT""], [""Technomed_International"", ""located_in"", ""Lyon_France""], [""TUMT"", ""does_not_alter"", ""hormone_levels""], [""patients"", ""reported_response"", ""after_12_months""], [""responders"", ""had_lower"", ""calculated_free_testosterone""], [""nonresponders"", ""had_higher"", ""calculated_free_testosterone""], [""responders_under_70"", ""had_lower"", ""free_testosterone""], [""responders_under_70"", ""had_lower"", ""testosterone""], [""nonresponders_under_70"", ""had_higher"", ""free_testosterone""], [""nonresponders_under_70"", ""had_higher"", ""testosterone""], [""responders"", ""no_age_difference"", ""nonresponders""]]",0.9561048605579259,0.3008304639157868
338,Can the full range of paramedic skills improve survival from out of hospital cardiac arrests?,No improvement in survival was demonstrated with more advanced prehospital care.,"No, the full range of paramedic skills did not improve survival from out of hospital cardiac arrests in this study.","[[""prehospital_care"", ""did_not_improve"", ""survival""]]","[[""paramedic_skills"", ""did_not_improve"", ""survival_from_out_of_hospital_cardiac_arrests""]]","[[""study"", ""examined"", ""effect_of_advanced_skills_by_ambulance_personnel""], [""ambulance_personnel"", ""performed"", ""advanced_skills""], [""patients"", ""treated_at"", ""Royal_Infirmary_of_Edinburgh""], [""cardiac_arrests"", ""occurred_in"", ""community""], [""study"", ""conducted_over"", ""one_year_period""], [""emergency_medical_technicians"", ""equipped_with"", ""defibrillators""], [""emergency_medical_technicians"", ""treated"", ""92_patients""], [""paramedic_crews"", ""treated"", ""155_patients""], [""patients"", ""received"", ""bystander_cardiopulmonary_resuscitation""], [""patients"", ""had"", ""lay_persons_witnessing_arrest""], [""presenting_rhythm"", ""was_similar"", ""between_two_groups""], [""8_of_92_patients"", ""survived_to_discharge"", ""treated_by_technicians""], [""8_of_155_patients"", ""survived_to_discharge"", ""treated_by_paramedics""], [""43_patients_in_technician_group"", ""had"", ""ventricular_fibrillation_or_pulseless_ventricular_tachycardia""], [""80_patients_in_paramedic_group"", ""had"", ""ventricular_fibrillation_or_pulseless_ventricular_tachycardia""], [""8_of_43_patients"", ""survived_to_discharge"", ""treated_by_technicians_with_ventricular_fibrillation""], [""7_of_80_patients"", ""survived_to_discharge"", ""treated_by_paramedics_with_ventricular_fibrillation""], [""13_patients"", ""arrested_in_presence_of"", ""ambulance_crew_and_treated_by_technicians""], [""15_patients"", ""arrested_in_presence_of"", ""ambulance_crew_and_treated_by_paramedics""], [""4_of_13_patients"", ""survived_to_discharge"", ""treated_by_technicians_in_presence_of_ambulance_crew""], [""7_of_15_patients"", ""survived_to_discharge"", ""treated_by_paramedics_in_presence_of_ambulance_crew""], [""2_patients"", ""received"", ""drug_treatment_before_return_of_spontaneous_circulation""]]",0.3080174480303168,0.3614684507200767
341,Does low individual operator coronary interventional procedural volume correlate with worse institutional procedural outcome?,"Despite individual operator volumes below those currently being considered for credentialing, the overall institutional outcome was excellent in a diverse and complex patient population.",The study found that low individual operator coronary interventional volume was associated with better institutional procedural outcome.,"[[""institutional_outcome"", ""was"", ""excellent""], [""patient_population"", ""was"", ""diverse""], [""patient_population"", ""was"", ""complex""]]","[[""individual_operator_coronary_interventional_volume"", ""was_associated_with"", ""better_institutional_procedural_outcome""], [""low_individual_operator_volume"", ""was_associated_with"", ""better_institutional_procedural_outcome""]]","[[""study"", ""assessed"", ""relation_between_individual_operator_coronary_interventional_volume_and_incidence_of_complications""], [""study"", ""collected_data"", ""in-hospital_outcome""], [""in-hospital_outcome"", ""was_collected"", ""at_single_moderate_volume_urban_academic_center""], [""data_collection"", ""occurred_over"", ""3-year_period""], [""coronary_interventions"", ""were_performed_or_supervised_by"", ""nine_geographic_full-time_operators""], [""operators"", ""performed"", ""1389_consecutive_procedures""], [""procedures"", ""utilized"", ""various_devices""], [""procedures"", ""involved"", ""multivessel_coronary_intervention""], [""left_ventricular_ejection_fraction"", ""was"", ""59 +/- 15%""], [""clinical_indications"", ""included"", ""stable_angina""], [""clinical_indications"", ""included"", ""unstable_angina""], [""clinical_indications"", ""included"", ""acute_myocardial_infarction""], [""clinical_indications"", ""included"", ""post_MI""], [""clinical_indications"", ""included"", ""shock_or_acute_heart_failure""], [""clinical_indications"", ""included"", ""restenosis""], [""average_yearly_operator_volume"", ""ranged_from"", ""26_to_83_cases""], [""operators"", ""had"", ""10.0_years_of_coronary_interventional_experience""], [""angioplasty_volume_rating"", ""was"", ""180""], [""in-hospital_major_complication_rate"", ""was"", ""1.4%""], [""complication_rate"", ""included"", ""death""], [""complication_rate"", ""included"", ""bypass_surgery""], [""complication_rate"", ""included"", ""arrhythmia""], [""complication_rate"", ""included"", ""Q_wave_MI""], [""study_outcome"", ""was_compared_to"", ""standard_measures_of_coronary_interventional_outcome""], [""study_outcome"", ""was_compared_to"", ""Society_for_Cardiac_Angiography_and_Intervention_registry""], [""study_outcome"", ""was_compared_to"", ""American_College_of_Cardiology_database""], [""study_outcome"", ""was_compared_to"", ""Mid-America_Heart_Institute_outcome""], [""study_outcome"", ""was_compared_to"", ""National_Heart_Lung_and_Blood_Institute_Registry""], [""odds_ratios"", ""showed"", ""comparable_outcome""], [""confidence_intervals"", ""showed"", ""comparable_outcome""]]",0.2487007651845716,0.4123731417029
352,Are endoscopic procedures able to predict the benignity of ampullary tumors?,"Side-viewing duodenoscopy with biopsies, even after ES, combined with EUS is not accurate enough to preoperatively ensure that an AT is benign. Indication for a local resection based on these explorations alone is not safe.","No, endoscopic procedures are not able to predict the benignity of ampullary tumors with sufficient accuracy.","[[""Side-viewing_duodenoscopy"", ""combined_with"", ""EUS""], [""Side-viewing_duodenoscopy"", ""used_with"", ""biopsies""], [""ES"", ""used_with"", ""biopsies""], [""Side-viewing_duodenoscopy"", ""not_accurate_for"", ""preoperative_diagnosis""], [""EUS"", ""not_accurate_for"", ""preoperative_diagnosis""], [""biopsies"", ""not_accurate_for"", ""preoperative_diagnosis""], [""AT"", ""may_be"", ""benign""], [""AT"", ""may_be"", ""malignant""], [""Local_resection"", ""indication_for"", ""benign_AT""], [""Local_resection"", ""based_on"", ""explorations""], [""Local_resection"", ""not_safe"", ""based_on_explorations_alone""]]","[[""Endoscopic_procedures"", ""not_accurate_for"", ""predicting_benignity""], [""Ampullary_tumors"", ""may_be"", ""benign""], [""Ampullary_tumors"", ""may_be"", ""malignant""], [""Endoscopic_procedures"", ""lack"", ""sufficient_accuracy""]]","[[""Malignant_AT"", ""requires"", ""PD""], [""Benign_AT"", ""treated_by"", ""local_resection""], [""Pancreatico-duodenectomy"", ""used_for"", ""curative_treatment""], [""Local_resection"", ""used_for"", ""benign_AT""], [""SVD"", ""combined_with"", ""forceps_biopsies""], [""SVD"", ""combined_with"", ""ES""], [""SVD"", ""combined_with"", ""EUS""], [""ES"", ""used_with"", ""forceps_biopsies""], [""EUS"", ""evaluates"", ""nodal_status""], [""EUS"", ""evaluates"", ""parietal_spread""], [""Twenty-six_patients"", ""had"", ""preoperative_SVD""], [""Nine_patients"", ""had"", ""ES""], [""All_patients"", ""had"", ""EUS""], [""Six_patients"", ""could_not_evaluate"", ""parietal_spread""], [""Results"", ""compared_with"", ""pathologic_examination""], [""Pathologic_examination"", ""performed_after"", ""resection""], [""Two_local_excisions"", ""performed_for"", ""benign_AT""], [""Twenty_four_PD"", ""performed_for"", ""malignant_AT""], [""Four_PD"", ""performed_for"", ""benign_AT""], [""Histologic_examination"", ""had_accuracy"", ""69%""], [""Intra-ampullary_biopsies"", ""had_accuracy"", ""77%""], [""EUS"", ""had_accuracy"", ""75%""], [""EUS"", ""had_accuracy"", ""69%""], [""Eleven_patients"", ""had"", ""consistent_explorations""], [""Six_patients"", ""had"", ""histologically_proven_malignancy""], [""One_patient"", ""had"", ""nodal_metastases""], [""Two_patients"", ""had"", ""duodenal_involvement""]]",0.4507248015152305,0.3737675229475217
369,Does Antihypertensive Drug Class Affect Day-to-Day Variability of Self-Measured Home Blood Pressure?,"Self-measured home evening BPV estimated by variability independent of the mean had prognostic significance, whereas antihypertensive drug classes had no significant impact on BPV changes. Home BPL should remain the primary focus for risk stratification and treatment.",The antihypertensive drug class does not significantly affect day-to-day variability of self-measured home blood pressure.,"[[""Self-measured_home_evening_BPV"", ""estimated_by"", ""variability_independent_of_the_mean""], [""Self-measured_home_evening_BPV"", ""has"", ""prognostic_significance""], [""Antihypertensive_drug_classes"", ""have"", ""no_significant_impact_on_BPV_changes""], [""Home_BPL"", ""should_remain"", ""primary_focus_for_risk_stratification_and_treatment""]]","[[""Antihypertensive_drug_class"", ""does_not_affect"", ""day-to-day_variability_of_self-measured_home_blood_pressure""]]","[[""Blood_pressure_variability"", ""predicts"", ""outcome_beyond_blood_pressure_level""], [""Antihypertensive_drug_classes"", ""differentially_influence"", ""BPV""], [""Calcium_channel_blockers"", ""compared_to"", ""Angiotensin-converting_enzyme_inhibitors""], [""Calcium_channel_blockers"", ""compared_to"", ""Angiotensin_receptor_blockade""], [""Angiotensin-converting_enzyme_inhibitors"", ""compared_to"", ""Angiotensin_receptor_blockade""], [""Patients"", ""enrolled"", ""2484""], [""Patients"", ""randomly_allocated_to"", ""First-line_treatment""], [""First-line_treatment"", ""includes"", ""Calcium_channel_blocker""], [""First-line_treatment"", ""includes"", ""Angiotensin-converting_enzyme_inhibitor""], [""First-line_treatment"", ""includes"", ""Angiotensin_receptor_blockade""], [""Calcium_channel_blocker"", ""had"", ""833_patients""], [""Angiotensin-converting_enzyme_inhibitor"", ""had"", ""821_patients""], [""Angiotensin_receptor_blockade"", ""had"", ""830_patients""], [""Home_blood_pressures"", ""measured"", ""Morning_and_evening""], [""Home_blood_pressures"", ""measured_for"", ""5_days_off_treatment_before_randomization""], [""Home_blood_pressures"", ""measured_for"", ""5_days_after_2_to_4_weeks_of_randomized_drug_treatment""], [""BPL"", ""estimated_by"", ""Variability_independent_of_the_mean""], [""BPV"", ""estimated_by"", ""Variability_independent_of_the_mean""], [""Cardiovascular_outcomes"", ""compared"", ""Among_drug_classes""], [""Home_BPL_response"", ""significant"", ""In_each_group""], [""Angiotensin-converting_enzyme_inhibitor"", ""had_small_response"", ""Systolic_diastolic_4.6_2.8_mm_Hg""], [""Calcium_channel_blocker"", ""had_response"", ""Systolic_diastolic_8.3_3.9_mm_Hg""], [""Angiotensin_receptor_blockade"", ""had_response"", ""Systolic_diastolic_8.2_4.5_mm_Hg""], [""Evening_variability_independent_of_the_mean"", ""predicts"", ""Hard_cardiovascular_events""], [""Evening_variability_independent_of_the_mean"", ""independent_of"", ""Corresponding_home_BPL""], [""BPV"", ""does_not_predict"", ""Cardiovascular_outcome_based_on_morning_measurement""], [""Home_BPV"", ""captured_after_monotherapy"", ""No_predictive_power_for_cardiovascular_outcome""]]",0.42423401672206246,0.38982989713285826
