id,question,gold_answer,llm_answer,kg_gold,kg_llm,kg_context,gold_similarity,context_similarity
185,Is there scope for providing oral cancer health advice in dental access centres?,Significant numbers of patients attending the dental access centre have lifestyle habits that make them vulnerable to oral cancer. Dental access centres could usefully provide opportunistic health messages to patients about risk factors in the development of oral cancer.,"Based on the findings of this study, dental access centres in Nottingham present a significant opportunity for providing oral cancer health advice. Over half of the patients attending these centres are smokers, and nearly 40% fall into high or very high risk categories for tobacco and alcohol use. Given the high prevalence of these lifestyle habits among attendees, dental access centres could serve as effective locations for delivering advice on smoking cessation and alcohol consumption to reduce the risk of oral cancer.","[[""dental_access_centre"", ""attended_by"", ""patients""], [""patients"", ""have"", ""lifestyle_habits""], [""lifestyle_habits"", ""make_vulnerable_to"", ""oral_cancer""], [""dental_access_centre"", ""could_provide"", ""opportunistic_health_messages""], [""opportunistic_health_messages"", ""about"", ""risk_factors""], [""risk_factors"", ""related_to"", ""development_of_oral_cancer""]]","[[""dental_access_centres"", ""located_in"", ""Nottingham""], [""dental_access_centres"", ""attended_by"", ""patients""], [""patients"", ""are"", ""smokers""], [""smokers"", ""at_risk_of"", ""oral_cancer""], [""dental_access_centres"", ""could_provide"", ""oral_cancer_health_advice""], [""oral_cancer_health_advice"", ""about"", ""smoking_cessation""], [""oral_cancer_health_advice"", ""about"", ""alcohol_consumption""], [""patients"", ""fall_into"", ""high_or_very_high_risk_categories""], [""high_or_very_high_risk_categories"", ""related_to"", ""tobacco_use""], [""high_or_very_high_risk_categories"", ""related_to"", ""alcohol_use""]]","[[""UK"", ""has"", ""new_cases_of_oral_cancer""], [""new_cases_of_oral_cancer"", ""number"", ""3500""], [""new_cases_of_oral_cancer"", ""occurs"", ""each_year""], [""study"", ""established"", ""proportion_of_patients_at_risk""], [""proportion_of_patients_at_risk"", ""related_to"", ""lifestyle_habits""], [""lifestyle_habits"", ""include"", ""smoking""], [""lifestyle_habits"", ""include"", ""alcohol_consumption""], [""dental_access_centre"", ""located_in"", ""Nottingham""], [""dental_access_centre"", ""attended_by"", ""359_patients""], [""359_patients"", ""categorised_into"", ""four_groups""], [""four_groups"", ""range_from"", ""low_risk""], [""four_groups"", ""range_to"", ""high_risk""], [""patients"", ""smokers"", ""50%""], [""patients"", ""in_high_or_very_high_tobacco_and_alcohol_use_groups"", ""40%""], [""patients"", ""mostly_under"", ""45_years_of_age""]]",0.5040760512402935,0.5170969144115325
196,Is there a role for cholecystectomy in gallbladder carcinoma discovered to be unresectable for cure at laparotomy?,Results suggest that a better median survival can be achieved after cholecystectomy in locally advanced unresectable GBC compared with only bypass and biopsy procedures. These findings may justify a palliative cholecystectomy in selected patients with locally advanced GBC.,"The available data from a retrospective study of locally advanced but nonmetastatic gallbladder carcinoma patients treated in India during the last 8 years suggest that cholecystectomy with biliary drainage in such patients offers a median survival of 7 months and a 3% 30-day postoperative mortality, while biopsy +/- biliary bypass followed by chemotherapy in matched controls resulted in a median survival of 2 months and a 12% 30-day postoperative mortality. These findings indicate a potential survival benefit and lower mortality risk for patients undergoing cholecystectomy with biliary drainage. However, further research is required to confirm these findings and establish the role of this approach in the management of unresectable gallbladder carcinoma.","[[""cholecystectomy"", ""compared_to"", ""bypass_and_biopsy_procedures""], [""cholecystectomy"", ""offers"", ""better_median_survival""], [""better_median_survival"", ""achieved_in"", ""locally_advanced_unresectable_GBC""], [""palliative_cholecystectomy"", ""justified_in"", ""selected_patients_with_locally_advanced_GBC""], [""selected_patients_with_locally_advanced_GBC"", ""have"", ""locally_advanced_unresectable_GBC""]]","[[""cholecystectomy_with_biliary_drainage"", ""offers"", ""median_survival_of_7_months""], [""cholecystectomy_with_biliary_drainage"", ""has"", ""3_percent_30-day_postoperative_mortality""], [""biopsy_+/-_biliary_bypass"", ""followed_by"", ""chemotherapy""], [""biopsy_+/-_biliary_bypass"", ""offers"", ""median_survival_of_2_months""], [""biopsy_+/-_biliary_bypass"", ""has"", ""12_percent_30-day_postoperative_mortality""], [""cholecystectomy_with_biliary_drainage"", ""compared_to"", ""biopsy_+/-_biliary_bypass""], [""patients_undergoing_cholecystectomy_with_biliary_drainage"", ""have"", ""potential_survival_benefit""], [""patients_undergoing_cholecystectomy_with_biliary_drainage"", ""have"", ""lower_mortality_risk""]]","[[""palliative_operative_resection"", ""received"", ""little_attention""], [""cholecystectomy_with_biliary_drainage"", ""evaluated"", ""benefits""], [""Department_of_Surgical_Oncology"", ""located_in"", ""B.H.U._Varanasi_India""], [""patients_with_locally_advanced_GBC"", ""treated_in"", ""Department_of_Surgical_Oncology""], [""patients_with_locally_advanced_GBC"", ""divided_into"", ""two_groups""], [""group_I"", ""consists_of"", ""30_patients_with_GBC""], [""group_I"", ""treated_with"", ""cholecystectomy_+/-_biliary_bypass""], [""group_II"", ""consists_of"", ""30_patients_with_GBC""], [""group_II"", ""treated_with"", ""biopsy_+/-_biliary_bypass""], [""group_I"", ""compared_to"", ""group_II""], [""median_survival"", ""calculated_using"", ""Kaplan-Meier_curves""], [""follow-up"", ""ranged_from"", ""1-15_months""], [""group_I"", ""has"", ""median_survival_of_7_months""], [""group_II"", ""has"", ""median_survival_of_2_months""], [""group_I"", ""has"", ""3_percent_30-day_postoperative_mortality""], [""group_II"", ""has"", ""12_percent_30-day_postoperative_mortality""], [""group_I"", ""has"", ""13_percent_morbidity""], [""group_II"", ""has"", ""16_percent_morbidity""]]",0.5255982967251223,0.49482438906843945
210,Digital ischemia in a gardener: is rose cutting a vascular risk factor?,In the presence of a radial artery aneurysm an occupational and recreational trauma history should be sought after.,"Yes, repetitive trauma from rose cutting without gloves can lead to digital ischemia in gardeners by causing a radial aneurysm, occlusions of digital arteries, and potential distal emboli. This condition can result in absent pulses, numbness, and white discoloration of the affected finger. Anticoagulation therapy and prostaglandin E1 infusion can help resolve the ischemia without the need for surgical intervention.","[[""radial_artery_aneurysm"", ""associated_with"", ""occupational_trauma""], [""radial_artery_aneurysm"", ""associated_with"", ""recreational_trauma""]]","[[""repetitive_trauma"", ""causes"", ""radial_aneurysm""], [""repetitive_trauma"", ""causes"", ""occlusions_of_digital_arteries""], [""repetitive_trauma"", ""causes"", ""distal_emboli""], [""rose_cutting_without_gloves"", ""leads_to"", ""repetitive_trauma""], [""radial_aneurysm"", ""leads_to"", ""digital_ischemia""], [""digital_ischemia"", ""characterized_by"", ""absent_pulses""], [""digital_ischemia"", ""characterized_by"", ""numbness""], [""digital_ischemia"", ""characterized_by"", ""white_discoloration""], [""anticoagulation_therapy"", ""treats"", ""digital_ischemia""], [""prostaglandin_E1_infusion"", ""treats"", ""digital_ischemia""]]","[[""gardener"", ""presented_with"", ""white_discoloration_of_left_ring_finger""], [""gardener"", ""presented_with"", ""numbness_of_left_ring_finger""], [""gardener"", ""reported"", ""cutting_roses_without_protection_gloves""], [""cutting_roses_without_protection_gloves"", ""causes"", ""repetitive_scratchy_lesions""], [""repetitive_scratchy_lesions"", ""occurred_in"", ""left_hand""], [""Allen_test"", ""showed"", ""dominant_ulnar_supply""], [""dominant_ulnar_supply"", ""of"", ""palmar_arch""], [""duplex_ultrasound"", ""demonstrated"", ""occluded_aneurysm_of_left_radial_artery""], [""occluded_aneurysm_of_left_radial_artery"", ""located_in"", ""distal_portion""], [""MR_angiography"", ""showed"", ""occlusions_of_digital_arteries""], [""occlusions_of_digital_arteries"", ""probably_due_to"", ""distal_emboli""], [""distal_emboli"", ""of"", ""radial_aneurysm""], [""digital_ischemia"", ""resolved_within"", ""few_days""]]",0.31564178834779305,0.5253012185130338
239,"An uncommon case of failed suicide in a 94-year-old woman: ""masked"" depression or rational decision?","The unusual features of this case relate to: 1) the person's female gender and very advanced age; 2) her apparently ""successful aging"" condition; 3) the violent method and unusual means she used; 4) the suicide note written several days beforehand.","The literature review suggests that failed suicides in the elderly can be attributed to various factors, including masked depression, fear of the unknown, or a rational decision to reconsider the act. In this case, the woman's advanced age, careful planning, and lack of apparent depression raise questions about the possibility of a rational decision. However, further investigation is necessary to determine the underlying cause.","[[""case"", ""relates_to"", ""female_gender""], [""case"", ""relates_to"", ""advanced_age""], [""case"", ""relates_to"", ""successful_aging_condition""], [""case"", ""relates_to"", ""violent_method""], [""case"", ""relates_to"", ""unusual_means""], [""case"", ""relates_to"", ""suicide_note""], [""suicide_note"", ""written_in"", ""several_days_beforehand""], [""person"", ""has"", ""female_gender""], [""person"", ""has"", ""advanced_age""], [""person"", ""has"", ""successful_aging_condition""], [""person"", ""used"", ""violent_method""], [""person"", ""used"", ""unusual_means""], [""person"", ""wrote"", ""suicide_note""]]","[[""literature_review"", ""suggests"", ""factors""], [""factors"", ""include"", ""masked_depression""], [""factors"", ""include"", ""fear_of_the_unknown""], [""factors"", ""include"", ""rational_decision""], [""failed_suicides"", ""occur_in"", ""elderly""], [""woman"", ""has"", ""advanced_age""], [""woman"", ""has"", ""careful_planning""], [""woman"", ""has"", ""lack_of_apparent_depression""], [""investigation"", ""is_necessary"", ""underlying_cause""], [""possibility"", ""relates_to"", ""rational_decision""]]","[[""case"", ""was_analysed"", ""literature_review""], [""literature_review"", ""was_careful"", ""true""], [""case"", ""is"", ""unusual_case""], [""case"", ""is"", ""failed_suicide""], [""case"", ""attempted_by"", ""94-year-old_woman""], [""woman"", ""has"", ""age_94""], [""woman"", ""planned"", ""suicide""], [""suicide"", ""planned_in"", ""several_days_earlier""]]",0.43467358586412747,0.41714260565352185
247,Can you use a sequential sample of patients as a substitute for a full practice audit?,A rate of mammography screening based on a sequential sample can reasonably approximate the actual rate of mammography screening that would be found based on a full practice audit.,"Based on the study findings, a sequential sample of patients can provide a higher mean time-appropriate rate of mammography screening compared to a full practice audit. However, the difference in rates may vary among practices, and there is a positive correlation between the rates generated by the 2 approaches. Therefore, while a sequential sample may not be an exact substitute for a full practice audit, it can still provide valuable information on mammography screening rates within a given practice population.","[[""mammography_screening_rate"", ""based_on"", ""sequential_sample""], [""mammography_screening_rate"", ""approximates"", ""actual_mammography_screening_rate""], [""actual_mammography_screening_rate"", ""based_on"", ""full_practice_audit""]]","[[""sequential_sample"", ""provides"", ""higher_mean_time-appropriate_rate""], [""higher_mean_time-appropriate_rate"", ""of"", ""mammography_screening""], [""sequential_sample"", ""compared_to"", ""full_practice_audit""], [""full_practice_audit"", ""approach"", ""different_from""], [""rates"", ""generated_by"", ""sequential_sample""], [""rates"", ""generated_by"", ""full_practice_audit""], [""sequential_sample"", ""not_exact_substitute_for"", ""full_practice_audit""], [""sequential_sample"", ""provides_valuable_information_on"", ""mammography_screening_rates""], [""mammography_screening_rates"", ""within"", ""practice_population""]]","[[""study"", ""compares"", ""mammography_screening_rates""], [""mammography_screening_rates"", ""among"", ""women_in_family_practices""], [""women_in_family_practices"", ""presenting_to"", ""family_practices""], [""family_practices"", ""located_in"", ""south-central_Ontario""], [""family_practices"", ""number"", ""20""], [""family_practices"", ""type"", ""community-based""], [""family_physicians"", ""have"", ""female_patients""], [""female_patients"", ""age"", ""52_to_71_years""], [""female_patients"", ""had_at_least_one_visit"", ""past_3_years""], [""eligible_patients"", ""sampled_by"", ""sequential_sampling""], [""eligible_patients"", ""sampled_by"", ""full_practice_audit""], [""mammography_rates"", ""found_using"", ""sequential_sample""], [""mammography_rates"", ""found_using"", ""full_practice_audit""], [""sequential_sample"", ""mean_time-appropriate_rate"", ""66.4%""], [""full_practice_audit"", ""mean_time-appropriate_rate"", ""58.8%""], [""sequential_sample_rate"", ""higher_than"", ""full_audit_rate""], [""difference_in_rates"", ""ranges_from"", ""-6.5%""], [""difference_in_rates"", ""ranges_to"", ""24.9%""], [""regression_analysis"", ""indicates"", ""positive_correlation""], [""positive_correlation"", ""between"", ""rates_from_sequential_sample_and_full_practice_audit""], [""correlation"", ""significant"", ""yes""], [""correlation_coefficient"", ""r2"", ""0.50""]]",0.4695442519033004,0.4999005905436722
251,Is a circular polypropylene mesh appropriate for application at the esophageal hiatus?,"A circular heavy-weight polypropylene mesh seems to be appropriate for the application at the esophageal hiatus in terms of safety and stability. This means that it is characterized by a position-stable centered fixation around the esophagus without a tendency toward stenosis, migration, or erosion.","Based on the findings from the current study in a porcine model, a circular heavy-weight polypropylene mesh appears to be an appropriate option for application at the esophageal hiatus. The mesh showed minimal shrinkage, no overhang of the hiatal margin, and no occurrences of stenoses, migrations, or erosions. However, further studies are needed to investigate the risk of adhesions and long-term complications.","[[""circular_heavy-weight_polypropylene_mesh"", ""appropriate_for"", ""esophageal_hiatus""], [""circular_heavy-weight_polypropylene_mesh"", ""characterized_by"", ""position-stable_centered_fixation""], [""position-stable_centered_fixation"", ""located_at"", ""esophagus""], [""position-stable_centered_fixation"", ""prevents"", ""stenosis""], [""position-stable_centered_fixation"", ""prevents"", ""migration""], [""position-stable_centered_fixation"", ""prevents"", ""erosion""]]","[[""circular_heavy-weight_polypropylene_mesh"", ""appropriate_for"", ""esophageal_hiatus""], [""circular_heavy-weight_polypropylene_mesh"", ""shows"", ""minimal_shrinkage""], [""circular_heavy-weight_polypropylene_mesh"", ""has_no"", ""overhang_of_hiatal_margin""], [""circular_heavy-weight_polypropylene_mesh"", ""has_no"", ""stenoses""], [""circular_heavy-weight_polypropylene_mesh"", ""has_no"", ""migrations""], [""circular_heavy-weight_polypropylene_mesh"", ""has_no"", ""erosions""], [""further_studies"", ""needed_to_investigate"", ""risk_of_adhesions""], [""further_studies"", ""needed_to_investigate"", ""long-term_complications""]]",[],0.4864999813956248,0.0
309,Transcutaneous oxygen measurement in stroke: circulatory disorder of the affected leg?,"In selected stroke patients, no differences were established between microcirculation in both lower legs. TcPO2 measurement does not seem to be a suitable method for clinical research on this topic.","In the present study, transcutaneous oxygen measurement (TcPO2) did not reveal any significant differences in microcirculation between the paretic and nonparetic lower legs of stroke patients, nor did values change over time. Despite the presence of clinical symptoms suggestive of a circulatory disorder (""cold leg"") in seven patients, these symptoms could not be objectively correlated with the microcirculatory data.","[[""selected_stroke_patients"", ""have"", ""no_differences_in_microcirculation""], [""microcirculation"", ""measured_in"", ""lower_legs""], [""TcPO2_measurement"", ""not_suitable_for"", ""clinical_research""]]","[[""transcutaneous_oxygen_measurement"", ""did_not_reveal"", ""differences_in_microcirculation""], [""microcirculation"", ""compared_in"", ""paretic_and_nonparetic_lower_legs""], [""stroke_patients"", ""have"", ""clinical_symptoms""], [""clinical_symptoms"", ""suggest"", ""circulatory_disorder""], [""circulatory_disorder"", ""also_known_as"", ""cold_leg""], [""TcPO2_values"", ""did_not_change"", ""over_time""]]","[[""study"", ""aimed_to"", ""identify_variances_in_microcirculation""], [""microcirculation"", ""measured_in"", ""affected_leg_of_stroke_patients""], [""study"", ""conducted_at"", ""regional_rehabilitation_center""], [""regional_rehabilitation_center"", ""type"", ""tertiary_care""], [""study"", ""included"", ""93_acute_stroke_patients""], [""acute_stroke_patients"", ""admitted_for"", ""stroke_rehabilitation""], [""10_patients"", ""selected_from"", ""93_acute_stroke_patients""], [""selected_patients"", ""excluded_if_had"", ""vascular_pathology""], [""selected_patients"", ""excluded_if_had"", ""cardiopulmonary_pathology""], [""selected_patients"", ""excluded_if_had"", ""severe_cognitive_impairments""], [""selected_patients"", ""excluded_if_had"", ""severe_speech_impairments""], [""clinical_assessment"", ""performed_on"", ""selected_patients""], [""clinical_assessment"", ""included"", ""subjective_complaints""], [""clinical_assessment"", ""included"", ""medication""], [""clinical_assessment"", ""included"", ""walking_performance""], [""clinical_assessment"", ""included"", ""degree_of_lower_leg_edema""], [""clinical_assessment"", ""included"", ""trophic_pathology""], [""clinical_assessment"", ""included"", ""voluntary_muscle_activity""], [""clinical_assessment"", ""included"", ""degree_of_spasticity""], [""microcirculation"", ""registered_via"", ""transcutaneous_oxygen_measurement""], [""transcutaneous_oxygen_measurement"", ""used"", ""TcPO2""], [""TcPO2_values"", ""measured_at"", ""different_time_points""], [""clinical_symptoms"", ""partially_and_modestly_present"", ""in_seven_patients""], [""clinical_symptoms"", ""could_not_be_objectified"", ""in_relation_to_microcirculation""]]",0.6363185246234531,0.5227723690716346
358,Atrial Fibrillation After Coronary Artery Bypass Surgery: Can Ivabradine Reduce Its Occurrence?,"In patients undergoing elective CABG, adding ivabradine to ��-blockers during the perioperative period was associated with reduced incidence of AF at 30-day follow-up, compared with either medication alone.","In a study of 740 patients undergoing coronary artery bypass grafting, those receiving both ivabradine and bisoprolol perioperatively had a significantly lower incidence of atrial fibrillation (AF) at 30-day follow-up (4.2%) compared to those receiving ivabradine alone (15.5%) or bisoprolol alone (12.2%). Additionally, patients in the ivabradine and bisoprolol group had shorter intensive care unit stays.","[[""ivabradine"", ""added_to"", ""��-blockers""], [""ivabradine_and_��-blockers"", ""associated_with"", ""reduced_incidence_of_AF""], [""reduced_incidence_of_AF"", ""measured_at"", ""30-day_follow-up""], [""ivabradine_and_��-blockers"", ""compared_to"", ""ivabradine_alone""], [""ivabradine_and_��-blockers"", ""compared_to"", ""��-blockers_alone""]]","[[""ivabradine_and_bisoprolol"", ""associated_with"", ""lower_incidence_of_AF""], [""lower_incidence_of_AF"", ""measured_at"", ""30-day_follow-up""], [""ivabradine_and_bisoprolol"", ""compared_to"", ""ivabradine_alone""], [""ivabradine_and_bisoprolol"", ""compared_to"", ""bisoprolol_alone""], [""ivabradine_alone"", ""had_incidence_of_AF"", ""15.5%""], [""bisoprolol_alone"", ""had_incidence_of_AF"", ""12.2%""], [""ivabradine_and_bisoprolol"", ""had_incidence_of_AF"", ""4.2%""], [""ivabradine_and_bisoprolol"", ""associated_with"", ""shorter_intensive_care_unit_stays""]]","[[""ivabradine"", ""given_to"", ""patients_undergoing_CABG""], [""bisoprolol"", ""given_to"", ""patients_undergoing_CABG""], [""ivabradine_and_bisoprolol"", ""given_to"", ""patients_undergoing_CABG""], [""patients_undergoing_CABG"", ""divided_into"", ""3_groups""], [""group_1"", ""received"", ""ivabradine""], [""group_2"", ""received"", ""bisoprolol""], [""group_3"", ""received"", ""ivabradine_and_bisoprolol""], [""ivabradine"", ""administered"", ""5_mg_bid_for_24_hours""], [""ivabradine"", ""administered"", ""7.5_mg_bid_thereafter""], [""bisoprolol"", ""administered"", ""5_mg_bid""], [""ivabradine_and_bisoprolol"", ""administered"", ""ivabradine_5_mg_bid_and_bisoprolol_5_mg_once_daily""], [""cardiac_rhythm"", ""monitored"", ""15_days_postoperatively""], [""clinical_follow-up"", ""performed"", ""15_days""], [""primary_endpoint"", ""was"", ""incidence_of_AF_at_30-day_follow-up""], [""mean_age"", ""was"", ""56.5_years""], [""mean_age"", ""had_standard_deviation"", ""8.9_years""], [""females"", ""made_up"", ""30.5%_of_patients""], [""AF"", ""occurred_in"", ""10.4%_of_patients""], [""group_3"", ""had_lower_incidence_of_AF"", ""4.2%""], [""group_1"", ""had_incidence_of_AF"", ""15.5%""], [""group_2"", ""had_incidence_of_AF"", ""12.2%""], [""group_3"", ""had_shorter_intensive_care_unit_stay"", ""compared_to_group_1_and_2""]]",0.5865685091599206,0.5249863193794004
398,Are humans the initial source of canine mange?,Phylogenetic relatedness may have an impact in terms of epidemiological control strategy. Our results and other recent studies suggest to re-evaluate the level of transmission between domestic dogs and humans.,"The phylogenetic analyses of populations of S. scabiei from humans and from canids did not support the hypothesis of a human origin of the mites infecting domestic dogs. Instead, the results did not exclude the opposite hypothesis of a host switch from dogs to humans.","[[""Phylogenetic_relatedness"", ""affects"", ""epidemiological_control_strategy""], [""domestic_dogs"", ""transmits_to"", ""humans""], [""humans"", ""transmits_to"", ""domestic_dogs""], [""study"", ""suggests"", ""re-evaluation_of_transmission_level""]]","[[""phylogenetic_analyses"", ""did_not_support"", ""human_origin_hypothesis""], [""human_origin_hypothesis"", ""opposite_hypothesis"", ""host_switch_from_dogs_to_humans""], [""S._scabiei"", ""infects"", ""domestic_dogs""], [""S._scabiei"", ""infects"", ""humans""], [""S._scabiei"", ""infects"", ""canids""]]","[[""Scabies"", ""caused_by"", ""Sarcoptes_scabiei""], [""Sarcoptes_scabiei"", ""causes"", ""sarcoptic_mange""], [""sarcoptic_mange"", ""affects"", ""wild_animals""], [""sarcoptic_mange"", ""affects"", ""domestic_animals""], [""hypothesis"", ""suggests"", ""human_origin_of_mites""], [""study"", ""performed"", ""phylogenetic_analyses""], [""phylogenetic_analyses"", ""used"", ""cox1_gene""], [""cox1_gene"", ""amplified_and_sequenced"", ""mites_from_dogs_and_foxes""], [""mites_from_dogs_and_foxes"", ""obtained_from"", ""French_sites""], [""mites_from_dogs_and_foxes"", ""obtained_from"", ""other_countries""], [""sequences"", ""retrieved_from"", ""GenBank""], [""GenBank"", ""contains"", ""sequences_of_mites_from_humans""], [""GenBank"", ""contains"", ""sequences_of_mites_from_raccoon_dogs""], [""GenBank"", ""contains"", ""sequences_of_mites_from_foxes""], [""GenBank"", ""contains"", ""sequences_of_mites_from_jackal""], [""GenBank"", ""contains"", ""sequences_of_mites_from_dogs""], [""Otodectes_cynotis"", ""used_as"", ""outgroup""], [""phylogenetic_analyses"", ""performed_using"", ""Maximum_Likelihood""], [""phylogenetic_analyses"", ""performed_using"", ""Bayesian_Inference""], [""haplotype_network"", ""constructed_using"", ""Network_v4.6""], [""haplotype_network"", ""shows_relationship_between"", ""haplotypes""], [""haplotypes"", ""observed_in"", ""mites_from_five_host_species""], [""phylogenetic_trees"", ""showed"", ""similar_topologies""], [""results"", ""did_not_support"", ""human_origin_hypothesis""], [""results"", ""did_not_exclude"", ""host_switch_from_dogs_to_humans""]]",0.4343613946253482,0.5043094919247836
399,Injury recurrence is lower at the highest professional football level than at national and amateur levels: does sports medicine and sports physiotherapy deliver?,"Recurrence proportions showed an inverse relationship with playing level, and recurrent injury incidence has decreased over the past decade.","The study found that recurrent injury proportions were lowest in the European top-level professional teams, with 16.6%, compared to 25.0% in the Swedish elite teams and 35.1% in the amateur teams. Additionally, a decreasing trend in recurrent injury incidence was observed in the European and Swedish premier division teams over the study period. These findings suggest that sports medicine and sports physiotherapy interventions may effectively reduce injury recurrence at the highest professional football level.","[[""recurrence_proportions"", ""related_to"", ""playing_level""], [""recurrent_injury_incidence"", ""changed_over"", ""past_decade""], [""recurrent_injury_incidence"", ""decreased_over"", ""past_decade""]]","[[""European_top-level_professional_teams"", ""had"", ""16.6%_recurrent_injury_proportions""], [""Swedish_elite_teams"", ""had"", ""25.0%_recurrent_injury_proportions""], [""amateur_teams"", ""had"", ""35.1%_recurrent_injury_proportions""], [""recurrent_injury_incidence"", ""decreased_in"", ""European_premier_division_teams""], [""recurrent_injury_incidence"", ""decreased_in"", ""Swedish_premier_division_teams""], [""sports_medicine"", ""may_reduce"", ""injury_recurrence""], [""sports_physiotherapy"", ""may_reduce"", ""injury_recurrence""]]","[[""previous_injury"", ""is"", ""risk_factor_for_football_injury""], [""study"", ""aimed_to"", ""compare_recurrent_injury_proportions""], [""study"", ""aimed_to"", ""study_time_trends_in_recurrent_injury_incidence""], [""European_professional_teams"", ""participated_in"", ""injury_surveillance""], [""Swedish_premier_division_teams"", ""participated_in"", ""injury_surveillance""], [""Swedish_amateur_teams"", ""participated_in"", ""injury_surveillance""], [""time-loss_injuries"", ""were_collected_from"", ""injury_surveillance""], [""recurrent_injury"", ""defined_as"", ""injury_of_same_type_and_at_same_site_as_index_injury""], [""early_recurrence"", ""defined_as"", ""injury_within_2_months""], [""delayed_recurrence"", ""defined_as"", ""injury_more_than_2_months""], [""seasonal_trend"", ""analysed_using"", ""linear_regression""], [""recurrent_injury_incidence"", ""expressed_as"", ""average_annual_percentage_of_change""], [""injuries"", ""total"", ""13_050""], [""recurrent_injuries"", ""total"", ""2449""], [""early_recurrences"", ""total"", ""1944""], [""delayed_recurrences"", ""total"", ""505""], [""recurrence_proportions"", ""were_highest_in"", ""second_half_of_competitive_season""], [""recurrence_proportions"", ""differed_between"", ""playing_levels""], [""amateur_cohort"", ""had"", ""35.1%_recurrence_proportions""], [""Swedish_elite_cohort"", ""had"", ""25.0%_recurrence_proportions""], [""European_cohort"", ""had"", ""16.6%_recurrence_proportions""], [""European_cohort"", ""had"", ""decreasing_trend_in_recurrent_injury_incidence""], [""Swedish_premier_division"", ""had"", ""decreasing_trend_in_recurrent_injury_incidence""]]",0.46713321827411275,0.5136950495956614
