id,paragraph_1,paragraph_2,kg_1,kg_2,kea_similarity,transe_similarity,rotate_similarity,wl_kernel_similarity,aa_kea_similarity,snea_bert_alpha_0.0,snea_bert_alpha_0.1,snea_bert_alpha_0.2,snea_bert_alpha_0.3,snea_bert_alpha_0.4,snea_bert_alpha_0.5,snea_bert_alpha_0.6,snea_bert_alpha_0.7,snea_bert_alpha_0.8,snea_bert_alpha_0.9,snea_bert_alpha_1.0_SNEA_alone,kea_bert_similarity,semantic_wl_similarity,label,perturbation_type
14,a plane is landing .,a animated airplane is landing .,"[[""plane"", ""is_landing"", ""True""]]","[[""animated_airplane"", ""is_landing"", ""True""]]",1.0,0.8181365728378296,0.786832332611084,0.5,1.0,0.8159444226996925,0.8343499804297232,0.852755538159754,0.8711610958897846,0.8895666536198155,0.9079722113498464,0.926377769079877,0.9447833268099076,0.9631888845399386,0.9815944422699692,1.0,0.8628662855670488,0.865669589975507,0,dissimilar
15,a cat rapidly swats a kid in the head .,a cat and a boy play together .,"[[""cat"", ""swats"", ""kid""], [""kid"", ""located_in"", ""head""], [""cat"", ""acts_on"", ""head""], [""kid"", ""receives_action_from"", ""cat""]]","[[""cat"", ""plays_with"", ""boy""], [""cat"", ""interacts_with"", ""boy""], [""boy"", ""plays_with"", ""cat""]]",0.1360827634879543,0.0,0.1152412369847297,0.0680413817439771,0.1360827634879543,0.7916694995922874,0.7261108259818542,0.6605521523714207,0.5949934787609874,0.5294348051505542,0.4638761315401208,0.3983174579296875,0.3327587843192542,0.2672001107088209,0.2016414370983876,0.1360827634879543,0.6435175764807146,0.6640969081960091,0,dissimilar
16,the who experts didn 't say how many cases in hebei were in rural areas .,"hebei has reported 191 cases and eight deaths , though the who experts did not say how many were in rural areas .","[[""WHO_experts"", ""did_not_say"", ""number_of_cases_in_rural_areas""], [""Hebei"", ""location_of"", ""rural_areas""], [""cases"", ""located_in"", ""rural_areas""], [""WHO_experts"", ""commented_on"", ""Hebei""]]","[[""Hebei"", ""reported"", ""191_cases""], [""Hebei"", ""reported"", ""eight_deaths""], [""WHO_experts"", ""did_not_say"", ""number_of_cases_in_rural_areas""], [""Hebei"", ""location_of"", ""rural_areas""], [""cases"", ""located_in"", ""rural_areas""], [""WHO_experts"", ""commented_on"", ""Hebei""]]",1.0,0.6027564406394958,0.7289323210716248,0.563436169819011,1.0,0.9999999983369612,0.9999999985032652,0.9999999986695692,0.9999999988358728,0.9999999990021768,0.9999999991684808,0.9999999993347846,0.9999999995010884,0.9999999996673924,0.999999999833696,1.0,0.999999980926512,0.951106136274299,1,similar
17,iraq 's economy was ravaged during years of u.n. sanctions over ex-president saddam hussein 's 1990 occupation of kuwait and by the u.s.-led war to oust him which ended in april .,iraq 's economy was shattered under former president saddam hussein and by the u.s.-led war to oust him which ended in april .,"[[""Iraq"", ""economy_ravaged_by"", ""U.N._sanctions""], [""U.N._sanctions"", ""imposed_during"", ""Saddam_Husseinoccupation_of_Kuwait""], [""Saddam_Hussein"", ""occupation_of"", ""Kuwait""], [""Kuwait"", ""occupation_by"", ""Saddam_Hussein""], [""Saddam_Hussein"", ""ex-president_of"", ""Iraq""], [""Iraq"", ""economy_ravaged_by"", ""U.S.-led_war""], [""U.S.-led_war"", ""ended_in"", ""April""], [""U.S.-led_war"", ""aimed_to_oust"", ""Saddam_Hussein""]]","[[""Iraq"", ""economy_shattered_by"", ""Saddam_Hussein""], [""Iraq"", ""economy_shattered_by"", ""U.S.-led_war""], [""Saddam_Hussein"", ""former_president_of"", ""Iraq""], [""U.S.-led_war"", ""ended_in"", ""April""], [""U.S.-led_war"", ""aimed_to_oust"", ""Saddam_Hussein""]]",0.3061862178478972,0.5621222257614136,0.7312595844268799,0.4409585518440984,0.4615930911724977,0.90402650013609,0.8597831592397307,0.8155398183433715,0.7712964774470124,0.7270531365506531,0.6828097956542938,0.6385664547579346,0.5943231138615754,0.5500797729652162,0.5058364320688569,0.4615930911724977,0.883430807483832,0.7946818408961908,1,similar
18,let me remind you that our allies include fervent supporters of this tax .,"i would like to remind you that among our allies , there are ardent supporters of this tax .","[[""allies"", ""include"", ""fervent_supporters""], [""fervent_supporters"", ""support"", ""tax""]]","[[""allies"", ""include"", ""ardent_supporters""], [""ardent_supporters"", ""support"", ""tax""]]",1.0,0.9551228284835817,0.907931923866272,0.3888888888888889,1.0,0.9155249022140256,0.9239724119926233,0.9324199217712206,0.940867431549818,0.9493149413284154,0.9577624511070127,0.9662099608856104,0.9746574706642076,0.9831049804428053,0.9915524902214026,1.0,0.9496615041048174,0.8391705602586645,1,similar
19,have unlawful sex with a prostitute,have unlawful sex with a whore .,"[[""unlawful_sex"", ""involves"", ""prostitute""]]","[[""unlawful_sex"", ""involves"", ""whore""]]",1.0,0.6761808395385742,0.8093976378440857,0.0833333333333333,1.0,0.8396180958506726,0.8556562862656053,0.8716944766805381,0.8877326670954708,0.9037708575104036,0.9198090479253362,0.9358472383402692,0.9518854287552018,0.9679236191701346,0.9839618095850672,1.0,0.8762688577203457,0.9556571395414863,1,similar
20,the man sat in his chair and stared .,the little girl is putting her hair into a pony tail .,"[[""man"", ""sat_in"", ""chair""], [""man"", ""performed_action"", ""stared""]]","[[""little_girl"", ""performing_action"", ""putting_her_hair""], [""little_girl"", ""putting_hair_into"", ""pony_tail""], [""pony_tail"", ""is_style_of"", ""hair""]]",0.0,0.0,0.0,0.0,0.0,0.1859028078774513,0.1673125270897062,0.148722246301961,0.1301319655142159,0.1115416847264708,0.0929514039387256,0.0743611231509805,0.0557708423632354,0.0371805615754902,0.0185902807877451,0.0,0.2732388772918839,0.3632626726722955,0,dissimilar
21,"the technology-laced nasdaq composite index .ixic rose 39.39 points , or 2.2 percent , to 1,826.33 , after losing more than 2 percent on tuesday .","the blue-chip dow jones industrial average .dji jumped 194.14 points , or 2.09 percent , to 9,469.20 after sinking more than 1 percent a day earlier .","[[""Nasdaq_Composite_Index"", ""rose"", ""39.39_points""], [""Nasdaq_Composite_Index"", ""increased_by_percentage"", ""2.2_percent""], [""Nasdaq_Composite_Index"", ""reached"", ""1826.33""], [""Nasdaq_Composite_Index"", ""lost"", ""more_than_2_percent""], [""Nasdaq_Composite_Index"", ""lost_on"", ""Tuesday""]]","[[""Dow_Jones_Industrial_Average"", ""jumped"", ""194.14_points""], [""Dow_Jones_Industrial_Average"", ""increased_by_percentage"", ""2.09_percent""], [""Dow_Jones_Industrial_Average"", ""reached"", ""9469.20""], [""Dow_Jones_Industrial_Average"", ""sank"", ""more_than_1_percent""], [""Dow_Jones_Industrial_Average"", ""sank_on"", ""a_day_earlier""]]",0.4844813951249544,0.0,0.0868320167064666,0.0,0.5781515884776753,0.6198265526749672,0.6156590562552381,0.6114915598355088,0.6073240634157796,0.6031565669960505,0.5989890705763212,0.5948215741565921,0.590654077736863,0.5864865813171337,0.5823190848974045,0.5781515884776753,0.619704494998005,0.6318808412188942,0,dissimilar
22,register formally as a participant,register formally as a participant or member .,"[[""participant"", ""register_formally_as"", ""entity""]]","[[""participant"", ""register_formally_as"", ""entity""], [""member"", ""register_formally_as"", ""entity""]]",1.0,0.8336507678031921,0.8377697467803955,0.2041241452319315,1.0,0.9999999991472828,0.9999999992325544,0.999999999317826,0.999999999403098,0.9999999994883696,0.9999999995736412,0.9999999996589132,0.9999999997441849,0.9999999998294564,0.9999999999147282,1.0,1.0,0.905484935512967,1,similar
23,a woman is slicing an onion .,a man is cutting and onion .,"[[""woman"", ""slicing"", ""onion""]]","[[""man"", ""cutting"", ""onion""]]",0.5,0.0,0.4201015830039978,0.5,0.5,0.6984428903384404,0.6785986013045965,0.6587543122707523,0.6389100232369083,0.6190657342030643,0.5992214451692202,0.5793771561353762,0.5595328671015322,0.5396885780676881,0.519844289033844,0.5,0.6662955611699442,0.7893877335804755,1,similar
24,"continue to live , exist , or prosper",continue to live through hardship or adversity .,"[[""TEXT_1"", ""contains"", ""phrase""], [""phrase"", ""meaning"", ""continue_to_live""], [""phrase"", ""meaning"", ""exist""], [""phrase"", ""meaning"", ""prosper""]]","[[""TEXT_2"", ""contains"", ""phrase""], [""phrase"", ""meaning"", ""continue_to_live""], [""phrase"", ""meaning"", ""live_through_hardship""], [""phrase"", ""meaning"", ""live_through_adversity""]]",0.3354101966249684,0.5382448434829712,0.7932072281837463,0.2333333333333333,0.3354101966249684,0.8681525534574438,0.8148783177741963,0.7616040820909488,0.7083298464077012,0.6550556107244536,0.6017813750412061,0.5485071393579586,0.495232903674711,0.4419586679914635,0.388684432308216,0.3354101966249684,0.8038565791472592,0.8096941186048887,0,dissimilar
25,trading in loral was halted yesterday ; the shares closed on monday at $ 3.01 .,"the new york stock exchange suspended trading yesterday in loral , which closed at $ 3.01 friday .","[[""Loral"", ""trading_halted_on"", ""yesterday""], [""Loral"", ""shares_closed_at"", ""$3.01""], [""Loral"", ""shares_closed_on"", ""Monday""]]","[[""New_York_Stock_Exchange"", ""suspended_trading_in"", ""Loral""], [""Loral"", ""trading_suspended_on"", ""yesterday""], [""Loral"", ""shares_closed_at"", ""$3.01""], [""Loral"", ""shares_closed_on"", ""Friday""]]",0.5416666666666666,0.709284782409668,0.7679394483566284,0.4844813951249544,0.5416666666666666,0.9884810809960832,0.9437996395631416,0.8991181981301999,0.8544367566972582,0.8097553152643165,0.7650738738313749,0.7203924323984332,0.6757109909654916,0.63102954953255,0.5863481080996082,0.5416666666666666,0.9466198753396896,0.9387361107790116,1,similar
26,a man is jumping rope outside .,a woman is slicing a cucumber .,"[[""man"", ""is_jumping"", ""rope""], [""man"", ""located_outside"", ""outside""], [""rope"", ""is_being_jumped"", ""man""]]",[],,,,,,,,,,,,,,,,,,,0,dissimilar
27,a man shoots a man .,a man with a pistol shoots another man .,"[[""man"", ""shoots"", ""man""]]","[[""man_with_pistol"", ""shoots"", ""another_man""], [""man_with_pistol"", ""has"", ""pistol""], [""man_with_pistol"", ""same_as"", ""man""], [""another_man"", ""same_as"", ""man""]]",0.0,0.4837864637374878,0.2401289641857147,0.0833333333333333,0.0,0.8279604451698045,0.7451644006528241,0.6623683561358437,0.5795723116188631,0.4967762671018826,0.4139802225849022,0.3311841780679218,0.2483881335509414,0.1655920890339608,0.0827960445169804,0.0,0.7875017111734552,0.6747118791314812,1,similar
28,"in addition , it offered the united states and israel a way to work around mr. arafat .","when the prime minister 's position was established in the spring , it offered the united states and israel a way to work around arafat .","[[""United_States"", ""offered_way_to_work_around"", ""Mr._Arafat""], [""Israel"", ""offered_way_to_work_around"", ""Mr._Arafat""]]","[[""United_States"", ""offered_way_to_work_around"", ""Arafat""], [""Israel"", ""offered_way_to_work_around"", ""Arafat""], [""Prime_Minister"", ""position_established_in"", ""Spring""]]",1.0,0.274559885263443,0.7467697858810425,0.3012320380383546,1.0,0.9838746850438344,0.985487216539451,0.9870997480350676,0.988712279530684,0.9903248110263008,0.9919373425219172,0.9935498740175338,0.9951624055131504,0.9967749370087668,0.9983874685043834,1.0,0.9756262106283716,0.9511849747396548,1,similar
29,""" and about eight to 10 seconds down , i hit .",""" i was in the water for about eight seconds .","[[""narrator"", ""experienced_event"", ""hitting_something""], [""hitting_something"", ""occurred_after"", ""8_to_10_seconds""], [""narrator"", ""fell_for"", ""8_to_10_seconds""]]","[[""narrator"", ""experienced_event"", ""being_in_water""], [""being_in_water"", ""lasted_for"", ""8_seconds""], [""narrator"", ""was_in_water_for"", ""8_seconds""]]",0.3888888888888889,0.0,0.3505199551582336,0.0555555555555555,0.3888888888888889,0.6553290572548308,0.6286850404182366,0.6020410235816425,0.5753970067450482,0.548752989908454,0.5221089730718599,0.4954649562352656,0.4688209393986715,0.4421769225620772,0.415532905725483,0.3888888888888889,0.659024331049004,0.6900129927542866,0,dissimilar
30,cause friction ; wear away or erode,wear away or erode .,"[[""friction"", ""caused_by"", ""wear_away""], [""friction"", ""caused_by"", ""erode""]]",[],,,,,,,,,,,,,,,,,,,1,similar
31,a person is frying meat in a pan .,a person is holding a skunk .,"[[""person"", ""frying"", ""meat""], [""meat"", ""located_in"", ""pan""], [""person"", ""using"", ""pan""]]","[[""person"", ""holding"", ""skunk""]]",0.0680413817439771,0.0145308207720518,0.3041456639766693,0.0680413817439771,0.0680413817439771,0.3088963015518824,0.2848108095710919,0.2607253175903014,0.2366398256095108,0.2125543336287203,0.1884688416479298,0.1643833496671393,0.1402978576863487,0.1162123657055582,0.0921268737247676,0.0680413817439771,0.3641344371367164,0.437634707700114,0,dissimilar
32,a puppy plays with a plastic container .,the dog is playing with a plastic container .,"[[""puppy"", ""plays_with"", ""plastic_container""]]","[[""dog"", ""plays_with"", ""plastic_container""]]",1.0,0.7875003814697266,0.5709948539733887,0.5,1.0,0.9268358198919798,0.9341522379027818,0.941468655913584,0.948785073924386,0.956101491935188,0.96341790994599,0.970734327956792,0.978050745967594,0.985367163978396,0.992683581989198,1.0,0.9335846763558496,0.9400264000830568,1,similar
33,"their contract will expire at 12 : 01 a.m. wednesday instead of 12 : 01 a.m. sunday , said rian wathen , organizing director for united food and commercial workers local 700 .",""" it has outraged the membership , "" said rian wathen , organizing director of united food and commercial workers local 700 .","[[""Rian_Wathen"", ""said"", ""their_contract_will_expire_at_12_01_a.m._wednesday""], [""their_contract"", ""will_expire_at"", ""12_01_a.m._wednesday""], [""their_contract"", ""will_not_expire_at"", ""12_01_a.m._sunday""], [""Rian_Wathen"", ""organizing_director_of"", ""United_Food_and_Commercial_Workers_Local_700""]]","[[""Rian_Wathen"", ""said"", ""it_has_outraged_the_membership""], [""it"", ""has_outraged"", ""membership""], [""Rian_Wathen"", ""organizing_director_of"", ""United_Food_and_Commercial_Workers_Local_700""]]",0.2333333333333333,0.2010757029056549,0.2882125973701477,0.2130032168075646,0.2130032168075646,0.3760083977842347,0.3597078796865677,0.3434073615889007,0.3271068434912337,0.3108063253935667,0.2945058072958997,0.2782052891982327,0.2619047711005656,0.2456042530028986,0.2293037349052316,0.2130032168075646,0.5209950509013448,0.4975335352641744,0,dissimilar
34,"the computers were reportedly located in the u.s. , canada and south korea .","the pcs are scattered across the united states , canada and south korea .","[[""computers"", ""located_in"", ""U.S.""], [""computers"", ""located_in"", ""Canada""], [""computers"", ""located_in"", ""South_Korea""]]","[[""pcs"", ""located_in"", ""United_States""], [""pcs"", ""located_in"", ""Canada""], [""pcs"", ""located_in"", ""South_Korea""]]",1.0,0.0,0.6406526565551758,0.5,1.0,0.8793447528762954,0.8914102775886659,0.9034758023010364,0.9155413270134068,0.9276068517257772,0.9396723764381476,0.9517379011505182,0.9638034258628888,0.9758689505752592,0.9879344752876296,1.0,0.9164914154465365,0.8807320657478688,1,similar
35,the arrests revealed new details about the four-month investigation at selenski 's mount olivet road home .,kerkowski and fassett 's bodies were unearthed at selenski 's mount olivet road home on june 5 .,"[[""arrests"", ""revealed"", ""new_details""], [""new_details"", ""about"", ""investigation""], [""investigation"", ""located_at"", ""Selenski_mount_olivet_road_home""], [""investigation"", ""duration"", ""four_months""]]","[[""Kerkowski"", ""body_unearthed_at"", ""Selenski_mount_olivet_road_home""], [""Fassett"", ""body_unearthed_at"", ""Selenski_mount_olivet_road_home""], [""Kerkowski"", ""body_unearthed_on"", ""June_5""], [""Fassett"", ""body_unearthed_on"", ""June_5""]]",0.2236067977499789,0.0,0.1424653977155685,0.0372677996249964,0.2236067977499789,0.4411681835782186,0.4194120449953946,0.3976559064125706,0.3758997678297466,0.3541436292469227,0.3323874906640988,0.3106313520812748,0.2888752134984508,0.2671190749156268,0.2453629363328029,0.2236067977499789,0.3997385628802747,0.4794394831178757,0,dissimilar
36,a badger is digging in the dirt .,a man is moving large rocks .,"[[""badger"", ""is_digging_in"", ""dirt""]]","[[""man"", ""is_moving"", ""large_rocks""]]",0.0,0.0,0.0517011657357215,0.0,0.0,0.3069510361412124,0.2762559325270911,0.2455608289129699,0.2148657252988486,0.1841706216847274,0.1534755180706062,0.1227804144564849,0.0920853108423637,0.0613902072282424,0.0306951036141212,0.0,0.3275352733506026,0.5529014463074526,0,dissimilar
37,"mr president , the cashman report can be summarised in four words : citizens ' power over bureaucracy .","mister the president , the report cashman can summarize itself in some words : the strength of the citizens on the bureaucracy .","[[""Cashman_Report"", ""can_be_summarised_in"", ""four_words""], [""Cashman_Report"", ""summarised_as"", ""citizens_power_over_bureaucracy""], [""President"", ""received"", ""Cashman_Report""]]","[[""Report_Cashman"", ""can_summarize_itself_in"", ""some_words""], [""Report_Cashman"", ""summarised_as"", ""strength_of_citizens_on_bureaucracy""], [""President"", ""received"", ""Report_Cashman""]]",0.5416666666666666,0.0714302882552146,0.195570558309555,0.25,0.5416666666666666,0.94927162835289,0.9085111321842676,0.8677506360156453,0.8269901398470229,0.7862296436784006,0.7454691475097783,0.704708651341156,0.6639481551725337,0.6231876590039113,0.582427162835289,0.5416666666666666,0.8982555216302239,0.9460664071634144,1,similar
38,a girl is styling her hair .,a girl is brushing her hair .,"[[""girl"", ""is_styling"", ""her_hair""]]","[[""girl"", ""is_brushing"", ""her_hair""]]",1.0,1.0,0.9999999403953552,1.0,1.0,0.7879998523396026,0.8091998671056423,0.830399881871682,0.8515998966377218,0.8727999114037616,0.8939999261698013,0.915199940935841,0.9363999557018808,0.9575999704679206,0.9787999852339604,1.0,0.8195158711205861,0.7753055884967148,0,dissimilar
39,a man is slicing a potato .,a woman is cutting a jalepeno .,"[[""man"", ""slicing"", ""potato""]]","[[""woman"", ""cutting"", ""jalepeno""]]",0.0,0.0,0.226199060678482,0.0,0.0,0.492664169713311,0.4433977527419799,0.3941313357706488,0.3448649187993177,0.2955985018279866,0.2463320848566555,0.1970656678853244,0.1477992509139933,0.0985328339426621,0.049266416971331,0.0,0.4697612746542444,0.5238484193844338,0,dissimilar
