id,paragraph_1,paragraph_2,kg_1,kg_2,kea_similarity,transe_similarity,rotate_similarity,wl_kernel_similarity,aa_kea_similarity,snea_bert_alpha_0.0,snea_bert_alpha_0.1,snea_bert_alpha_0.2,snea_bert_alpha_0.3,snea_bert_alpha_0.4,snea_bert_alpha_0.5,snea_bert_alpha_0.6,snea_bert_alpha_0.7,snea_bert_alpha_0.8,snea_bert_alpha_0.9,snea_bert_alpha_1.0_SNEA_alone,kea_bert_similarity,semantic_wl_similarity,label,perturbation_type
118,"Belladonna decreases the efficacy of multiple drugs including Pegvisomant, Picosulfuric Acid, and Ipidacrine. Ipidacrine in turn decreases the efficacy of Promazine, Benzilone, and Fluticasone. Additionally, Picosulfuric Acid decreases the efficacy of Pirenzepine, Quetiapine, and Pipenzolate.","Belladonna decreases the efficacy of pegvisomant, picosulfuric acid, and ipidacrine. In turn, ipidacrine decreases the efficacy of promazine, benzilone, and fluticasone. Additionally, picosulfuric acid decreases the efficacy of pirenzepine, quetiapine, and pipenzolate.","[[""Belladonna"", ""decreases_efficacy_of"", ""Pegvisomant""], [""Belladonna"", ""decreases_efficacy_of"", ""Picosulfuric_Acid""], [""Belladonna"", ""decreases_efficacy_of"", ""Ipidacrine""], [""Ipidacrine"", ""decreases_efficacy_of"", ""Promazine""], [""Ipidacrine"", ""decreases_efficacy_of"", ""Benzilone""], [""Ipidacrine"", ""decreases_efficacy_of"", ""Fluticasone""], [""Picosulfuric_Acid"", ""decreases_efficacy_of"", ""Pirenzepine""], [""Picosulfuric_Acid"", ""decreases_efficacy_of"", ""Quetiapine""], [""Picosulfuric_Acid"", ""decreases_efficacy_of"", ""Pipenzolate""]]","[[""Belladonna"", ""decreases_efficacy_of"", ""Pegvisomant""], [""Belladonna"", ""decreases_efficacy_of"", ""Picosulfuric_Acid""], [""Belladonna"", ""decreases_efficacy_of"", ""Ipidacrine""], [""Ipidacrine"", ""decreases_efficacy_of"", ""Promazine""], [""Ipidacrine"", ""decreases_efficacy_of"", ""Benzilone""], [""Ipidacrine"", ""decreases_efficacy_of"", ""Fluticasone""], [""Picosulfuric_Acid"", ""decreases_efficacy_of"", ""Pirenzepine""], [""Picosulfuric_Acid"", ""decreases_efficacy_of"", ""Quetiapine""], [""Picosulfuric_Acid"", ""decreases_efficacy_of"", ""Pipenzolate""]]",1.0,0.9999999403953552,0.9999998807907104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999928474426,0.9999999887492051,1,node_removal
119,"The drug 3,5-diiodothyropropionic acid decreases the efficacy of PD173955, Tesevatinib, and Carbutamide. Elcatonin decreases the efficacy of Diazepam and Savolitinib. Parathyroid hormone decreases the efficacy of Glisoxepide and Levomilnacipran and has a side effect of causing urethral disorder. Savolitinib decreases the efficacy of Teriparatide. Lestaurtinib decreases the efficacy of Parathyroid hormone, 3,5-diiodothyropropionic acid, and Elcatonin.","The compound 3,5-diiodothyropropionic acid decreases the efficacy of pd173955, tesevatinib, and carbutamide. Elcatonin decreases the efficacy of diazepam and savolitinib. Parathyroid hormone decreases the efficacy of glisoxepide and levomilnacipran, and has a side effect of urethral disorder. Savolitinib decreases the efficacy of teriparatide. Lestaurtinib decreases the efficacy of parathyroid hormone, 3,5-diiodothyropropionic acid, and elcatonin.","[[""3,5-diiodothyropropionic_acid"", ""decreases_efficacy_of"", ""PD173955""], [""3,5-diiodothyropropionic_acid"", ""decreases_efficacy_of"", ""Tesevatinib""], [""3,5-diiodothyropropionic_acid"", ""decreases_efficacy_of"", ""Carbutamide""], [""Elcatonin"", ""decreases_efficacy_of"", ""Diazepam""], [""Elcatonin"", ""decreases_efficacy_of"", ""Savolitinib""], [""Parathyroid_hormone"", ""decreases_efficacy_of"", ""Glisoxepide""], [""Parathyroid_hormone"", ""decreases_efficacy_of"", ""Levomilnacipran""], [""Parathyroid_hormone"", ""has_side_effect"", ""urethral_disorder""], [""Savolitinib"", ""decreases_efficacy_of"", ""Teriparatide""], [""Lestaurtinib"", ""decreases_efficacy_of"", ""Parathyroid_hormone""], [""Lestaurtinib"", ""decreases_efficacy_of"", ""3,5-diiodothyropropionic_acid""], [""Lestaurtinib"", ""decreases_efficacy_of"", ""Elcatonin""]]","[[""3,5-diiodothyropropionic_acid"", ""decreases_efficacy_of"", ""pd173955""], [""3,5-diiodothyropropionic_acid"", ""decreases_efficacy_of"", ""tesevatinib""], [""3,5-diiodothyropropionic_acid"", ""decreases_efficacy_of"", ""carbutamide""], [""Elcatonin"", ""decreases_efficacy_of"", ""diazepam""], [""Elcatonin"", ""decreases_efficacy_of"", ""savolitinib""], [""Parathyroid_hormone"", ""decreases_efficacy_of"", ""glisoxepide""], [""Parathyroid_hormone"", ""decreases_efficacy_of"", ""levomilnacipran""], [""Parathyroid_hormone"", ""has_side_effect"", ""urethral_disorder""], [""Savolitinib"", ""decreases_efficacy_of"", ""teriparatide""], [""Lestaurtinib"", ""decreases_efficacy_of"", ""parathyroid_hormone""], [""Lestaurtinib"", ""decreases_efficacy_of"", ""3,5-diiodothyropropionic_acid""], [""Lestaurtinib"", ""decreases_efficacy_of"", ""elcatonin""]]",1.0,0.856883704662323,0.9121592044830322,1.0,1.0,0.9999999980203914,0.9999999982183524,0.9999999984163132,0.999999998614274,0.9999999988122348,0.9999999990101958,0.9999999992081564,0.9999999994061176,0.9999999996040784,0.9999999998020392,1.0,1.0,0.7955503280570397,1,node_replacement
120,"The drug zuclopenthixol increases neuropsychiatric effects but decreases the efficacy of metaraminol. Propylhexedrine decreases the efficacy of sotalol, amoxapine, and zuclopenthixol. Amoxapine increases bleeding but decreases the efficacy of ropinirole and polycarbophil. Dutasteride decreases the efficacy of propylhexedrine and has side effects including tenderness and decreased orgasmic sensation.","The drug zuclopenthixol decreases the efficacy of metaraminol. It also decreases the neuropsychiatric effects. Propylhexedrine decreases the efficacy of sotalol, amoxapine, and zuclopenthixol. Amoxapine increases bleeding and decreases the efficacy of ropinirole and polycarbophil. Dutasteride decreases the efficacy of propylhexedrine and has side effects such as tenderness and decreased orgasmic sensation.","[[""zuclopenthixol"", ""increases"", ""neuropsychiatric_effects""], [""zuclopenthixol"", ""decreases"", ""efficacy_of_metaraminol""], [""propylhexedrine"", ""decreases"", ""efficacy_of_sotalol""], [""propylhexedrine"", ""decreases"", ""efficacy_of_amoxapine""], [""propylhexedrine"", ""decreases"", ""efficacy_of_zuclopenthixol""], [""amoxapine"", ""increases"", ""bleeding""], [""amoxapine"", ""decreases"", ""efficacy_of_ropinirole""], [""amoxapine"", ""decreases"", ""efficacy_of_polycarbophil""], [""dutasteride"", ""decreases"", ""efficacy_of_propylhexedrine""], [""dutasteride"", ""has_side_effect"", ""tenderness""], [""dutasteride"", ""has_side_effect"", ""decreased_orgasmic_sensation""]]","[[""zuclopenthixol"", ""decreases"", ""efficacy_of_metaraminol""], [""zuclopenthixol"", ""decreases"", ""neuropsychiatric_effects""], [""propylhexedrine"", ""decreases"", ""efficacy_of_sotalol""], [""propylhexedrine"", ""decreases"", ""efficacy_of_amoxapine""], [""propylhexedrine"", ""decreases"", ""efficacy_of_zuclopenthixol""], [""amoxapine"", ""increases"", ""bleeding""], [""amoxapine"", ""decreases"", ""efficacy_of_ropinirole""], [""amoxapine"", ""decreases"", ""efficacy_of_polycarbophil""], [""dutasteride"", ""decreases"", ""efficacy_of_propylhexedrine""], [""dutasteride"", ""has_side_effect"", ""tenderness""], [""dutasteride"", ""has_side_effect"", ""decreased_orgasmic_sensation""]]",1.0,1.0,1.0,1.0,1.0,0.9991197648832346,0.9992077883949112,0.9992958119065878,0.9993838354182644,0.9994718589299408,0.9995598824416172,0.999647905953294,0.9997359294649704,0.999823952976647,0.9999119764883234,1.0,0.997346765701912,0.9995037480359537,0,edge_replacement
121,"Estradiol decreases the efficacy of azlocillin, liotrix, and albiglutide. Trifluridine decreases the efficacy of etonogestrel and estradiol as well as that of tecemotide. Etonogestrel decreases the efficacy of balaglitazone and has side effects such as Galactorrhoea and Connective tissue disorder. Tecemotide decreases the efficacy of flunisolide, cisplatin, and mechlorethamine. Mechlorethamine decreases the efficacy of disopyramide and amitriptyline, and has the side effect of Menstruation delayed. Cisplatin is a substance that treats leukopenia and has side effects such as Posterior reversible encephalopathy syndrome.","The drug methylpropylpropanediol dinitrate decreases the efficacy of azlocillin, liotrix, and albiglutide. Additionally, tezepelumab decreases the efficacy of etonogestrel, methylpropylpropanediol dinitrate, and tecemotide. Etonogestrel, in turn, decreases the efficacy of balaglitazone and has side effects such as Galactorrhoea and Connective tissue disorder. Moreover, tecemotide decreases the efficacy of flunisolide, methyl lucidenate q, and surfactin. Surfactin's decrease in efficacy affects conestat alfa and amitriptyline, while also causing side effects like Menstruation delayed. Lastly, methyl lucidenate q is a substance that treats atypical juvenile parkinsonism and has a side effect of Urethral haemorrhage.","[[""Estradiol"", ""decreases_efficacy_of"", ""azlocillin""], [""Estradiol"", ""decreases_efficacy_of"", ""liotrix""], [""Estradiol"", ""decreases_efficacy_of"", ""albiglutide""], [""Trifluridine"", ""decreases_efficacy_of"", ""etonogestrel""], [""Trifluridine"", ""decreases_efficacy_of"", ""estradiol""], [""Trifluridine"", ""decreases_efficacy_of"", ""tecemotide""], [""Etonogestrel"", ""decreases_efficacy_of"", ""balaglitazone""], [""Etonogestrel"", ""has_side_effect"", ""Galactorrhoea""], [""Etonogestrel"", ""has_side_effect"", ""Connective_tissue_disorder""], [""Tecemotide"", ""decreases_efficacy_of"", ""flunisolide""], [""Tecemotide"", ""decreases_efficacy_of"", ""cisplatin""], [""Tecemotide"", ""decreases_efficacy_of"", ""mechlorethamine""], [""Mechlorethamine"", ""decreases_efficacy_of"", ""disopyramide""], [""Mechlorethamine"", ""decreases_efficacy_of"", ""amitriptyline""], [""Mechlorethamine"", ""has_side_effect"", ""Menstruation_delayed""], [""Cisplatin"", ""treats"", ""leukopenia""], [""Cisplatin"", ""has_side_effect"", ""Posterior_reversible_encephalopathy_syndrome""]]","[[""methylpropylpropanediol_dinitrate"", ""decreases_efficacy_of"", ""azlocillin""], [""methylpropylpropanediol_dinitrate"", ""decreases_efficacy_of"", ""liotrix""], [""methylpropylpropanediol_dinitrate"", ""decreases_efficacy_of"", ""albiglutide""], [""tezepelumab"", ""decreases_efficacy_of"", ""etonogestrel""], [""tezepelumab"", ""decreases_efficacy_of"", ""methylpropylpropanediol_dinitrate""], [""tezepelumab"", ""decreases_efficacy_of"", ""tecemotide""], [""Etonogestrel"", ""decreases_efficacy_of"", ""balaglitazone""], [""Etonogestrel"", ""has_side_effect"", ""Galactorrhoea""], [""Etonogestrel"", ""has_side_effect"", ""Connective_tissue_disorder""], [""Tecemotide"", ""decreases_efficacy_of"", ""flunisolide""], [""Tecemotide"", ""decreases_efficacy_of"", ""methyl_lucidenate_q""], [""Tecemotide"", ""decreases_efficacy_of"", ""surfactin""], [""Surfactin"", ""decreases_efficacy_of"", ""conestat_alfa""], [""Surfactin"", ""decreases_efficacy_of"", ""amitriptyline""], [""Surfactin"", ""has_side_effect"", ""Menstruation_delayed""], [""methyl_lucidenate_q"", ""treats"", ""atypical_juvenile_parkinsonism""], [""methyl_lucidenate_q"", ""has_side_effect"", ""Urethral_haemorrhage""]]",0.6187236297743542,0.2623819410800934,0.7457114458084106,0.5648148148148148,0.6187236297743542,0.9170301017179064,0.8871994545235513,0.8573688073291961,0.8275381601348408,0.7977075129404856,0.7678768657461303,0.7380462185517751,0.70821557135742,0.6783849241630646,0.6485542769687095,0.6187236297743542,0.8297211578453707,0.886142040572247,0,node_replacement
122,"The drug insulin degludec decreases the efficacy of gestodene.

Liotrix decreases the efficacy of citalopram and esatenolol, but increases the efficacy of allantoin.

Follitropin decreases the efficacy of vatalanib, ruxolitinib, and insulin degludec.

Selumetinib decreases the efficacy of salmon calcitonin, follitropin, and liotrix.","The drug insulin degludec decreases the efficacy of gestodene. Liotrix decreases the efficacy of citalopram and esatenolol but increases the efficacy of allantoin. Follitropin decreases the efficacy of vatalanib, ruxolitinib, and insulin degludec. Additionally, selumetinib decreases the efficacy of salmon calcitonin.","[[""insulin_degludec"", ""decreases_efficacy_of"", ""gestodene""], [""liotrix"", ""decreases_efficacy_of"", ""citalopram""], [""liotrix"", ""decreases_efficacy_of"", ""esatenolol""], [""liotrix"", ""increases_efficacy_of"", ""allantoin""], [""follitropin"", ""decreases_efficacy_of"", ""vatalanib""], [""follitropin"", ""decreases_efficacy_of"", ""ruxolitinib""], [""follitropin"", ""decreases_efficacy_of"", ""insulin_degludec""], [""selumetinib"", ""decreases_efficacy_of"", ""salmon_calcitonin""], [""selumetinib"", ""decreases_efficacy_of"", ""follitropin""], [""selumetinib"", ""decreases_efficacy_of"", ""liotrix""]]","[[""insulin_degludec"", ""decreases_efficacy_of"", ""gestodene""], [""liotrix"", ""decreases_efficacy_of"", ""citalopram""], [""liotrix"", ""decreases_efficacy_of"", ""esatenolol""], [""liotrix"", ""increases_efficacy_of"", ""allantoin""], [""follitropin"", ""decreases_efficacy_of"", ""vatalanib""], [""follitropin"", ""decreases_efficacy_of"", ""ruxolitinib""], [""follitropin"", ""decreases_efficacy_of"", ""insulin_degludec""], [""selumetinib"", ""decreases_efficacy_of"", ""salmon_calcitonin""]]",0.7878787878787878,1.0,1.0,0.7878787878787878,0.7878787878787878,0.9892432338582496,0.9691067892603036,0.9489703446623572,0.928833900064411,0.908697455466465,0.8885610108685187,0.8684245662705725,0.8482881216726263,0.8281516770746802,0.808015232476734,0.7878787878787878,0.9864338231577818,0.7968962531111823,0,edge_deletion
123,"The drug Fleroxacin increases the efficacy of Nateglinide and Linagliptin. Additionally, Omarigliptin decreases the efficacy of Isoniazid but increases the efficacy of Fleroxacin and Sulfaphenazole. Isoniazid, on the other hand, decreases the efficacy of Semaglutide and has side effects such as Nausea and Optic neuritis. Lastly, Sulfaphenazole increases the efficacy of Carmegliptin.","The drug Fleroxacin increases the efficacy of both Nateglinide and Linagliptin. Omarigliptin decreases the efficacy of Isoniazid but increases the efficacy of Fleroxacin and Sulfaphenazole. Isoniazid, in turn, decreases the efficacy of Semaglutide and has side effects such as Nausea and Optic neuritis. Additionally, Sulfaphenazole increases the efficacy of Carmegliptin.","[[""Fleroxacin"", ""increases_efficacy_of"", ""Nateglinide""], [""Fleroxacin"", ""increases_efficacy_of"", ""Linagliptin""], [""Omarigliptin"", ""decreases_efficacy_of"", ""Isoniazid""], [""Omarigliptin"", ""increases_efficacy_of"", ""Fleroxacin""], [""Omarigliptin"", ""increases_efficacy_of"", ""Sulfaphenazole""], [""Isoniazid"", ""decreases_efficacy_of"", ""Semaglutide""], [""Isoniazid"", ""has_side_effect"", ""Nausea""], [""Isoniazid"", ""has_side_effect"", ""Optic_neuritis""], [""Sulfaphenazole"", ""increases_efficacy_of"", ""Carmegliptin""]]","[[""Fleroxacin"", ""increases_efficacy_of"", ""Nateglinide""], [""Fleroxacin"", ""increases_efficacy_of"", ""Linagliptin""], [""Omarigliptin"", ""decreases_efficacy_of"", ""Isoniazid""], [""Omarigliptin"", ""increases_efficacy_of"", ""Fleroxacin""], [""Omarigliptin"", ""increases_efficacy_of"", ""Sulfaphenazole""], [""Isoniazid"", ""decreases_efficacy_of"", ""Semaglutide""], [""Isoniazid"", ""has_side_effect"", ""Nausea""], [""Isoniazid"", ""has_side_effect"", ""Optic_neuritis""], [""Sulfaphenazole"", ""increases_efficacy_of"", ""Carmegliptin""]]",1.0,0.9999998807907104,1.0,1.0,1.0,0.9999999982595372,0.9999999984335834,0.9999999986076298,0.999999998781676,0.9999999989557222,0.9999999991297686,0.9999999993038148,0.9999999994778612,0.9999999996519074,0.9999999998259536,1.0,0.9999999874830244,0.9999999872918034,1,edge_deletion
124,"The drug methantheline targets the muscarinic acetylcholine receptor m2. Methantheline decreases the efficacy of both bisoxatin and carboxymethylcellulose. Bisoxatin, in turn, reduces the efficacy of nitrendipine, pinaverium, and caroverine. Carboxymethylcellulose decreases the efficacy of diphenoxylate, carvedilol, and dotarizine. CHRM2 acts within the pathway of Muscarinic acetylcholine receptors and the muscarinic acetylcholine receptor m2 is a gene product of CHRM2.","The drug methantheline decreases the efficacy of bisoxatin and carboxymethylcellulose. Furthermore, bisoxatin indirectly decreases the efficacy of caroverine, while carboxymethylcellulose reduces the efficacy of both carvedilol and dotarizine.","[[""methantheline"", ""targets"", ""muscarinic_acetylcholine_receptor_m2""], [""methantheline"", ""decreases_efficacy_of"", ""bisoxatin""], [""methantheline"", ""decreases_efficacy_of"", ""carboxymethylcellulose""], [""bisoxatin"", ""decreases_efficacy_of"", ""nitrendipine""], [""bisoxatin"", ""decreases_efficacy_of"", ""pinaverium""], [""bisoxatin"", ""decreases_efficacy_of"", ""caroverine""], [""carboxymethylcellulose"", ""decreases_efficacy_of"", ""diphenoxylate""], [""carboxymethylcellulose"", ""decreases_efficacy_of"", ""carvedilol""], [""carboxymethylcellulose"", ""decreases_efficacy_of"", ""dotarizine""], [""CHRM2"", ""acts_within"", ""Muscarinic_acetylcholine_receptors""], [""muscarinic_acetylcholine_receptor_m2"", ""gene_product_of"", ""CHRM2""]]","[[""methantheline"", ""decreases_efficacy_of"", ""bisoxatin""], [""methantheline"", ""decreases_efficacy_of"", ""carboxymethylcellulose""], [""bisoxatin"", ""indirectly_decreases_efficacy_of"", ""caroverine""], [""carboxymethylcellulose"", ""reduces_efficacy_of"", ""carvedilol""], [""carboxymethylcellulose"", ""reduces_efficacy_of"", ""dotarizine""]]",0.4308202184276645,0.3054311573505401,0.7150815725326538,0.4124789556921527,0.4124789556921527,0.9346477020553294,0.8824308274190118,0.8302139527826942,0.7779970781463763,0.7257802035100587,0.673563328873741,0.6213464542374234,0.5691295796011058,0.516912704964788,0.4646958303284704,0.4124789556921527,0.8468486305085274,0.7612654558908356,0,node_removal
125,"Ademetionine increases the activity of the hepatotoxic activities and targets two proteins: protein arginine N-methyltransferase 1 and histone-lysine N-methyltransferase. Protein arginine N-methyltransferase 1 is a gene product of PRMT1, while histone-lysine N-methyltransferase is a gene product of DOT1L, EHMT1, and EHMT2.","The compound ademetionine targets two proteins, protein arginine n-methyltransferase 1 and histone-lysine n-methyltransferase. Ademetionine also decreases the activity of the hepatotoxic activities. The protein arginine n-methyltransferase 1 is a gene product of PRMT1, while histone-lysine n-methyltransferase is a gene product of DOT1L, EHMT1, and EHMT2.","[[""Ademetionine"", ""increases_activity_of"", ""hepatotoxic_activities""], [""Ademetionine"", ""targets"", ""protein_arginine_N-methyltransferase_1""], [""Ademetionine"", ""targets"", ""histone-lysine_N-methyltransferase""], [""protein_arginine_N-methyltransferase_1"", ""gene_product_of"", ""PRMT1""], [""histone-lysine_N-methyltransferase"", ""gene_product_of"", ""DOT1L""], [""histone-lysine_N-methyltransferase"", ""gene_product_of"", ""EHMT1""], [""histone-lysine_N-methyltransferase"", ""gene_product_of"", ""EHMT2""]]","[[""Ademetionine"", ""targets"", ""protein_arginine_n-methyltransferase_1""], [""Ademetionine"", ""targets"", ""histone-lysine_n-methyltransferase""], [""Ademetionine"", ""decreases_activity_of"", ""hepatotoxic_activities""], [""protein_arginine_n-methyltransferase_1"", ""gene_product_of"", ""PRMT1""], [""histone-lysine_n-methyltransferase"", ""gene_product_of"", ""DOT1L""], [""histone-lysine_n-methyltransferase"", ""gene_product_of"", ""EHMT1""], [""histone-lysine_n-methyltransferase"", ""gene_product_of"", ""EHMT2""]]",1.0,0.9999998807907104,0.9999999403953552,1.0,1.0,0.998982680435631,0.999084412392068,0.9991861443485048,0.9992878763049416,0.9993896082613786,0.9994913402178156,0.9995930721742524,0.9996948041306892,0.9997965360871262,0.9998982680435632,1.0,0.99215338676438,0.9978327269721474,0,edge_replacement
126,"Cordycepin increases the efficacy of acenocoumarol and clorindione. Coumarin decreases the efficacy of bendroflumethiazide but increases the efficacy of sinefungin and cordycepin. Abafungin increases the efficacy of coumarin, levamlodipine, and niguldipine. Levamlodipine decreases the efficacy of nimesulide, droxicam, and acemetacin. Niguldipine decreases the efficacy of mesalazine, oxaprozin, and chlorphentermine. Bendroflumethiazide decreases the efficacy of protocatechualdehyde and tilidine, while also having a side effect of dermatitis.","Cordycepin increases the efficacy of both acenocoumarol and clorindione. Coumarin decreases the efficacy of bendroflumethiazide, while increasing the efficacy of sinefungin and cordycepin. Levamlodipine decreases the efficacy of nimesulide, droxicam, and acemetacin. Niguldipine decreases the efficacy of mesalazine, oxaprozin, and chlorphentermine. Abafungin increases the efficacy of coumarin, levamlodipine, and niguldipine. Bendroflumethiazide decreases the efficacy of protocatechualdehyde and tilidine, while also having a side effect of dermatitis.","[[""Cordycepin"", ""increases_efficacy_of"", ""acenocoumarol""], [""Cordycepin"", ""increases_efficacy_of"", ""clorindione""], [""Coumarin"", ""decreases_efficacy_of"", ""bendroflumethiazide""], [""Coumarin"", ""increases_efficacy_of"", ""sinefungin""], [""Coumarin"", ""increases_efficacy_of"", ""cordycepin""], [""Abafungin"", ""increases_efficacy_of"", ""coumarin""], [""Abafungin"", ""increases_efficacy_of"", ""levamlodipine""], [""Abafungin"", ""increases_efficacy_of"", ""niguldipine""], [""Levamlodipine"", ""decreases_efficacy_of"", ""nimesulide""], [""Levamlodipine"", ""decreases_efficacy_of"", ""droxicam""], [""Levamlodipine"", ""decreases_efficacy_of"", ""acemetacin""], [""Niguldipine"", ""decreases_efficacy_of"", ""mesalazine""], [""Niguldipine"", ""decreases_efficacy_of"", ""oxaprozin""], [""Niguldipine"", ""decreases_efficacy_of"", ""chlorphentermine""], [""Bendroflumethiazide"", ""decreases_efficacy_of"", ""protocatechualdehyde""], [""Bendroflumethiazide"", ""decreases_efficacy_of"", ""tilidine""], [""Bendroflumethiazide"", ""has_side_effect"", ""dermatitis""]]","[[""Cordycepin"", ""increases_efficacy_of"", ""acenocoumarol""], [""Cordycepin"", ""increases_efficacy_of"", ""clorindione""], [""Coumarin"", ""decreases_efficacy_of"", ""bendroflumethiazide""], [""Coumarin"", ""increases_efficacy_of"", ""sinefungin""], [""Coumarin"", ""increases_efficacy_of"", ""cordycepin""], [""Levamlodipine"", ""decreases_efficacy_of"", ""nimesulide""], [""Levamlodipine"", ""decreases_efficacy_of"", ""droxicam""], [""Levamlodipine"", ""decreases_efficacy_of"", ""acemetacin""], [""Niguldipine"", ""decreases_efficacy_of"", ""mesalazine""], [""Niguldipine"", ""decreases_efficacy_of"", ""oxaprozin""], [""Niguldipine"", ""decreases_efficacy_of"", ""chlorphentermine""], [""Abafungin"", ""increases_efficacy_of"", ""coumarin""], [""Abafungin"", ""increases_efficacy_of"", ""levamlodipine""], [""Abafungin"", ""increases_efficacy_of"", ""niguldipine""], [""Bendroflumethiazide"", ""decreases_efficacy_of"", ""protocatechualdehyde""], [""Bendroflumethiazide"", ""decreases_efficacy_of"", ""tilidine""], [""Bendroflumethiazide"", ""has_side_effect"", ""dermatitis""]]",1.0,1.0,1.0,0.7962962962962963,1.0,0.9999999099795028,0.9999999189815526,0.9999999279836024,0.999999936985652,0.9999999459877018,0.9999999549897516,0.9999999639918012,0.9999999729938508,0.9999999819959006,0.9999999909979504,1.0,1.0,0.9999999895567944,1,node_removal
127,"Beraprost decreases efficacy of prothrombin, cefsulodin, and nonacog beta pegol. Prothrombin, in turn, decreases efficacy of drotrecogin alfa and warfarin. Cefsulodin reduces the efficacy of triflusal, picosulfuric acid, and protein C. Lastly, nonacog beta pegol diminishes the efficacy of prasugrel and dalteparin.","The drug beraprost decreases the efficacy of several medications including prothrombin, cefsulodin, and nonacog beta pegol. Prothrombin, in turn, decreases the efficacy of drotrecogin alfa and warfarin. Cefsulodin also decreases the efficacy of triflusal, picosulfuric acid, and protein C. Additionally, nonacog beta pegol decreases the efficacy of prasugrel and dalteparin.","[[""Beraprost"", ""decreases_efficacy_of"", ""prothrombin""], [""Beraprost"", ""decreases_efficacy_of"", ""cefsulodin""], [""Beraprost"", ""decreases_efficacy_of"", ""nonacog_beta_pegol""], [""prothrombin"", ""decreases_efficacy_of"", ""drotrecogin_alfa""], [""prothrombin"", ""decreases_efficacy_of"", ""warfarin""], [""cefsulodin"", ""reduces_efficacy_of"", ""triflusal""], [""cefsulodin"", ""reduces_efficacy_of"", ""picosulfuric_acid""], [""cefsulodin"", ""reduces_efficacy_of"", ""protein_C""], [""nonacog_beta_pegol"", ""diminishes_efficacy_of"", ""prasugrel""], [""nonacog_beta_pegol"", ""diminishes_efficacy_of"", ""dalteparin""]]","[[""Beraprost"", ""decreases_efficacy_of"", ""prothrombin""], [""Beraprost"", ""decreases_efficacy_of"", ""cefsulodin""], [""Beraprost"", ""decreases_efficacy_of"", ""nonacog_beta_pegol""], [""prothrombin"", ""decreases_efficacy_of"", ""drotrecogin_alfa""], [""prothrombin"", ""decreases_efficacy_of"", ""warfarin""], [""cefsulodin"", ""decreases_efficacy_of"", ""triflusal""], [""cefsulodin"", ""decreases_efficacy_of"", ""picosulfuric_acid""], [""cefsulodin"", ""decreases_efficacy_of"", ""protein_C""], [""nonacog_beta_pegol"", ""decreases_efficacy_of"", ""prasugrel""], [""nonacog_beta_pegol"", ""decreases_efficacy_of"", ""dalteparin""]]",1.0,1.0,1.0,1.0,1.0,0.996501635708014,0.9968514721372124,0.9972013085664112,0.9975511449956096,0.9979009814248084,0.9982508178540068,0.9986006542832055,0.9989504907124042,0.9993003271416028,0.9996501635708014,1.0,0.9924599879797176,0.9895425978604506,1,node_removal
128,"Disopyramide increases the activity of the excretion rate and increases the efficacy of flumequine. Metoclopramide decreases the efficacy of disopyramide and remifentanil, and has the side effect of cardiac failure congestive.","Disopyramide increases the efficacy of flumequine and decreases the activity of the excretion rate. Metoclopramide decreases the efficacy of both disopyramide and remifentanil, and has a side effect of cardiac failure congestive.","[[""Disopyramide"", ""increases"", ""excretion_rate""], [""Disopyramide"", ""increases"", ""efficacy_of_flumequine""], [""Metoclopramide"", ""decreases"", ""efficacy_of_disopyramide""], [""Metoclopramide"", ""decreases"", ""efficacy_of_remifentanil""], [""Metoclopramide"", ""has_side_effect"", ""cardiac_failure_congestive""]]","[[""Disopyramide"", ""increases"", ""efficacy_of_flumequine""], [""Disopyramide"", ""decreases"", ""excretion_rate""], [""Metoclopramide"", ""decreases"", ""efficacy_of_disopyramide""], [""Metoclopramide"", ""decreases"", ""efficacy_of_remifentanil""], [""Metoclopramide"", ""has_side_effect"", ""cardiac_failure_congestive""]]",1.0,0.9999999403953552,0.9999998807907104,1.0,1.0,0.9981478536025042,0.9983330682422538,0.9985182828820034,0.998703497521753,0.9988887121615024,0.999073926801252,0.9992591414410016,0.9994443560807512,0.9996295707205008,0.9998147853602504,1.0,0.9971969407193116,0.994653745045032,0,edge_replacement
