id,paragraph_1,kg_1,paragraph_2,kg_2
73,"The Soviet Union established diplomatic relations with both Japan and Tonga, and it shares a border with Czechoslovakia. Grenada engaged in diplomatic relations with the Soviet Union and Australia, and it is also a member of Interpol. The United Kingdom has diplomatic relations with Grenada and Papua New Guinea, while being a member of the Multilateral Investment Guarantee Agency. Papua New Guinea is a member of both the International Bank for Reconstruction and Development and the Commonwealth of Nations. Australia, in turn, is a member of The Technical Cooperation Program and maintains a diplomatic relationship with Vanuatu. 

Chris Hohn, a businessperson who holds citizenship in the United Kingdom, received education at Harvard Business School.","[[""Soviet_Union"", ""diplomatic_relations_with"", ""Japan""], [""Soviet_Union"", ""diplomatic_relations_with"", ""Tonga""], [""Soviet_Union"", ""border_with"", ""Czechoslovakia""], [""Grenada"", ""diplomatic_relations_with"", ""Soviet_Union""], [""Grenada"", ""diplomatic_relations_with"", ""Australia""], [""Grenada"", ""member_of"", ""Interpol""], [""United_Kingdom"", ""diplomatic_relations_with"", ""Grenada""], [""United_Kingdom"", ""diplomatic_relations_with"", ""Papua_New_Guinea""], [""United_Kingdom"", ""member_of"", ""Multilateral_Investment_Guarantee_Agency""], [""Papua_New_Guinea"", ""member_of"", ""International_Bank_for_Reconstruction_and_Development""], [""Papua_New_Guinea"", ""member_of"", ""Commonwealth_of_Nations""], [""Australia"", ""member_of"", ""The_Technical_Cooperation_Program""], [""Australia"", ""diplomatic_relations_with"", ""Vanuatu""], [""Chris_Hohn"", ""citizen_of"", ""United_Kingdom""], [""Chris_Hohn"", ""occupation"", ""businessperson""], [""Chris_Hohn"", ""educated_at"", ""Harvard_Business_School""]]","The Soviet Union maintained diplomatic relations with Japan and Tonga, while also sharing a border with Czechoslovakia. Grenada engaged in diplomatic relations with the Soviet Union and is a member of Interpol. The United Kingdom also has diplomatic relations with Grenada and is a member of the Multilateral Investment Guarantee Agency. In the Pacific, Australia maintains diplomatic relations with Vanuatu and is a member of The Technical Cooperation Program. Papua New Guinea, on the other hand, is a member of both the International Bank for Reconstruction and Development and the Commonwealth of Nations. Meanwhile, Chris Hohn is a businessperson who was educated at Harvard Business School.","[[""Soviet_Union"", ""diplomatic_relations_with"", ""Japan""], [""Soviet_Union"", ""diplomatic_relations_with"", ""Tonga""], [""Soviet_Union"", ""border_with"", ""Czechoslovakia""], [""Grenada"", ""diplomatic_relations_with"", ""Soviet_Union""], [""Grenada"", ""member_of"", ""Interpol""], [""United_Kingdom"", ""diplomatic_relations_with"", ""Grenada""], [""United_Kingdom"", ""member_of"", ""Multilateral_Investment_Guarantee_Agency""], [""Australia"", ""diplomatic_relations_with"", ""Vanuatu""], [""Australia"", ""member_of"", ""The_Technical_Cooperation_Program""], [""Papua_New_Guinea"", ""member_of"", ""International_Bank_for_Reconstruction_and_Development""], [""Papua_New_Guinea"", ""member_of"", ""Commonwealth_of_Nations""], [""Chris_Hohn"", ""occupation"", ""businessperson""], [""Chris_Hohn"", ""educated_at"", ""Harvard_Business_School""]]"
74,"Michel Kilo is a writer from Syria, where he holds citizenship. He speaks and writes in French. Syria has established diplomatic relations with various countries, including Germany, Bangladesh, and several others. Germany, in turn, maintains diplomatic relations with Costa Rica, Lesotho, and the Maldives. Additionally, Syria is a member of the Universal Postal Union, and it also has diplomatic ties with Bangladesh, which shares its own diplomatic relations with Cuba and Gambia.","[[""Michel_Kilo"", ""citizen_of"", ""Syria""], [""Michel_Kilo"", ""speaks"", ""French""], [""Michel_Kilo"", ""writes_in"", ""French""], [""Syria"", ""diplomatic_relations_with"", ""Germany""], [""Syria"", ""diplomatic_relations_with"", ""Bangladesh""], [""Syria"", ""member_of"", ""Universal_Postal_Union""], [""Syria"", ""diplomatic_relations_with"", ""Bangladesh""], [""Germany"", ""diplomatic_relations_with"", ""Costa_Rica""], [""Germany"", ""diplomatic_relations_with"", ""Lesotho""], [""Germany"", ""diplomatic_relations_with"", ""Maldives""], [""Bangladesh"", ""diplomatic_relations_with"", ""Cuba""], [""Bangladesh"", ""diplomatic_relations_with"", ""Gambia""]]","Michel Kilo, a writer from Syria, is fluent in French and holds Syrian citizenship. Syria maintains diplomatic relations with several countries, including Germany and Bangladesh; moreover, Syria is a member of the Universal Postal Union. Germany also has diplomatic relations with Costa Rica, Lesotho, and the Maldives. In addition, Bangladesh has diplomatic relations with both Cuba and Gambia.","[[""Michel_Kilo"", ""citizen_of"", ""Syria""], [""Michel_Kilo"", ""fluent_in"", ""French""], [""Syria"", ""diplomatic_relations_with"", ""Germany""], [""Syria"", ""diplomatic_relations_with"", ""Bangladesh""], [""Syria"", ""member_of"", ""Universal_Postal_Union""], [""Germany"", ""diplomatic_relations_with"", ""Costa_Rica""], [""Germany"", ""diplomatic_relations_with"", ""Lesotho""], [""Germany"", ""diplomatic_relations_with"", ""Maldives""], [""Bangladesh"", ""diplomatic_relations_with"", ""Cuba""], [""Bangladesh"", ""diplomatic_relations_with"", ""Gambia""]]"
75,"Brazil is a member of the International Bank for Reconstruction and Development and has established diplomatic relations with Nigeria and North Korea. Additionally, South Africa maintains diplomatic relations with both the United Kingdom and Brazil, while being a member of the International Hydrographic Organization. Linda Mvusi, who is an actor and film actor, is a citizen of South Africa. North Korea also has diplomatic relations with Saudi Arabia, the State of Palestine, and Hong Kong. Furthermore, Nigeria shares diplomatic relations with the United States of America and Taiwan. The United Kingdom is a member of the Organization for Security and Co-operation in Europe, the International Development Association, and the International Telecommunication Union. Lastly, the United States of America has diplomatic relations with Ireland.","[[""Brazil"", ""member_of"", ""International_Bank_for_Reconstruction_and_Development""], [""Brazil"", ""diplomatic_relations_with"", ""Nigeria""], [""Brazil"", ""diplomatic_relations_with"", ""North_Korea""], [""South_Africa"", ""diplomatic_relations_with"", ""United_Kingdom""], [""South_Africa"", ""diplomatic_relations_with"", ""Brazil""], [""South_Africa"", ""member_of"", ""International_Hydrographic_Organization""], [""Linda_Mvusi"", ""occupation"", ""actor""], [""Linda_Mvusi"", ""occupation"", ""film_actor""], [""Linda_Mvusi"", ""citizen_of"", ""South_Africa""], [""North_Korea"", ""diplomatic_relations_with"", ""Saudi_Arabia""], [""North_Korea"", ""diplomatic_relations_with"", ""State_of_Palestine""], [""North_Korea"", ""diplomatic_relations_with"", ""Hong_Kong""], [""Nigeria"", ""diplomatic_relations_with"", ""United_States_of_America""], [""Nigeria"", ""diplomatic_relations_with"", ""Taiwan""], [""United_Kingdom"", ""member_of"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""United_Kingdom"", ""member_of"", ""International_Development_Association""], [""United_Kingdom"", ""member_of"", ""International_Telecommunication_Union""], [""United_States_of_America"", ""diplomatic_relations_with"", ""Ireland""]]","Brazil is a member of the International Bank for Reconstruction and Development and maintains diplomatic relations with Nigeria and North Korea. Similarly, Nigeria has diplomatic relations with the United States of America and Taiwan. North Korea also has diplomatic relations with Saudi Arabia, the State of Palestine, and Hong Kong. South Africa, which has diplomatic relations with both Brazil and the United Kingdom, is a member of the International Hydrographic Organization. The United Kingdom is a member of several organizations, including the Organization for Security and Co-operation in Europe, the International Development Association, and the International Telecommunication Union. Linda Mvusi is an actor and film actor who holds South African citizenship. Additionally, the United States of America has a diplomatic relationship with Ireland.","[[""Brazil"", ""member_of"", ""International_Bank_for_Reconstruction_and_Development""], [""Brazil"", ""diplomatic_relations_with"", ""Nigeria""], [""Brazil"", ""diplomatic_relations_with"", ""North_Korea""], [""Nigeria"", ""diplomatic_relations_with"", ""United_States_of_America""], [""Nigeria"", ""diplomatic_relations_with"", ""Taiwan""], [""North_Korea"", ""diplomatic_relations_with"", ""Saudi_Arabia""], [""North_Korea"", ""diplomatic_relations_with"", ""State_of_Palestine""], [""North_Korea"", ""diplomatic_relations_with"", ""Hong_Kong""], [""South_Africa"", ""diplomatic_relations_with"", ""Brazil""], [""South_Africa"", ""diplomatic_relations_with"", ""United_Kingdom""], [""South_Africa"", ""member_of"", ""International_Hydrographic_Organization""], [""Linda_Mvusi"", ""occupation"", ""actor""], [""Linda_Mvusi"", ""occupation"", ""film_actor""], [""Linda_Mvusi"", ""citizen_of"", ""South_Africa""], [""United_Kingdom"", ""member_of"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""United_Kingdom"", ""member_of"", ""International_Development_Association""], [""United_Kingdom"", ""member_of"", ""International_Telecommunication_Union""], [""United_States_of_America"", ""diplomatic_relations_with"", ""Ireland""]]"
76,"South Korea has established diplomatic relations with Austria and is also a member of UNESCO. Germany maintains diplomatic relations with South Korea, Israel, and El Salvador. El Salvador, which is part of Latin America, has diplomatic relations with Taiwan. Curt Rothenberger, a judge and a citizen of Germany, speaks and writes in German.","[[""South_Korea"", ""diplomatic_relations_with"", ""Austria""], [""South_Korea"", ""member_of"", ""UNESCO""], [""Germany"", ""diplomatic_relations_with"", ""South_Korea""], [""Germany"", ""diplomatic_relations_with"", ""Israel""], [""Germany"", ""diplomatic_relations_with"", ""El_Salvador""], [""El_Salvador"", ""diplomatic_relations_with"", ""Taiwan""], [""El_Salvador"", ""part_of"", ""Latin_America""], [""Curt_Rothenberger"", ""citizen_of"", ""Germany""], [""Curt_Rothenberger"", ""occupation"", ""judge""], [""Curt_Rothenberger"", ""speaks"", ""German""], [""Curt_Rothenberger"", ""writes_in"", ""German""]]","South Korea has established diplomatic relations with Austria and is also a member of UNESCO. Furthermore, Germany maintains diplomatic relations with South Korea, Israel, and El Salvador. El Salvador, in turn, has diplomatic ties with Taiwan and is part of Latin America. Curt Rothenberger, a judge who is a citizen of Germany, speaks, writes, or signs in German.","[[""South_Korea"", ""diplomatic_relations_with"", ""Austria""], [""South_Korea"", ""member_of"", ""UNESCO""], [""Germany"", ""diplomatic_relations_with"", ""South_Korea""], [""Germany"", ""diplomatic_relations_with"", ""Israel""], [""Germany"", ""diplomatic_relations_with"", ""El_Salvador""], [""El_Salvador"", ""diplomatic_relations_with"", ""Taiwan""], [""El_Salvador"", ""part_of"", ""Latin_America""], [""Curt_Rothenberger"", ""citizen_of"", ""Germany""], [""Curt_Rothenberger"", ""occupation"", ""judge""], [""Curt_Rothenberger"", ""speaks"", ""German""], [""Curt_Rothenberger"", ""writes_in"", ""German""], [""Curt_Rothenberger"", ""signs_in"", ""German""]]"
77,"Candas Jane Dorsey is recognized as both a novelist and an author, and she holds Canadian citizenship. Canada maintains diplomatic relations with Israel and is a member of the League of Nations. Additionally, Canada has French as one of its official languages. The United States of America shares a border with Venezuela and is a member of the International Monetary Fund. Israel has established diplomatic relations with the United States of America, Eritrea, and Sweden.","[[""Candas_Jane_Dorsey"", ""recognized_as"", ""novelist""], [""Candas_Jane_Dorsey"", ""recognized_as"", ""author""], [""Candas_Jane_Dorsey"", ""citizen_of"", ""Canada""], [""Canada"", ""diplomatic_relations_with"", ""Israel""], [""Canada"", ""member_of"", ""League_of_Nations""], [""Canada"", ""has_official_language"", ""French""], [""United_States_of_America"", ""border_with"", ""Venezuela""], [""United_States_of_America"", ""member_of"", ""International_Monetary_Fund""], [""Israel"", ""diplomatic_relations_with"", ""United_States_of_America""], [""Israel"", ""diplomatic_relations_with"", ""Eritrea""], [""Israel"", ""diplomatic_relations_with"", ""Sweden""]]","Candas Jane Dorsey is a novelist and author who holds Canadian citizenship. In the international context, Canada maintains diplomatic relations with Israel, which also has diplomatic ties with Eritrea, Sweden, and the United States of America. Furthermore, Canada is a member of the League of Nations and recognizes French as one of its official languages. The United States of America shares a border with Venezuela and is a member of the International Monetary Fund.","[[""Candas_Jane_Dorsey"", ""occupation"", ""novelist""], [""Candas_Jane_Dorsey"", ""occupation"", ""author""], [""Candas_Jane_Dorsey"", ""citizen_of"", ""Canada""], [""Canada"", ""diplomatic_relations_with"", ""Israel""], [""Canada"", ""member_of"", ""League_of_Nations""], [""Canada"", ""recognizes_official_language"", ""French""], [""United_States_of_America"", ""border_with"", ""Venezuela""], [""United_States_of_America"", ""member_of"", ""International_Monetary_Fund""], [""Israel"", ""diplomatic_relations_with"", ""Eritrea""], [""Israel"", ""diplomatic_relations_with"", ""Sweden""], [""Israel"", ""diplomatic_relations_with"", ""United_States_of_America""]]"
78,"The United States of America is a member of the Organization for Security and Co-operation in Europe and the Missile Technology Control Regime, while also maintaining diplomatic relations with Bosnia and Herzegovina. Bosnia and Herzegovina, in turn, has diplomatic relations with Slovenia and Australia, and is a member of Interpol. Additionally, Slovenia shares a border with Italy. Kai-Fu Lee, who is a citizen of the United States of America, has been employed by Silicon Graphics and Carnegie Mellon University.","[[""United_States_of_America"", ""member_of"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""United_States_of_America"", ""member_of"", ""Missile_Technology_Control_Regime""], [""United_States_of_America"", ""diplomatic_relations_with"", ""Bosnia_and_Herzegovina""], [""Bosnia_and_Herzegovina"", ""diplomatic_relations_with"", ""Slovenia""], [""Bosnia_and_Herzegovina"", ""diplomatic_relations_with"", ""Australia""], [""Bosnia_and_Herzegovina"", ""member_of"", ""Interpol""], [""Slovenia"", ""border_with"", ""Italy""], [""Kai-Fu_Lee"", ""citizen_of"", ""United_States_of_America""], [""Kai-Fu_Lee"", ""employed_by"", ""Silicon_Graphics""], [""Kai-Fu_Lee"", ""employed_by"", ""Carnegie_Mellon_University""]]","The United States of America is a member of ASEAN and the European Bank for Reconstruction and Development. Additionally, it maintains diplomatic relations with Bosnia and Herzegovina, which shares diplomatic ties with both the Kingdom of Naples and Australia. Bosnia and Herzegovina is also a member of Interpol. Kai-Fu Lee, who holds United States of America citizenship, has worked for both Silicon Graphics and Carnegie Mellon University. Furthermore, the Kingdom of Naples shares a border with Italy.","[[""United_States_of_America"", ""member_of"", ""ASEAN""], [""United_States_of_America"", ""member_of"", ""European_Bank_for_Reconstruction_and_Development""], [""United_States_of_America"", ""diplomatic_relations_with"", ""Bosnia_and_Herzegovina""], [""Bosnia_and_Herzegovina"", ""diplomatic_relations_with"", ""Kingdom_of_Naples""], [""Bosnia_and_Herzegovina"", ""diplomatic_relations_with"", ""Australia""], [""Bosnia_and_Herzegovina"", ""member_of"", ""Interpol""], [""Kingdom_of_Naples"", ""border_with"", ""Italy""], [""Kai-Fu_Lee"", ""citizen_of"", ""United_States_of_America""], [""Kai-Fu_Lee"", ""worked_for"", ""Silicon_Graphics""], [""Kai-Fu_Lee"", ""worked_for"", ""Carnegie_Mellon_University""]]"
79,"South Africa has established diplomatic relations with Iran, Malawi, and Singapore. Amir Valle is a journalist and author who holds citizenship in Cuba. The island nation of Grenada is part of the Lesser Antilles and is a member of the International Centre for Settlement of Investment Disputes. Furthermore, Cuba has diplomatic relations with both Grenada and South Africa, and is also a member of the Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean.","[[""South_Africa"", ""diplomatic_relations_with"", ""Iran""], [""South_Africa"", ""diplomatic_relations_with"", ""Malawi""], [""South_Africa"", ""diplomatic_relations_with"", ""Singapore""], [""Amir_Valle"", ""occupation"", ""journalist""], [""Amir_Valle"", ""occupation"", ""author""], [""Amir_Valle"", ""citizen_of"", ""Cuba""], [""Grenada"", ""part_of"", ""Lesser_Antilles""], [""Grenada"", ""member_of"", ""International_Centre_for_Settlement_of_Investment_Disputes""], [""Cuba"", ""diplomatic_relations_with"", ""Grenada""], [""Cuba"", ""diplomatic_relations_with"", ""South_Africa""], [""Cuba"", ""member_of"", ""Agency_for_the_Prohibition_of_Nuclear_Weapons_in_Latin_America_and_the_Caribbean""]]","South Africa maintains diplomatic relations with multiple countries, including Iran, Malawi, and Singapore. Amir Valle is an author and journalist who holds Cuban citizenship. Grenada is part of the Lesser Antilles and is a member of the International Centre for Settlement of Investment Disputes. Furthermore, Cuba and Grenada have established diplomatic relations, and Cuba is a member of the Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean. Additionally, Cuba shares diplomatic relations with South Africa.","[[""South_Africa"", ""diplomatic_relations_with"", ""Iran""], [""South_Africa"", ""diplomatic_relations_with"", ""Malawi""], [""South_Africa"", ""diplomatic_relations_with"", ""Singapore""], [""Amir_Valle"", ""occupation"", ""author""], [""Amir_Valle"", ""occupation"", ""journalist""], [""Amir_Valle"", ""citizen_of"", ""Cuba""], [""Grenada"", ""part_of"", ""Lesser_Antilles""], [""Grenada"", ""member_of"", ""International_Centre_for_Settlement_of_Investment_Disputes""], [""Cuba"", ""diplomatic_relations_with"", ""Grenada""], [""Cuba"", ""diplomatic_relations_with"", ""South_Africa""], [""Cuba"", ""member_of"", ""Agency_for_the_Prohibition_of_Nuclear_Weapons_in_Latin_America_and_the_Caribbean""]]"
80,"Magdi Allam is a writer who was educated at Sapienza University of Rome and holds Italian citizenship. Italy is a member of the Organisation for Joint Armament Cooperation and maintains diplomatic relations with countries such as Colombia and Croatia. Furthermore, Croatia enjoys diplomatic relations with Belarus, Saudi Arabia, and Chile.","[[""Magdi_Allam"", ""occupation"", ""writer""], [""Magdi_Allam"", ""educated_at"", ""Sapienza_University_of_Rome""], [""Magdi_Allam"", ""citizen_of"", ""Italy""], [""Italy"", ""member_of"", ""Organisation_for_Joint_Armament_Cooperation""], [""Italy"", ""diplomatic_relations_with"", ""Colombia""], [""Italy"", ""diplomatic_relations_with"", ""Croatia""], [""Croatia"", ""diplomatic_relations_with"", ""Belarus""], [""Croatia"", ""diplomatic_relations_with"", ""Saudi_Arabia""], [""Croatia"", ""diplomatic_relations_with"", ""Chile""]]","Magdi Allam is a writer who holds citizenship in Italy, where he is employed by Sapienza University of Rome. Italy is a member of the Organisation for Joint Armament Cooperation and maintains diplomatic relations with Colombia and Croatia. Furthermore, Croatia enjoys diplomatic relations with several countries, including Belarus, Saudi Arabia, and Chile.","[[""Magdi_Allam"", ""occupation"", ""writer""], [""Magdi_Allam"", ""citizen_of"", ""Italy""], [""Magdi_Allam"", ""employed_by"", ""Sapienza_University_of_Rome""], [""Italy"", ""member_of"", ""Organisation_for_Joint_Armament_Cooperation""], [""Italy"", ""diplomatic_relations_with"", ""Colombia""], [""Italy"", ""diplomatic_relations_with"", ""Croatia""], [""Croatia"", ""diplomatic_relations_with"", ""Belarus""], [""Croatia"", ""diplomatic_relations_with"", ""Saudi_Arabia""], [""Croatia"", ""diplomatic_relations_with"", ""Chile""]]"
81,"France maintains diplomatic relations with several countries including Russia, Argentina, and Colombia. In addition, Russia has diplomatic relations with Taiwan and is a member of the Asia-Pacific Economic Cooperation. Eli Lotar, a cinematographer from France, speaks and writes in French. Furthermore, Colombia also engages in diplomatic relations with Uruguay and Nicaragua and is considered part of Latin America.","[[""France"", ""diplomatic_relations_with"", ""Russia""], [""France"", ""diplomatic_relations_with"", ""Argentina""], [""France"", ""diplomatic_relations_with"", ""Colombia""], [""Russia"", ""diplomatic_relations_with"", ""Taiwan""], [""Russia"", ""member_of"", ""Asia-Pacific_Economic_Cooperation""], [""Eli_Lotar"", ""citizen_of"", ""France""], [""Eli_Lotar"", ""speaks"", ""French""], [""Eli_Lotar"", ""writes_in"", ""French""], [""Colombia"", ""diplomatic_relations_with"", ""Uruguay""], [""Colombia"", ""diplomatic_relations_with"", ""Nicaragua""], [""Colombia"", ""part_of"", ""Latin_America""]]","France maintains diplomatic relations with several countries, including Russia, Argentina, and Colombia. Additionally, Colombia has diplomatic relations with Nicaragua. Eli Lotar is a citizen of France, indicating his connection to this country within the broader context of international relations.","[[""France"", ""diplomatic_relations_with"", ""Russia""], [""France"", ""diplomatic_relations_with"", ""Argentina""], [""France"", ""diplomatic_relations_with"", ""Colombia""], [""Colombia"", ""diplomatic_relations_with"", ""Nicaragua""], [""Eli_Lotar"", ""citizen_of"", ""France""]]"
82,"Germany maintains diplomatic relations with Kosovo, Nauru, and Paraguay. Georg Richter is a stage actor and holds citizenship in both Norway and Germany. Norway is a member of the Arctic Council and also has diplomatic relations with Mongolia and Croatia.","[[""Germany"", ""diplomatic_relations_with"", ""Kosovo""], [""Germany"", ""diplomatic_relations_with"", ""Nauru""], [""Germany"", ""diplomatic_relations_with"", ""Paraguay""], [""Georg_Richter"", ""occupation"", ""stage_actor""], [""Georg_Richter"", ""citizen_of"", ""Norway""], [""Georg_Richter"", ""citizen_of"", ""Germany""], [""Norway"", ""member_of"", ""Arctic_Council""], [""Norway"", ""diplomatic_relations_with"", ""Mongolia""], [""Norway"", ""diplomatic_relations_with"", ""Croatia""]]","Germany maintains diplomatic relations with Kosovo, Nauru, and Paraguay. Georg Richter is a stage actor who holds citizenship in both Norway and Germany. Norway is a member of the Arctic Council and also enjoys diplomatic relations with Mongolia and Croatia.","[[""Germany"", ""diplomatic_relations_with"", ""Kosovo""], [""Germany"", ""diplomatic_relations_with"", ""Nauru""], [""Germany"", ""diplomatic_relations_with"", ""Paraguay""], [""Georg_Richter"", ""occupation"", ""stage_actor""], [""Georg_Richter"", ""citizen_of"", ""Norway""], [""Georg_Richter"", ""citizen_of"", ""Germany""], [""Norway"", ""member_of"", ""Arctic_Council""], [""Norway"", ""diplomatic_relations_with"", ""Mongolia""], [""Norway"", ""diplomatic_relations_with"", ""Croatia""]]"
83,"Taiwan maintains diplomatic relations with Senegal, Tonga, and Angola. Additionally, Spain has diplomatic relations with Taiwan and also with Italy. Spain is a member of the International Bank for Reconstruction and Development. Artur Mas, a citizen of Spain, is known to speak and write in English and is a member of the political party Democratic Convergence of Catalonia.","[[""Taiwan"", ""diplomatic_relations_with"", ""Senegal""], [""Taiwan"", ""diplomatic_relations_with"", ""Tonga""], [""Taiwan"", ""diplomatic_relations_with"", ""Angola""], [""Spain"", ""diplomatic_relations_with"", ""Taiwan""], [""Spain"", ""diplomatic_relations_with"", ""Italy""], [""Spain"", ""member_of"", ""International_Bank_for_Reconstruction_and_Development""], [""Artur_Mas"", ""citizen_of"", ""Spain""], [""Artur_Mas"", ""speaks"", ""English""], [""Artur_Mas"", ""writes_in"", ""English""], [""Artur_Mas"", ""member_of"", ""Democratic_Convergence_of_Catalonia""]]","Taiwan maintains diplomatic relations with several countries, including Senegal, Tonga, and Angola. Additionally, Spain also has diplomatic relations with Taiwan and shares diplomatic ties with Italy. Spain is a member of the International Bank for Reconstruction and Development. Artur Mas, a citizen of Spain, speaks English and is affiliated with the Democratic Convergence of Catalonia political party.","[[""Taiwan"", ""diplomatic_relations_with"", ""Senegal""], [""Taiwan"", ""diplomatic_relations_with"", ""Tonga""], [""Taiwan"", ""diplomatic_relations_with"", ""Angola""], [""Spain"", ""diplomatic_relations_with"", ""Taiwan""], [""Spain"", ""diplomatic_relations_with"", ""Italy""], [""Spain"", ""member_of"", ""International_Bank_for_Reconstruction_and_Development""], [""Artur_Mas"", ""citizen_of"", ""Spain""], [""Artur_Mas"", ""speaks"", ""English""], [""Artur_Mas"", ""affiliated_with"", ""Democratic_Convergence_of_Catalonia""]]"
84,"Malta is a member of the Group on Earth Observations. Felice Ippolito, who holds citizenship in Italy, is both a politician and a geologist. Italy maintains diplomatic relations with both Malta and Romania, and is also a member of the Asian Development Bank. Romania has diplomatic relations with France and is a member of both the International Bank for Reconstruction and Development and the Multilateral Investment Guarantee Agency.","[[""Malta"", ""member_of"", ""Group_on_Earth_Observations""], [""Felice_Ippolito"", ""citizen_of"", ""Italy""], [""Felice_Ippolito"", ""occupation"", ""politician""], [""Felice_Ippolito"", ""occupation"", ""geologist""], [""Italy"", ""diplomatic_relations_with"", ""Malta""], [""Italy"", ""diplomatic_relations_with"", ""Romania""], [""Italy"", ""member_of"", ""Asian_Development_Bank""], [""Romania"", ""diplomatic_relations_with"", ""France""], [""Romania"", ""member_of"", ""International_Bank_for_Reconstruction_and_Development""], [""Romania"", ""member_of"", ""Multilateral_Investment_Guarantee_Agency""]]","Malta is a member of the Group on Earth Observations. Felice Ippolito, a politician and geologist, holds citizenship in Italy. Italy is a member of the Asian Development Bank and has diplomatic relations with both Malta and Romania. Furthermore, Romania maintains diplomatic relations with France and is a member of the International Bank for Reconstruction and Development, as well as the Multilateral Investment Guarantee Agency.","[[""Malta"", ""member_of"", ""Group_on_Earth_Observations""], [""Felice_Ippolito"", ""citizen_of"", ""Italy""], [""Felice_Ippolito"", ""occupation"", ""politician""], [""Felice_Ippolito"", ""occupation"", ""geologist""], [""Italy"", ""member_of"", ""Asian_Development_Bank""], [""Italy"", ""diplomatic_relations_with"", ""Malta""], [""Italy"", ""diplomatic_relations_with"", ""Romania""], [""Romania"", ""diplomatic_relations_with"", ""France""], [""Romania"", ""member_of"", ""International_Bank_for_Reconstruction_and_Development""], [""Romania"", ""member_of"", ""Multilateral_Investment_Guarantee_Agency""]]"
85,"Austria has established diplomatic relations with the Czech Republic and shares a border with Czechoslovakia. Czechoslovakia, which has Prague as its capital, also shares borders with Poland and is a member of the Warsaw Pact. The Czech Republic shares a border with Upper Austria and is a member of both the International Centre for Settlement of Investment Disputes and the International Bank for Reconstruction and Development. Additionally, Austria is a member of the Nuclear Suppliers Group. Gershon Shaked, who is a literary theorist and holds Austrian citizenship, was educated at the Hebrew University of Jerusalem.","[[""Austria"", ""diplomatic_relations_with"", ""Czech_Republic""], [""Austria"", ""border_with"", ""Czechoslovakia""], [""Czechoslovakia"", ""capital"", ""Prague""], [""Czechoslovakia"", ""border_with"", ""Poland""], [""Czechoslovakia"", ""member_of"", ""Warsaw_Pact""], [""Czech_Republic"", ""border_with"", ""Upper_Austria""], [""Czech_Republic"", ""member_of"", ""International_Centre_for_Settlement_of_Investment_Disputes""], [""Czech_Republic"", ""member_of"", ""International_Bank_for_Reconstruction_and_Development""], [""Austria"", ""member_of"", ""Nuclear_Suppliers_Group""], [""Gershon_Shaked"", ""occupation"", ""literary_theorist""], [""Gershon_Shaked"", ""citizen_of"", ""Austria""], [""Gershon_Shaked"", ""educated_at"", ""Hebrew_University_of_Jerusalem""]]","Czechoslovakia shares a border with Poland, while Gershon Shaked received his education at the Hebrew University of Jerusalem.","[[""Czechoslovakia"", ""border_with"", ""Poland""], [""Gershon_Shaked"", ""educated_at"", ""Hebrew_University_of_Jerusalem""]]"
