id,paragraph_1,kg_1,paragraph_2,kg_2
10,He said the district had been waiting for the subpoenas and had always planned to comply once it received them .,"[[""Mr._Caramore"", ""said"", ""district""], [""district"", ""had_been_waiting_for"", ""subpoenas""], [""district"", ""planned_to"", ""comply""], [""comply"", ""with"", ""subpoenas""]]",Mr. Caramore said the district waited for the subpoenas and planned to cooperate with the investigation .,"[[""Mr._Caramore"", ""said"", ""district""], [""district"", ""waited_for"", ""subpoenas""], [""district"", ""planned_to"", ""cooperate""], [""cooperate"", ""with"", ""investigation""]]"
11,"In 2001 , President Bush named Kathy Gregg to the Student Loan Marketing Association board of directors .","[[""President_Bush"", ""named"", ""Kathy_Gregg""], [""Kathy_Gregg"", ""appointed_to"", ""Student_Loan_Marketing_Association_board_of_directors""], [""Student_Loan_Marketing_Association"", ""has"", ""board_of_directors""]]","In 2001 , President Bush named her to the Student Loan Marketing Association , the largest U.S. lender for students .","[[""President_Bush"", ""named"", ""Kathy_Gregg""], [""Kathy_Gregg"", ""appointed_to"", ""Student_Loan_Marketing_Association""], [""Student_Loan_Marketing_Association"", ""is"", ""largest_U.S._lender_for_students""]]"
12,"The affidavit said British customs officials stopped al-Amoudi at Heathrow Airport last month when he was attempting to travel to Damascus , Syria .","[[""al-Amoudi"", ""stopped_by"", ""British_customs_officials""], [""al-Amoudi"", ""attempting_to_travel_to"", ""Damascus""], [""al-Amoudi"", ""attempting_to_travel_from"", ""Heathrow_Airport""], [""Heathrow_Airport"", ""location"", ""British_customs_officials""], [""Damascus"", ""location"", ""Syria""]]","The affidavit says al-Amoudi was detained Aug. 16 attempting to travel from London to Damascus , Syria .","[[""al-Amoudi"", ""detained_by"", ""British_customs_officials""], [""al-Amoudi"", ""attempting_to_travel_to"", ""Damascus""], [""al-Amoudi"", ""attempting_to_travel_from"", ""London""], [""Damascus"", ""location"", ""Syria""]]"
13,"Government workers trapped in a burning downtown office tower frantically dialed 911 as they tried to make their way through smoke-filled staircases and hallways , officials said .","[[""Government_workers"", ""trapped_in"", ""burning_downtown_office_tower""], [""Government_workers"", ""dialed"", ""911""], [""Government_workers"", ""tried_to_make_way_through"", ""smoke_filled_staircases""], [""Government_workers"", ""tried_to_make_way_through"", ""smoke_filled_hallways""]]","Some people trapped in a burning high-rise building in Chicago 's Loop business district frantically dialed 911 for help in escaping the smoke-filled staircases and hallways , officials said .","[[""People"", ""trapped_in"", ""burning_high-rise_building""], [""Burning_high-rise_building"", ""located_in"", ""Chicago""], [""Burning_high-rise_building"", ""located_in"", ""Loop_business_district""], [""People"", ""dialed"", ""911""], [""People"", ""tried_to_escape"", ""smoke_filled_staircases""], [""People"", ""tried_to_escape"", ""smoke_filled_hallways""]]"
14,The exam contains four sections and tests a students knowledge of algebra and geometry as well as probability and statistics .,"[[""exam"", ""contains"", ""four_sections""], [""exam"", ""tests"", ""algebra""], [""exam"", ""tests"", ""geometry""], [""exam"", ""tests"", ""probability""], [""exam"", ""tests"", ""statistics""]]","The test , in four sections , includes algebra and geometry , along with some questions on probability and statistics .","[[""test"", ""contains"", ""four_sections""], [""test"", ""includes"", ""algebra""], [""test"", ""includes"", ""geometry""], [""test"", ""includes"", ""probability""], [""test"", ""includes"", ""statistics""]]"
15,"The specific product that is the subject of the petition , 6000 series aluminium alloy rolled plate , is used for general-purpose engineering , tooling and die applications .","[[""6000_series_aluminium_alloy_rolled_plate"", ""is_used_for"", ""general-purpose_engineering""], [""6000_series_aluminium_alloy_rolled_plate"", ""is_used_for"", ""tooling""], [""6000_series_aluminium_alloy_rolled_plate"", ""is_used_for"", ""die_applications""]]","At the center of the petition is a 6000 series aluminum alloy rolled plate that is used for general-purpose engineering , tooling and die applications .","[[""6000_series_aluminium_alloy_rolled_plate"", ""is_used_for"", ""general-purpose_engineering""], [""6000_series_aluminium_alloy_rolled_plate"", ""is_used_for"", ""tooling""], [""6000_series_aluminium_alloy_rolled_plate"", ""is_used_for"", ""die_applications""]]"
16,The mother of a Briton held by Colombian guerrillasspoke of her relief yesterday after hearing that he might be freed in the next few weeks .,"[[""Mother"", ""of"", ""Briton""], [""Briton"", ""held_by"", ""Colombian_guerrillas""], [""Briton"", ""might_be_freed"", ""next_few_weeks""]]",The parents of a Briton being held hostage by Colombian rebels spoke yesterday of their optimism that he would be freed in time for his birthday next month .,"[[""Parents"", ""of"", ""Briton""], [""Briton"", ""held_hostage_by"", ""Colombian_rebels""], [""Briton"", ""might_be_freed"", ""next_month""]]"
17,""" But I do question the motives of a deskbound president who assumes the garb of a warrior for the purposes of a speech . ""","[[""president"", ""assumes_garb_of"", ""warrior""], [""president"", ""is"", ""deskbound""], [""president"", ""gives"", ""speech""]]","Byrd , speaking from the Senate floor , said he questioned "" the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech . ""","[[""Byrd"", ""speaks_from"", ""Senate_floor""], [""Byrd"", ""questions_motives_of"", ""president""], [""president"", ""assumes_garb_of"", ""warrior""], [""president"", ""is"", ""deskbound""], [""president"", ""gives"", ""speech""]]"
18,Shares of Coke were up 6 cents at $ 44.42 in afternoon trading Wednesday on the New York Stock Exchange .,"[[""Coke"", ""traded_on"", ""New_York_Stock_Exchange""], [""Coke"", ""price_increased_by"", ""6_cents""], [""Coke"", ""price_at"", ""44.42_dollars""]]",Shares of Coke were down 26 cents to close at $ 44.10 on the New York Stock Exchange .,"[[""Coke"", ""traded_on"", ""New_York_Stock_Exchange""], [""Coke"", ""price_decreased_by"", ""26_cents""], [""Coke"", ""price_at"", ""44.10_dollars""]]"
19,"His next play , "" Will Success Spoil Rock Hunter ? "" a satire on Hollywood , lasted more than a year on Broadway .","[[""He"", ""created"", ""Will_Success_Spoil_Rock_Hunter""], [""Will_Success_Spoil_Rock_Hunter"", ""is"", ""satire_on_Hollywood""], [""Will_Success_Spoil_Rock_Hunter"", ""lasted_on"", ""Broadway""], [""Will_Success_Spoil_Rock_Hunter"", ""duration"", ""more_than_a_year""]]","His next play , Will Success Spoil Rock Hunter ? , lasted more than a year on Broadway and was also filmed by Fox .","[[""He"", ""created"", ""Will_Success_Spoil_Rock_Hunter""], [""Will_Success_Spoil_Rock_Hunter"", ""lasted_on"", ""Broadway""], [""Will_Success_Spoil_Rock_Hunter"", ""duration"", ""more_than_a_year""], [""Will_Success_Spoil_Rock_Hunter"", ""filmed_by"", ""Fox""]]"
20,They were among about 40 people attending the traditional Jewish ceremony colored by some non-traditional touches .,"[[""people"", ""attended"", ""Jewish_ceremony""], [""Jewish_ceremony"", ""had"", ""non_traditional_touches""], [""Jewish_ceremony"", ""attended_by"", ""40_people""]]",He said about 40 people attended the traditional Jewish ceremony colored by some nontraditional touches .,"[[""He"", ""said"", ""40_people_attended""], [""40_people"", ""attended"", ""Jewish_ceremony""], [""Jewish_ceremony"", ""had"", ""nontraditional_touches""]]"
21,"The bank also said its offer was subject to the agreement of Drax 's senior banks , senior bond holders and hedging banks by 30 September 2003 .","[[""bank"", ""said"", ""offer""], [""offer"", ""subject_to"", ""Drax""], [""offer"", ""subject_to"", ""senior_banks""], [""offer"", ""subject_to"", ""senior_bond_holders""], [""offer"", ""subject_to"", ""hedging_banks""], [""agreement"", ""must_be_by"", ""30_September_2003""], [""Drax"", ""has"", ""senior_banks""], [""Drax"", ""has"", ""senior_bond_holders""], [""Drax"", ""has"", ""hedging_banks""]]","The offer is also subject to Goldman signing an agreement with Drax 's senior banks , senior bond holders and hedging banks by Sept . 30 , it said .","[[""offer"", ""subject_to"", ""Goldman""], [""offer"", ""subject_to"", ""Drax""], [""offer"", ""subject_to"", ""senior_banks""], [""offer"", ""subject_to"", ""senior_bond_holders""], [""offer"", ""subject_to"", ""hedging_banks""], [""agreement"", ""must_be_signed_by"", ""Goldman""], [""agreement"", ""must_be_by"", ""30_Sept""], [""Drax"", ""has"", ""senior_banks""], [""Drax"", ""has"", ""senior_bond_holders""], [""Drax"", ""has"", ""hedging_banks""]]"
22,"The bureau report shows significant increases in uninsured rates occurred among whites , blacks , people 18 to 24 , and middle- and higher-income earners nationwide .","[[""bureau_report"", ""shows"", ""increases_in_uninsured_rates""], [""increases_in_uninsured_rates"", ""occurred_among"", ""whites""], [""increases_in_uninsured_rates"", ""occurred_among"", ""blacks""], [""increases_in_uninsured_rates"", ""occurred_among"", ""people_18_to_24""], [""increases_in_uninsured_rates"", ""occurred_among"", ""middle_and_higher_income_earners""], [""increases_in_uninsured_rates"", ""located_in"", ""nationwide""]]","Reflecting the broad scope of the recession and its aftermath , significant increases in uninsured rates occurred among whites , blacks , people 18-to-64 , and middle- and higher-income earners .","[[""recession"", ""had"", ""increases_in_uninsured_rates""], [""increases_in_uninsured_rates"", ""occurred_among"", ""whites""], [""increases_in_uninsured_rates"", ""occurred_among"", ""blacks""], [""increases_in_uninsured_rates"", ""occurred_among"", ""people_18_to_64""], [""increases_in_uninsured_rates"", ""occurred_among"", ""middle_and_higher_income_earners""]]"
23,"Actor Noah Wyle , who has played Dr. John Carter since the shows inception in 1994 , extended his contract with the show through the 2004-2005 season .","[[""Noah_Wyle"", ""plays"", ""Dr._John_Carter""], [""Dr._John_Carter"", ""played_by"", ""Noah_Wyle""], [""Noah_Wyle"", ""extended_contract_through"", ""2004-2005_season""], [""Noah_Wyle"", ""contract_extended_with"", ""the_show""]]","Noah Wyle , who has played Dr. John Carter since the series launched in 1994 , has inked a one-year extension to his deal with producer Warner Bros. TV .","[[""Noah_Wyle"", ""plays"", ""Dr._John_Carter""], [""Dr._John_Carter"", ""played_by"", ""Noah_Wyle""], [""Noah_Wyle"", ""inked_deal_extension_with"", ""Warner_Bros._TV""], [""Noah_Wyle"", ""deal_extension_length"", ""one_year""], [""Noah_Wyle"", ""started_playing_Dr._John_Carter_in"", ""1994""]]"
24,The decision to issue new guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in late July .,"[[""Britain"", ""received_intelligence_from"", ""FBI""], [""FBI"", ""provided_intelligence_in"", ""late_July""], [""FBI"", ""gave_secret_briefing_in"", ""late_July""]]",Scotland Yard 's decision to issue new guidance has been prompted by new intelligence passed to Britain by the FBI in late July .,"[[""Britain"", ""received_intelligence_from"", ""FBI""], [""FBI"", ""provided_intelligence_in"", ""late_July""]]"
25,He has also served on the president 's Homeland Security Advisory Council .,"[[""theappointee"", ""served_on"", ""Homeland_Security_Advisory_Council""]]","Last year , Bush appointed him to the Homeland Security Advisory Council .","[[""President_Bush"", ""appointed"", ""theappointee""], [""theappointee"", ""served_on"", ""Homeland_Security_Advisory_Council""]]"
26,"From July 1 , 2002 , to June 30 , 2003 , the organization said it spent $ 114.3 million but took in only $ 39.5 million .","[[""organization"", ""spent"", ""$114.3_million""], [""organization"", ""took_in"", ""$39.5_million""], [""organization"", ""operated_from"", ""July_1_2002""], [""organization"", ""operated_to"", ""June_30_2003""]]","Between July 1 , 2002 and June 30 , 2003 , the Red Cross spent $ 114 million on disaster relief , while taking in only $ 39.5 million .","[[""Red_Cross"", ""spent"", ""$114_million""], [""Red_Cross"", ""spent_on"", ""disaster_relief""], [""Red_Cross"", ""took_in"", ""$39.5_million""], [""Red_Cross"", ""operated_from"", ""July_1_2002""], [""Red_Cross"", ""operated_to"", ""June_30_2003""]]"
27,Wells Fargo and Quicken Loans couldn 't be reached for comment Wednesday afternoon .,"[[""Wells_Fargo"", ""could_not_be_reached_for_comment"", ""Wednesday_afternoon""], [""Quicken_Loans"", ""could_not_be_reached_for_comment"", ""Wednesday_afternoon""]]","Wells Fargo was not available for comment , and a Quicken Loans spokeswoman declined immediate comment .","[[""Wells_Fargo"", ""was_not_available_for_comment"", ""comment""], [""Quicken_Loans_spokeswoman"", ""declined"", ""comment""], [""Quicken_Loans"", ""has"", ""spokeswoman""]]"
28,Shaklee spokeswoman Jenifer Thompson said the company is continuing to work with authorities .,"[[""Shaklee"", ""has_spokeswoman"", ""Jenifer_Thompson""], [""Jenifer_Thompson"", ""said"", ""Shaklee""], [""Shaklee"", ""is_working_with"", ""authorities""]]",Shaklee spokeswoman Jenifer Thompson referred all calls to the FBI .,"[[""Shaklee"", ""has_spokeswoman"", ""Jenifer_Thompson""], [""Jenifer_Thompson"", ""referred_calls_to"", ""FBI""]]"
29,General Jeffrey said he would donate his military pension to charity for the period he was in office at Yarralumla .,"[[""General_Jeffrey"", ""donate_to"", ""charity""], [""General_Jeffrey"", ""was_in_office_at"", ""Yarralumla""]]",Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla .,"[[""Maj-Gen_Jeffery"", ""give_to"", ""charity""], [""Maj-Gen_Jeffery"", ""served_at"", ""Yarralumla""]]"
30,Total sales for the period declined 8.0 percent to $ 1.99 billion from a year earlier .,"[[""Total_sales"", ""declined"", ""8.0_percent""], [""Total_sales"", ""amount"", ""1.99_billion""]]",Wal-Mart said sales at stores open at least a year rose 4.6 percent from a year earlier .,"[[""Sales"", ""rose"", ""4.6_percent""], [""Wal-Mart"", ""reported"", ""sales_at_stores_open_at_least_a_year""], [""Sales_at_stores_open_at_least_a_year"", ""increased_from"", ""a_year_earlier""]]"
31,"In Toronto , police said they arrested 38 people and reported 114 incidents , mostly for looting and other thefts .","[[""Toronto_police"", ""arrested"", ""38_people""], [""Toronto_police"", ""reported"", ""114_incidents""], [""incidents"", ""were_for"", ""looting""], [""incidents"", ""were_for"", ""thefts""]]","Toronto police made 38 arrests linked to the blackout and reported 114 incidents , mostly for looting and other thefts , said Constable Mike Hayles .","[[""Toronto_police"", ""made_arrests"", ""38_people""], [""Toronto_police"", ""reported"", ""114_incidents""], [""incidents"", ""were_for"", ""looting""], [""incidents"", ""were_for"", ""thefts""], [""Constable_Mike_Hayles"", ""said"", ""arrests_and_incidents""]]"
32,"Fatalities in rollover crashes accounted for 82 percent of the increase in 2002 , NHTSA said .","[[""NHTSA"", ""said"", ""fatalities_in_rollover_crashes_accounted_for_82_percent""], [""fatalities_in_rollover_crashes"", ""accounted_for"", ""82_percent_of_increase_in_2002""]]",Alcohol-related fatalities accounted for 41 percent of the total number of deaths .,"[[""alcohol_related_fatalties"", ""accounted_for"", ""41_percent_of_total_deaths""]]"
33,"The Turkish troops also could be targets for attack , the ambassador acknowledged .","[[""Turkish_troops"", ""could_be"", ""targets_for_attack""], [""Turkish_troops"", ""acknowledged_by"", ""ambassador""]]","Turkish troops almost surely would become targets for terrorists , the ambassador said .","[[""Turkish_troops"", ""would_become"", ""targets_for_terrorists""], [""Turkish_troops"", ""said_by"", ""ambassador""]]"
34,Workers ' taxable income then is reduced by that amount .,"[[""worker"", ""has"", ""taxable_income""], [""taxable_income"", ""is_reduced_by"", ""amount""]]","The worker 's taxable income is reduced by that amount , saving money at tax time .","[[""worker"", ""has"", ""taxable_income""], [""taxable_income"", ""is_reduced_by"", ""amount""], [""reduction_in_taxable_income"", ""saves"", ""money""]]"
35,The merged company will keep the Interwoven name and be headquartered in Sunnyvale .,"[[""Merged_Company"", ""will_keep_name"", ""Interwoven""], [""Merged_Company"", ""headquartered_in"", ""Sunnyvale""]]",The new company will be named Interwoven and will be headquartered in Sunnyvale .,"[[""New_Company"", ""will_be_named"", ""Interwoven""], [""New_Company"", ""headquartered_in"", ""Sunnyvale""]]"
36,"Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants , said Pinal County Sheriff Roger Vanderpool .","[[""Smugglers"", ""in"", ""van""], [""Smugglers"", ""chased"", ""pickup""], [""Smugglers"", ""chased"", ""SUV""], [""pickup"", ""carrying"", ""smugglers""], [""pickup"", ""carrying"", ""illegal_immigrants""], [""SUV"", ""carrying"", ""smugglers""], [""SUV"", ""carrying"", ""illegal_immigrants""], [""Pinal_County_Sheriff_Roger_Vanderpool"", ""said"", ""smugglers_chased_pickup_and_SUV""]]","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants , said Pinal County Sheriff Roger Vanderpool .","[[""People"", ""in"", ""van""], [""People"", ""opened_fire_on"", ""pickup""], [""People"", ""opened_fire_on"", ""SUV""], [""pickup"", ""believed_to_be_transporting"", ""illegal_immigrants""], [""SUV"", ""believed_to_be_transporting"", ""illegal_immigrants""], [""Pinal_County_Sheriff_Roger_Vanderpool"", ""said"", ""people_opened_fire_on_pickup_and_SUV""]]"
37,"Other retailers that will be affected are Argos , part of GUS , and privately owned Littlewoods .","[[""Argos"", ""part_of"", ""GUS""], [""Argos"", ""affected"", ""retailers""], [""Littlewoods"", ""privately_owned"", ""Littlewoods""], [""Littlewoods"", ""affected"", ""retailers""]]","The other main electrical goods retailers are Argos , part of GUS , privately owned Littlewoods and PowerHouse .","[[""Argos"", ""part_of"", ""GUS""], [""Argos"", ""main_electrical_goods_retailer"", ""Argos""], [""Littlewoods"", ""privately_owned"", ""Littlewoods""], [""Littlewoods"", ""main_electrical_goods_retailer"", ""Littlewoods""], [""PowerHouse"", ""main_electrical_goods_retailer"", ""PowerHouse""]]"
38,The United States and Britain are seeking backing at the United Nations for their agenda to hand over power to Iraqis .,"[[""United_States"", ""seeking_backing_at"", ""United_Nations""], [""Britain"", ""seeking_backing_at"", ""United_Nations""], [""United_States"", ""has_agenda"", ""hand_over_power_to_Iraqis""], [""Britain"", ""has_agenda"", ""hand_over_power_to_Iraqis""], [""United_States_and_Britain"", ""want_to_hand_over_power_to"", ""Iraqis""]]","At the United Nations , the United States and Britain are seeking backing for their agenda to hand over power to Iraqis .","[[""United_States"", ""seeking_backing_at"", ""United_Nations""], [""Britain"", ""seeking_backing_at"", ""United_Nations""], [""United_States"", ""has_agenda"", ""hand_over_power_to_Iraqis""], [""Britain"", ""has_agenda"", ""hand_over_power_to_Iraqis""], [""United_States_and_Britain"", ""want_to_hand_over_power_to"", ""Iraqis""]]"
39,The company emphasized that McDonald 's USA does not import any raw beef or hamburger patties from Canada for McDonald 's use in the United States .,"[[""McDonald_s_USA"", ""does_not_import"", ""raw_beef_from_Canada""], [""McDonald_s_USA"", ""does_not_import"", ""hamburger_patties_from_Canada""], [""McDonald_s_USA"", ""uses_in"", ""United_States""]]",McDonald 's said in a statement that it does not import any raw beef or hamburger patties from Canada for use in the United States .,"[[""McDonald_s"", ""does_not_import"", ""raw_beef_from_Canada""], [""McDonald_s"", ""does_not_import"", ""hamburger_patties_from_Canada""], [""McDonald_s"", ""uses_in"", ""United_States""]]"
40,""" It seems to be following the sun , "" said Graham Cluley , senior technology consultant at antivirus vendor Sophos .","[[""Graham_Cluley"", ""said"", ""It_seems_to_be_following_the_sun""], [""Graham_Cluley"", ""is"", ""senior_technology_consultant""], [""Graham_Cluley"", ""works_at"", ""Sophos""]]",""" This is a clear attempt to pinch money , "" said Graham Cluley , senior technology consultant with U.K.-based Sophos PLC .","[[""Graham_Cluley"", ""said"", ""This_is_a_clear_attempt_to_pinch_money""], [""Graham_Cluley"", ""is"", ""senior_technology_consultant""], [""Graham_Cluley"", ""works_at"", ""Sophos_PLC""], [""Sophos_PLC"", ""is_based_in"", ""U.K.""]]"
41,""" But they never climb out of the pot of beer again . ""","[[""they"", ""climb_out_of"", ""pot_of_beer""], [""they"", ""never_climb_out_of"", ""pot_of_beer""]]","It 's just that they never climb out of the beer again . ""","[[""they"", ""climb_out_of"", ""beer""], [""they"", ""never_climb_out_of"", ""beer""]]"
42,"Progress Software plans to acquire privately held DataDirect Technologies for about $ 88 million in cash , the companies said Friday .","[[""Progress_Software"", ""plans_to_acquire"", ""DataDirect_Technologies""], [""Progress_Software"", ""will_pay"", ""88_million""], [""DataDirect_Technologies"", ""is_acquired_by"", ""Progress_Software""], [""DataDirect_Technologies"", ""is_privately_held"", ""True""]]","Progress Software Corp. is acquiring DataDirect Technologies Ltd . , a privately held supplier of data-access software , for approximately $ 88 million , the companies said Friday .","[[""Progress_Software"", ""is_acquiring"", ""DataDirect_Technologies""], [""DataDirect_Technologies"", ""is_supplier_of"", ""data_access_software""], [""Progress_Software"", ""will_pay"", ""88_million""], [""DataDirect_Technologies"", ""is_privately_held"", ""True""]]"
43,""" Our party will never be the choice of the NRA - and I am not looking to be the candidate of the NRA , "" he said .","[[""Our_party"", ""will_never_be_choice_of"", ""NRA""], [""speaker"", ""said"", ""quote""], [""speaker"", ""not_looking_to_be"", ""candidate_of_NRA""]]","Our party will never be the choice of the N.R.A. , and I 'm not looking to be the candidate of the N.R.A. , "" a reference to the National Rifle Association .","[[""Our_party"", ""will_never_be_choice_of"", ""NRA""], [""NRA"", ""is"", ""National_Rifle_Association""], [""speaker"", ""not_looking_to_be"", ""candidate_of_NRA""]]"
44,Intel plans to present a paper on its findings today at a conference in Japan .,"[[""Intel"", ""plans_to_present"", ""paper""], [""Intel"", ""will_present_at"", ""conference""], [""conference"", ""location"", ""Japan""]]",The breakthrough technology was presented by Intel scientists at a conference in Japan .,"[[""Intel_scientists"", ""presented"", ""breakthrough_technology""], [""breakthrough_technology"", ""presented_at"", ""conference""], [""conference"", ""location"", ""Japan""], [""Intel_scientists"", ""are_from"", ""Intel""]]"
45,"The market 's broader gauges also posted big gains , having climbed higher for four consecutive weeks .","[[""market"", ""posted"", ""big_gains""], [""market"", ""climbed_higher_for"", ""four_consecutive_weeks""]]","The broader market also retreated , having climbed higher for four consecutive weeks .","[[""market"", ""climbed_higher_for"", ""four_consecutive_weeks""]]"
