id,paragraph_1,kg_1,paragraph_2,kg_2
35,"It is generally accepted that Lavoisier's great accomplishments in chemistry stem largely from his changing the science from a qualitative to a quantitative one. Lavoisier is most noted for his discovery of the role oxygen plays in combustion. He recognized and named oxygen (1778) and hydrogen (1783), and opposed phlogiston theory. Lavoisier helped construct the metric system, wrote the first extensive list of elements, and helped to reform chemical nomenclature. He predicted the existence of silicon (1787) and discovered that, although matter may change its form or shape, its mass always remains the same. His wife and laboratory assistant, Marie-Anne Paulze Lavoisier, became a renowned chemist in her own right.","[[""Lavoisier"", ""made_accomplishments_in"", ""chemistry""], [""Lavoisier"", ""changed_science_from"", ""qualitative_to_quantitative""], [""Lavoisier"", ""discovered_role_of"", ""oxygen_in_combustion""], [""Lavoisier"", ""recognized_and_named"", ""oxygen""], [""Lavoisier"", ""recognized_and_named"", ""hydrogen""], [""Lavoisier"", ""opposed"", ""phlogiston_theory""], [""Lavoisier"", ""helped_construct"", ""metric_system""], [""Lavoisier"", ""wrote"", ""first_extensive_list_of_elements""], [""Lavoisier"", ""helped_reform"", ""chemical_nomenclature""], [""Lavoisier"", ""predicted_existence_of"", ""silicon""], [""Lavoisier"", ""discovered"", ""law_of_conservation_of_mass""], [""Marie-Anne_Paulze_Lavoisier"", ""was_wife_and_laboratory_assistant_of"", ""Lavoisier""], [""Marie-Anne_Paulze_Lavoisier"", ""became"", ""renowned_chemist""]]","It is generally accepted that Lavoisier's great accomplishments in chemistry stem largely from his changing the science from a qualitative to a quantitative one. Lavoisier is most noted for his discovery of the role oxygen plays in combustion. He recognized and named oxygen (1778) and hydrogen (1783), and opposed phlogiston theory. Lavoisier helped construct the metric system, wrote the first extensive list of elements, and helped to reform chemical nomenclature. He predicted the existence of silicon (1787) and discovered that, although matter may change its form or shape, its mass always remains the same. His wife and laboratory assistant, Marie-Anne Paulze Lavoisier, became a renowned chemist in her own wrong","[[""Lavoisier"", ""made_accomplishments_in"", ""chemistry""], [""Lavoisier"", ""changed_science_from"", ""qualitative_to_quantitative""], [""Lavoisier"", ""discovered_role_of"", ""oxygen_in_combustion""], [""Lavoisier"", ""recognized_and_named"", ""oxygen""], [""Lavoisier"", ""recognized_and_named"", ""hydrogen""], [""Lavoisier"", ""opposed"", ""phlogiston_theory""], [""Lavoisier"", ""helped_construct"", ""metric_system""], [""Lavoisier"", ""wrote"", ""first_extensive_list_of_elements""], [""Lavoisier"", ""helped_reform"", ""chemical_nomenclature""], [""Lavoisier"", ""predicted_existence_of"", ""silicon""], [""Lavoisier"", ""discovered"", ""law_of_conservation_of_mass""], [""Marie-Anne_Paulze_Lavoisier"", ""was_wife_and_laboratory_assistant_of"", ""Lavoisier""], [""Marie-Anne_Paulze_Lavoisier"", ""became"", ""renowned_chemist""]]"
36,"The Atari 5200 SuperSystem or simply Atari 5200 is a home video game console introduced in 1982 by Atari, Inc. as a higher-end complement for the popular Atari Video Computer System. The VCS was renamed to the Atari 2600 at the time of the 5200's launch. Created to compete with Mattel's Intellivision, the 5200 wound up a direct competitor of ColecoVision shortly after its release. While the Coleco system shipped with the first home version of Nintendo's Donkey Kong, the 5200 included the 1978 arcade game Super Breakout which had already appeared on the Atari 8-bit family and Atari VCS in 1979 and 1981 respectively.","[[""Atari_5200"", ""introduced_by"", ""Atari_Inc""], [""Atari_5200"", ""introduced_in"", ""1982""], [""Atari_5200"", ""complement_of"", ""Atari_Video_Computer_System""], [""Atari_Video_Computer_System"", ""renamed_to"", ""Atari_2600""], [""Atari_5200"", ""competitor_of"", ""Intellivision""], [""Atari_5200"", ""competitor_of"", ""ColecoVision""], [""Atari_5200"", ""included_game"", ""Super_Breakout""], [""Super_Breakout"", ""appeared_on"", ""Atari_8-bit_family""], [""Super_Breakout"", ""appeared_on"", ""Atari_VCS""], [""ColecoVision"", ""shipped_with"", ""Donkey_Kong""]]","Abdur Rahman Khan was the first child and only son of Mohammad Afzal Khan, and grandson of Dost Mohammad Khan, founder of the Barakzai dynasty. Abdur Rahman Khan re-established the writ of the Afghan government after the disarray that followed the second Anglo-Afghan war. He became known as The Iron Amir because his government was a military despotism. This despotism rested upon a well-appointed army and was administered through officials subservient to an inflexible will and controlled by a widespread system of espionage.","[[""Abdur_Rahman_Khan"", ""child_of"", ""Mohammad_Afzal_Khan""], [""Abdur_Rahman_Khan"", ""grandson_of"", ""Dost_Mohammad_Khan""], [""Dost_Mohammad_Khan"", ""founder_of"", ""Barakzai_dynasty""], [""Abdur_Rahman_Khan"", ""re-established"", ""Afghan_government""], [""Abdur_Rahman_Khan"", ""known_as"", ""The_Iron_Amir""], [""The_Iron_Amir"", ""characterized_by"", ""military_despotism""], [""Afghan_government"", ""administered_by"", ""officials""], [""Afghan_government"", ""controlled_by"", ""espionage_system""]]"
37,"The various types of ad hominem arguments have been known in the West since at least the ancient Greeks. Aristotle, in his work Sophistical Refutations, detailed the fallaciousness of putting the questioner but not the argument under scrutiny. His description was somewhat different from the modern understanding, referring to a class of sophistry that applies an ambiguously worded question about people to a specific person. The proper refutation, he wrote, is not to debate the attributes of the person (solutio ad hominem) but to address the original ambiguity. Many examples of ancient non-fallacious ad hominem arguments are preserved in the works of the Pyrrhonist philosopher Sextus Empiricus. In these arguments, the concepts and assumptions of the opponents are used as part of a dialectical strategy against them to demonstrate the unsoundness of their own arguments and assumptions. In this way, the arguments are to the person (ad hominem), but without attacking the properties of the individuals making the arguments. This kind of argument is also known as ""argument from commitment"".","[[""Aristotle"", ""described"", ""ad_hominem_arguments""], [""Aristotle"", ""wrote"", ""Sophistical_Refutations""], [""Sophistical_Refutations"", ""describes"", ""fallaciousness""], [""ad_hominem_arguments"", ""known_in"", ""West""], [""ad_hominem_arguments"", ""date_back_to"", ""ancient_Greeks""], [""Aristotle"", ""discussed"", ""solutio_ad_hominem""], [""solutio_ad_hominem"", ""refers_to"", ""debating_attributes""], [""Sextus_Empiricus"", ""preserved"", ""non_fallacious_ad_hominem_arguments""], [""non_fallacious_ad_hominem_arguments"", ""use"", ""concepts_and_assumptions""], [""non_fallacious_ad_hominem_arguments"", ""known_as"", ""argument_from_commitment""]]","The various types of ad hominem arguments have been known in the West since at least the ancient Greeks. In this way, the arguments are to the person (ad hominem), but without attacking the properties of the individuals making the arguments. The proper refutation, he wrote, is not to debate the attributes of the person (solutio ad hominem) but to address the original ambiguity. Aristotle, in his work Sophistical Refutations, detailed the fallaciousness of putting the questioner but not the argument under scrutiny. In these arguments, the concepts and assumptions of the opponents are used as part of a dialectical strategy against them to demonstrate the unsoundness of their own arguments and assumptions. Many examples of ancient non-fallacious ad hominem arguments are preserved in the works of the Pyrrhonist philosopher Sextus Empiricus. His description was somewhat different from the modern understanding, referring to a class of sophistry that applies an ambiguously worded question about people to a specific person. This kind of argument is also known as ""argument from commitment"".","[[""Aristotle"", ""described"", ""ad_hominem_arguments""], [""Aristotle"", ""wrote"", ""Sophistical_Refutations""], [""Sophistical_Refutations"", ""describes"", ""fallaciousness""], [""ad_hominem_arguments"", ""known_in"", ""West""], [""ad_hominem_arguments"", ""date_back_to"", ""ancient_Greeks""], [""Aristotle"", ""discussed"", ""solutio_ad_hominem""], [""solutio_ad_hominem"", ""refers_to"", ""debating_attributes""], [""Sextus_Empiricus"", ""preserved"", ""non_fallacious_ad_hominem_arguments""], [""non_fallacious_ad_hominem_arguments"", ""use"", ""concepts_and_assumptions""], [""non_fallacious_ad_hominem_arguments"", ""known_as"", ""argument_from_commitment""]]"
38,"André-Louis Debierne, a French chemist, announced the discovery of a new element in 1899. He separated it from pitchblende residues left by Marie and Pierre Curie after they had extracted radium. In 1899, Debierne described the substance as similar to titanium and (in 1900) as similar to thorium. Friedrich Oskar Giesel found in 1902 a substance similar to lanthanum and called it ""emanium"" in 1904. After a comparison of the substances' half-lives determined by Debierne, Harriet Brooks in 1904, and Otto Hahn and Otto Sackur in 1905, Debierne's chosen name for the new element was retained because it had seniority, despite the contradicting chemical properties he claimed for the element at different times.","[[""André-Louis_Debierne"", ""announced_discovery_of"", ""new_element""], [""André-Louis_Debierne"", ""separated_from"", ""pitchblende_residues""], [""Marie_Curie"", ""extracted"", ""radium""], [""Pierre_Curie"", ""extracted"", ""radium""], [""André-Louis_Debierne"", ""described_as"", ""titanium""], [""André-Louis_Debierne"", ""described_as"", ""thorium""], [""Friedrich_Oskar_Giesel"", ""found"", ""substance_similar_to_lanthanum""], [""Friedrich_Oskar_Giesel"", ""named"", ""emanium""], [""Debierne"", ""compared_to"", ""Harriet_Brooks""], [""Debierne"", ""compared_to"", ""Otto_Hahn""], [""Debierne"", ""compared_to"", ""Otto_Sackur""]]","Alexios V Doukas (;  – December 1204), in Latinised spelling Alexius V Ducas, was Byzantine emperor from February to April 1204, just prior to the sack of Constantinople by the participants of the Fourth Crusade. His family name was Doukas, but he was also known by the nickname Mourtzouphlos or Murtzuphlus (), referring to either bushy, overhanging eyebrows or a sullen, gloomy character. He achieved power through a palace coup, killing his predecessors in the process. Though he made vigorous attempts to defend Constantinople from the crusader army, his military efforts proved ineffective. His actions won the support of the mass of the populace, but he alienated the elite of the city. Following the fall, sack, and occupation of the city, Alexios V was blinded by his father-in-law, the ex-emperor Alexios III, and later executed by the new Latin regime. He was the last Byzantine emperor to rule in Constantinople until the Byzantine recapture of Constantinople in 1261.","[[""Alexios_V_Doukas"", ""was"", ""Byzantine_emperor""], [""Alexios_V_Doukas"", ""family_name"", ""Doukas""], [""Alexios_V_Doukas"", ""nickname"", ""Mourtzouphlos""], [""Alexios_V_Doukas"", ""achieved_power_through"", ""palace_coup""], [""Alexios_V_Doukas"", ""killed"", ""predecessors""], [""Alexios_V_Doukas"", ""defended"", ""Constantinople""], [""Alexios_V_Doukas"", ""alienated"", ""city_elite""], [""Alexios_V_Doukas"", ""supported_by"", ""populace""], [""Alexios_III"", ""blinded"", ""Alexios_V_Doukas""], [""Latin_regime"", ""executed"", ""Alexios_V_Doukas""], [""Alexios_V_Doukas"", ""father-in-law"", ""Alexios_III""], [""Alexios_V_Doukas"", ""last_emperor_before"", ""Byzantine_recapture_of_Constantinople""]]"
39,"There is no single definition of an ""aircraft carrier"", and modern navies use several variants of the type. These variants are sometimes categorized as sub-types of aircraft carriers, and sometimes as distinct types of naval aviation-capable ships. Aircraft carriers may be classified according to the type of aircraft they carry and their operational assignments. Admiral Sir Mark Stanhope, RN, former First Sea Lord (head) of the Royal Navy, has said, ""To put it simply, countries that aspire to strategic international influence have aircraft carriers."" Henry Kissinger, while United States Secretary of State, also said: ""An aircraft carrier is 100,000 tons of diplomacy.""","[[""Aircraft_Carrier"", ""has_variant"", ""Naval_Aviation_Capable_Ships""], [""Aircraft_Carrier"", ""classified_by"", ""Aircraft_Type""], [""Aircraft_Carrier"", ""classified_by"", ""Operational_Assignments""], [""Admiral_Sir_Mark_Stanhope"", ""said"", ""Countries_Need_Aircraft_Carriers_For_Influence""], [""Countries"", ""need"", ""Aircraft_Carrier""], [""Henry_Kissinger"", ""said"", ""Aircraft_Carrier_Is_Diplomacy""], [""Aircraft_Carrier"", ""is"", ""100000_Tons_Of_Diplomacy""], [""Admiral_Sir_Mark_Stanhope"", ""is"", ""Former_First_Sea_Lord""], [""Admiral_Sir_Mark_Stanhope"", ""is_part_of"", ""Royal_Navy""], [""Henry_Kissinger"", ""is"", ""Former_United_States_Secretary_Of_State""]]","There is no single definition of an ""aircraft carrier"", and modern navies use several variants of the type. Admiral Sir Mark Stanhope, RN, former First Sea Lord (head) of the Royal Navy, has said, ""To put it simply, countries that aspire to strategic international influence have aircraft carriers."" Aircraft carriers may be classified according to the type of aircraft they carry and their operational assignments. These variants are sometimes categorized as sub-types of aircraft carriers, and sometimes as distinct types of naval aviation-capable ships. Henry Kissinger, while United States Secretary of State, also said: ""An aircraft carrier is 100,000 tons of diplomacy.""","[[""Aircraft_Carrier"", ""has_variant"", ""Naval_Aviation_Capable_Ships""], [""Aircraft_Carrier"", ""classified_by"", ""Aircraft_Type""], [""Aircraft_Carrier"", ""classified_by"", ""Operational_Assignments""], [""Admiral_Sir_Mark_Stanhope"", ""said"", ""Countries_Need_Aircraft_Carriers_For_Influence""], [""Countries"", ""need"", ""Aircraft_Carrier""], [""Henry_Kissinger"", ""said"", ""Aircraft_Carrier_Is_Diplomacy""], [""Aircraft_Carrier"", ""is"", ""100000_Tons_Of_Diplomacy""], [""Admiral_Sir_Mark_Stanhope"", ""is"", ""Former_First_Sea_Lord""], [""Admiral_Sir_Mark_Stanhope"", ""is_part_of"", ""Royal_Navy""], [""Henry_Kissinger"", ""is"", ""Former_United_States_Secretary_Of_State""]]"
40,"Aston Martin Lagonda Global Holdings PLC is a British manufacturer of luxury sports cars and grand tourers. Its predecessor was founded in 1913 by Lionel Martin and Robert Bamford. Steered from 1947 by David Brown, it became associated with expensive grand touring cars in the 1950s and 1960s, and with the fictional character James Bond following his use of a DB5 model in the 1964 film Goldfinger. Their sports cars are regarded as a British cultural icon. Aston Martin has held a Royal Warrant as purveyor of motorcars to Charles III since 1982, and has over 160 car dealerships in 53 countries, making it a global automobile brand. The company is traded on the London Stock Exchange and is a constituent of the FTSE 250 Index. In 2003 it received the Queen's Award for Enterprise for outstanding contribution to international trade. The company has survived seven bankruptcies throughout its history.","[[""Aston_Martin_Lagonda_Global_Holdings_PLC"", ""is"", ""British_manufacturer""], [""Aston_Martin_Lagonda_Global_Holdings_PLC"", ""manufacturer_of"", ""luxury_sports_cars""], [""Aston_Martin_Lagonda_Global_Holdings_PLC"", ""manufacturer_of"", ""grand_tourers""], [""Lionel_Martin"", ""founded"", ""Aston_Martin""], [""Robert_Bamford"", ""co-founded_with"", ""Lionel_Martin""], [""Aston_Martin"", ""founded_in"", ""1913""], [""David_Brown"", ""steered"", ""Aston_Martin""], [""Aston_Martin"", ""associated_with"", ""expensive_grand_touring_cars""], [""Aston_Martin"", ""associated_with"", ""James_Bond""], [""James_Bond"", ""used"", ""DB5""], [""Aston_Martin"", ""held_Royal_Warrant_for"", ""Charles_III""], [""Aston_Martin"", ""has"", ""over_160_car_dealerships""], [""Aston_Martin"", ""traded_on"", ""London_Stock_Exchange""], [""Aston_Martin"", ""constituent_of"", ""FTSE_250_Index""], [""Aston_Martin"", ""received"", ""Queen\""s_Award_for_Enterprise""], [""Aston_Martin"", ""survived"", ""seven_bankruptcies""]]","Aston Martin Lagonda Global Holdings PLC is a British manufacturer of luxury sports cars and grand tourers. Their sports cars are regarded as a British cultural icon. Aston Martin has held a Royal Warrant as purveyor of motorcars to Charles III since 1982, and has over 160 car dealerships in 53 countries, making it a global automobile brand. The company is traded on the London Stock Exchange and is a constituent of the FTSE 250 Index. Its predecessor was founded in 1913 by Lionel Martin and Robert Bamford. In 2003 it received the Queen's Award for Enterprise for outstanding contribution to international trade. Steered from 1947 by David Brown, it became associated with expensive grand touring cars in the 1950s and 1960s, and with the fictional character James Bond following his use of a DB5 model in the 1964 film Goldfinger. The company has survived seven bankruptcies throughout its history.","[[""Aston_Martin_Lagonda_Global_Holdings_PLC"", ""is"", ""British_manufacturer""], [""Aston_Martin_Lagonda_Global_Holdings_PLC"", ""manufacturer_of"", ""luxury_sports_cars""], [""Aston_Martin_Lagonda_Global_Holdings_PLC"", ""manufacturer_of"", ""grand_tourers""], [""Aston_Martin"", ""regarded_as"", ""British_cultural_icon""], [""Aston_Martin"", ""held_Royal_Warrant_for"", ""Charles_III""], [""Aston_Martin"", ""has"", ""over_160_car_dealerships""], [""Aston_Martin"", ""traded_on"", ""London_Stock_Exchange""], [""Aston_Martin"", ""constituent_of"", ""FTSE_250_Index""], [""Lionel_Martin"", ""founded"", ""Aston_Martin""], [""Robert_Bamford"", ""co-founded_with"", ""Lionel_Martin""], [""Aston_Martin"", ""founded_in"", ""1913""], [""David_Brown"", ""steered"", ""Aston_Martin""], [""Aston_Martin"", ""associated_with"", ""expensive_grand_touring_cars""], [""Aston_Martin"", ""associated_with"", ""James_Bond""], [""James_Bond"", ""used"", ""DB5""], [""Aston_Martin"", ""received"", ""Queen\""s_Award_for_Enterprise""], [""Aston_Martin"", ""survived"", ""seven_bankruptcies""]]"
41,"The years of his minority featured an embittered struggle for the control of affairs between two rival parties, the one led by Walter Comyn, Earl of Menteith, the other by Alan Durward, Justiciar of Scotia. The former dominated the early years of Alexander's reign. At the marriage of Alexander to Margaret of England in 1251, Henry III of England seized the opportunity to demand homage from his son-in-law for the Scottish kingdom, but Alexander did not comply. In 1255, an interview between the English and Scottish kings at Kelso led to Menteith and his party losing to Durward's party. But though disgraced, they still retained great influence, and two years later, seizing the person of the king, they compelled their rivals to consent to the erection of a regency representative of both parties.","[[""Alexander"", ""minority_led_by"", ""Walter_Comyn""], [""Alexander"", ""minority_led_by"", ""Alan_Durward""], [""Walter_Comyn"", ""leader_of"", ""Menteith_party""], [""Alan_Durward"", ""leader_of"", ""Durward_party""], [""Walter_Comyn"", ""rival_of"", ""Alan_Durward""], [""Alexander"", ""married_to"", ""Margaret_of_England""], [""Henry_III_of_England"", ""father_in_law_of"", ""Alexander""], [""Henry_III_of_England"", ""demanded_homage_from"", ""Alexander""], [""Alexander"", ""refused_homage_to"", ""Henry_III_of_England""], [""English_kings"", ""met_at"", ""Kelso""], [""Scottish_kings"", ""met_at"", ""Kelso""], [""Menteith_party"", ""lost_to"", ""Durward_party""], [""Menteith_party"", ""retained_influence_over"", ""Alexander""], [""Menteith_party"", ""compelled"", ""Durward_party""], [""Alexander"", ""had_regency"", ""regency_representative_of_both_parties""]]","The years of his minority featured an embittered struggle for the control of affairs between two rival parties, the one led by Walter Comyn, Earl of Menteith, the other by Alan Durward, Justiciar of Scotia. In 1255, an interview between the English and Scottish kings at Kelso led to Menteith and his party losing to Durward's party. The former dominated the early years of Alexander's reign. At the marriage of Alexander to Margaret of England in 1251, Henry III of England seized the opportunity to demand homage from his son-in-law for the Scottish kingdom, but Alexander did not comply. But though disgraced, they still retained great influence, and two years later, seizing the person of the king, they compelled their rivals to consent to the erection of a regency representative of both parties.","[[""Alexander"", ""minority_led_by"", ""Walter_Comyn""], [""Alexander"", ""minority_led_by"", ""Alan_Durward""], [""Walter_Comyn"", ""leader_of"", ""Menteith_party""], [""Alan_Durward"", ""leader_of"", ""Durward_party""], [""Walter_Comyn"", ""rival_of"", ""Alan_Durward""], [""Alexander"", ""married_to"", ""Margaret_of_England""], [""Henry_III_of_England"", ""father_in_law_of"", ""Alexander""], [""Henry_III_of_England"", ""demanded_homage_from"", ""Alexander""], [""Alexander"", ""refused_homage_to"", ""Henry_III_of_England""], [""English_kings"", ""met_at"", ""Kelso""], [""Scottish_kings"", ""met_at"", ""Kelso""], [""Menteith_party"", ""lost_to"", ""Durward_party""], [""Menteith_party"", ""retained_influence_over"", ""Alexander""], [""Menteith_party"", ""compelled"", ""Durward_party""], [""Alexander"", ""had_regency"", ""regency_representative_of_both_parties""]]"
42,"Dâr is an archaic Welsh word for oaks (derwen is the singulative), and the valley was noted for its large and fine oaks as late as the 19th century. In ancient times, the river may have been associated with Daron, an ancient Celtic goddess of oak. As such, the town would share an etymology with Aberdaron and the Daron river. As with many Welsh toponyms, it is likely that the locality was known by this name long before the development of the town.","[[""Dâr"", ""means"", ""oaks""], [""Dâr"", ""is_archaic_word_for"", ""derwen""], [""valley"", ""noted_for"", ""large_and_fine_oaks""], [""valley"", ""location"", ""19th_century""], [""river"", ""associated_with"", ""Daron""], [""Daron"", ""is"", ""ancient_Celtic_goddess""], [""Dâr"", ""shares_etymology_with"", ""Aberdaron""], [""Dâr"", ""shares_etymology_with"", ""Daron_river""]]","Dâr is an archaic Welsh word for oaks (derwen is the singulative), and the valley was noted for its large and fine oaks as late as the 19th century. As such, the town would share an etymology with Aberdaron and the Daron river. In ancient times, the river may have been associated with Daron, an ancient Celtic goddess of oak. As with many Welsh toponyms, it is likely that the locality was known by this name long before the development of the town.","[[""Dâr"", ""means"", ""oaks""], [""Dâr"", ""is_archaic_word_for"", ""derwen""], [""valley"", ""noted_for"", ""large_and_fine_oaks""], [""valley"", ""location"", ""19th_century""], [""river"", ""associated_with"", ""Daron""], [""Daron"", ""is"", ""ancient_Celtic_goddess""], [""Dâr"", ""shares_etymology_with"", ""Aberdaron""], [""Dâr"", ""shares_etymology_with"", ""Daron_river""]]"
43,"Ambroise is surprisingly accurate in his chronology; though he did not complete his work before 1195, it is evidently founded upon notes which he had taken in the course of his pilgrimage.  He shows no greater political insight than we should expect from his position; but relates what he had seen and heard with a naïve vivacity which compels attention. He is by no means an impartial source: he is prejudiced against the Saracens, against the French, and against all the rivals or enemies of his master, including the Polein party which supported Conrad of Montferrat against Guy of Lusignan. He is rather to be treated as a biographer than as a historian of the Crusade in its broader aspects. Nonetheless he is an interesting primary source for the events of the years 1190–1192 in the Kingdom of Jerusalem.","[[""Ambroise"", ""completed_work_after"", ""1195""], [""Ambroise"", ""founded_work_on"", ""notes""], [""Ambroise"", ""took_notes_during"", ""pilgrimage""], [""Ambroise"", ""shows_insight_like"", ""position""], [""Ambroise"", ""relates_with"", ""naive_vivacity""], [""Ambroise"", ""prejudiced_against"", ""Saracens""], [""Ambroise"", ""prejudiced_against"", ""French""], [""Ambroise"", ""prejudiced_against"", ""Polein_party""], [""Ambroise"", ""prejudiced_against"", ""Conrad_of_Montferrat""], [""Ambroise"", ""supports"", ""Guy_of_Lusignan""], [""Ambroise"", ""is_biographer_of"", ""master""], [""Ambroise"", ""chronicled"", ""Kingdom_of_Jerusalem""], [""Ambroise"", ""chronicled_events_of"", ""1190-1192""]]","Ambroise is surprisingly accurate in his chronology; though he did not complete his work before 1195, it is evidently founded upon notes which he had taken in the course of his pilgrimage. He shows no greater political insight than we should expect from his position; but relates what he had seen and heard with a naïve vivacity which compels attention. He is by no means an impartial source: he is prejudiced against the Saracens, against the French, and against all the rivals or enemies of his master, including the Polein party which supported Conrad of Montferrat against Guy of Lusignan. He is rather to be treated as a biographer than as a historian of the Crusade in its broader aspects.","[[""Ambroise"", ""completed_work_after"", ""1195""], [""Ambroise"", ""founded_work_on"", ""notes""], [""Ambroise"", ""took_notes_during"", ""pilgrimage""], [""Ambroise"", ""shows_insight_like"", ""position""], [""Ambroise"", ""relates_with"", ""naive_vivacity""], [""Ambroise"", ""prejudiced_against"", ""Saracens""], [""Ambroise"", ""prejudiced_against"", ""French""], [""Ambroise"", ""prejudiced_against"", ""Polein_party""], [""Polein_party"", ""supported"", ""Conrad_of_Montferrat""], [""Conrad_of_Montferrat"", ""opposed_by"", ""Guy_of_Lusignan""], [""Ambroise"", ""prejudiced_against"", ""Conrad_of_Montferrat""], [""Ambroise"", ""supports"", ""Guy_of_Lusignan""], [""Ambroise"", ""is_biographer_of"", ""master""]]"
44,"Acetylene was discovered in 1836 by Edmund Davy, who identified it as a ""new carburet of hydrogen"". It was an accidental discovery while attempting to isolate potassium metal. By heating potassium carbonate with carbon at very high temperatures, he produced a residue of what is now known as potassium carbide, (K2C2), which reacted with water to release the new gas. It was rediscovered in 1860 by French chemist Marcellin Berthelot, who coined the name acétylène. Berthelot's empirical formula for acetylene (C4H2), as well as the alternative name ""quadricarbure d'hydrogène"" (hydrogen quadricarbide), were incorrect because many chemists at that time used the wrong atomic mass for carbon (6 instead of 12). Berthelot was able to prepare this gas by passing vapours of organic compounds (methanol, ethanol, etc.) through a red hot tube and collecting the effluent. He also found that acetylene was formed by sparking electricity through mixed cyanogen and hydrogen gases. Berthelot later obtained acetylene directly by passing hydrogen between the poles of a carbon arc.","[[""Acetylene"", ""discovered_by"", ""Edmund_Davy""], [""Edmund_Davy"", ""identified_as"", ""new_carburet_of_hydrogen""], [""Edmund_Davy"", ""attempted_to_isolate"", ""potassium_metal""], [""Potassium_carbonate"", ""heated_with"", ""carbon""], [""Potassium_carbonate_and_carbon"", ""produced"", ""potassium_carbide""], [""Potassium_carbide"", ""reacted_with"", ""water""], [""Potassium_carbide"", ""released"", ""acetylene""], [""Acetylene"", ""rediscovered_by"", ""Marcellin_Berthelot""], [""Marcellin_Berthelot"", ""coined_name"", ""acétylène""], [""Marcellin_Berthelot"", ""prepared"", ""acetylene""], [""Marcellin_Berthelot"", ""used"", ""organic_compounds""], [""Organic_compounds"", ""passed_through"", ""red_hot_tube""], [""Acetylene"", ""formed_by"", ""sparking_electricity""], [""Cyanogen_and_hydrogen"", ""reacted_to_form"", ""acetylene""], [""Hydrogen"", ""passed_between"", ""carbon_arc""], [""Marcellin_Berthelot"", ""obtained"", ""acetylene""]]","Acetylene was discovered in 1836 by Edmund Davy, who identified it as a ""new carburet of hydrogen"". By heating potassium carbonate with carbon at very high temperatures, he produced a residue of what is now known as potassium carbide, (K2C2), which reacted with water to release the new gas. It was an accidental discovery while attempting to isolate potassium metal. It was rediscovered in 1860 by French chemist Marcellin Berthelot, who coined the name acétylène. Berthelot's empirical formula for acetylene (C4H2), as well as the alternative name ""quadricarbure d'hydrogène"" (hydrogen quadricarbide), were incorrect because many chemists at that time used the wrong atomic mass for carbon (6 instead of 12). through a red hot tube and collecting the effluent. Berthelot was able to prepare this gas by passing vapours of organic compounds (methanol, ethanol, etc.) He also found that acetylene was formed by sparking electricity through mixed cyanogen and hydrogen gases. Berthelot later obtained acetylene directly by passing hydrogen between the poles of a carbon arc.","[[""Acetylene"", ""discovered_by"", ""Edmund_Davy""], [""Edmund_Davy"", ""identified_as"", ""new_carburet_of_hydrogen""], [""Edmund_Davy"", ""attempted_to_isolate"", ""potassium_metal""], [""Potassium_carbonate"", ""heated_with"", ""carbon""], [""Potassium_carbonate_and_carbon"", ""produced"", ""potassium_carbide""], [""Potassium_carbide"", ""reacted_with"", ""water""], [""Potassium_carbide"", ""released"", ""acetylene""], [""Acetylene"", ""rediscovered_by"", ""Marcellin_Berthelot""], [""Marcellin_Berthelot"", ""coined_name"", ""acétylène""], [""Marcellin_Berthelot"", ""prepared"", ""acetylene""], [""Marcellin_Berthelot"", ""used"", ""organic_compounds""], [""Organic_compounds"", ""passed_through"", ""red_hot_tube""], [""Acetylene"", ""formed_by"", ""sparking_electricity""], [""Cyanogen_and_hydrogen"", ""reacted_to_form"", ""acetylene""], [""Hydrogen"", ""passed_between"", ""carbon_arc""], [""Marcellin_Berthelot"", ""obtained"", ""acetylene""]]"
