id,paragraph_1,paragraph_2,kg_1,kg_2,kea_similarity,transe_similarity,rotate_similarity,wl_kernel_similarity,aa_kea_similarity,snea_bert_alpha_0.0,snea_bert_alpha_0.1,snea_bert_alpha_0.2,snea_bert_alpha_0.3,snea_bert_alpha_0.4,snea_bert_alpha_0.5,snea_bert_alpha_0.6,snea_bert_alpha_0.7,snea_bert_alpha_0.8,snea_bert_alpha_0.9,snea_bert_alpha_1.0_SNEA_alone,kea_bert_similarity,semantic_wl_similarity
10,"we don 't know if any will be sars , "" said dr. james young , ontario 's commissioner of public safety .",""" we 're being hyper-vigilant , "" said dr. james young , ontario 's commissioner of public safety .","[[""Dr._James_Young"", ""said"", ""we_dont_know_if_any_will_be_sars""], [""Dr._James_Young"", ""occupation"", ""commissioner_of_public_safety""], [""Dr._James_Young"", ""affiliated_with"", ""Ontario""]]","[[""Dr._James_Young"", ""said"", ""were_being_hyper-vigilant""], [""Dr._James_Young"", ""occupation"", ""commissioner_of_public_safety""], [""Dr._James_Young"", ""affiliated_with"", ""Ontario""]]",0.5416666666666666,0.9862385988235474,0.8826748132705688,0.5416666666666666,0.5416666666666666,0.8981033495849912,0.8624596812931588,0.8268160130013262,0.7911723447094937,0.7555286764176613,0.7198850081258289,0.6842413398339964,0.648597671542164,0.6129540032503316,0.577310334958499,0.5416666666666666,0.8476068578582304,0.8614425840807207
11,"unfortunately , others separate on the basis of accumulated hatred .",other separate unfortunately because of an accumulated resentment .,"[[""others"", ""separate_on_basis_of"", ""accumulated_hatred""], [""others"", ""separate"", ""unfortunately""]]","[[""other"", ""separate_because_of"", ""accumulated_resentment""], [""other"", ""separate"", ""unfortunately""]]",1.0,0.21902963519096375,0.3926275372505188,0.3333333333333333,1.0,0.8840303710119679,0.8956273339107711,0.9072242968095743,0.9188212597083776,0.9304182226071808,0.942015185505984,0.9536121484047871,0.9652091113035903,0.9768060742023936,0.9884030371011968,1.0,0.8634455955790181,0.8142451499023374
12,a man is playing keyboard .,a person is playing a piano .,"[[""man"", ""playing"", ""keyboard""]]","[[""person"", ""playing"", ""piano""]]",0.0,0.0,0.06134840473532677,0.0,0.0,0.6394994624310225,0.5755495161879203,0.511599569944818,0.44764962370171574,0.3836996774586135,0.31974973121551126,0.255799784972409,0.19184983872930678,0.12789989248620448,0.06394994624310224,0.0,0.6779230325276239,0.6968821118220992
13,a man is folding paper .,a woman is slicing a pepper .,"[[""man"", ""is_folding"", ""paper""]]","[[""woman"", ""is_slicing"", ""pepper""]]",0.0,0.0,0.0,0.0,0.0,0.10163251886477215,0.09146926697829494,0.08130601509181773,0.07114276320534049,0.06097951131886328,0.050816259432386074,0.040653007545908865,0.03048975565943165,0.020326503772954425,0.010163251886477213,0.0,0.20505317671127576,0.4943540903263235
14,a plane is landing .,a animated airplane is landing .,"[[""plane"", ""is_landing"", ""True""]]","[[""animated_airplane"", ""is_landing"", ""True""]]",1.0,0.8181365728378296,0.786832332611084,0.5,1.0,0.8159444226996925,0.8343499804297232,0.852755538159754,0.8711610958897846,0.8895666536198155,0.9079722113498463,0.926377769079877,0.9447833268099077,0.9631888845399386,0.9815944422699693,1.0,0.8628662855670488,0.865669589975507
15,a cat rapidly swats a kid in the head .,a cat and a boy play together .,"[[""cat"", ""swats"", ""kid""], [""kid"", ""located_in"", ""head""], [""cat"", ""acts_on"", ""head""], [""kid"", ""receives_action_from"", ""cat""]]","[[""cat"", ""plays_with"", ""boy""], [""cat"", ""interacts_with"", ""boy""], [""boy"", ""plays_with"", ""cat""]]",0.13608276348795434,0.0,0.11524123698472977,0.06804138174397717,0.13608276348795434,0.7916694995922874,0.7261108259818542,0.6605521523714207,0.5949934787609874,0.5294348051505542,0.46387613154012086,0.39831745792968754,0.33275878431925426,0.26720011070882094,0.20164143709838764,0.13608276348795434,0.6435175764807146,0.6640969081960091
16,the who experts didn 't say how many cases in hebei were in rural areas .,"hebei has reported 191 cases and eight deaths , though the who experts did not say how many were in rural areas .","[[""WHO_experts"", ""did_not_say"", ""number_of_cases_in_rural_areas""], [""Hebei"", ""location_of"", ""rural_areas""], [""cases"", ""located_in"", ""rural_areas""], [""WHO_experts"", ""commented_on"", ""Hebei""]]","[[""Hebei"", ""reported"", ""191_cases""], [""Hebei"", ""reported"", ""eight_deaths""], [""WHO_experts"", ""did_not_say"", ""number_of_cases_in_rural_areas""], [""Hebei"", ""location_of"", ""rural_areas""], [""cases"", ""located_in"", ""rural_areas""], [""WHO_experts"", ""commented_on"", ""Hebei""]]",1.0,0.6027564406394958,0.7289323210716248,0.563436169819011,1.0,0.9999999983369613,0.9999999985032652,0.9999999986695691,0.9999999988358728,0.9999999990021767,0.9999999991684807,0.9999999993347846,0.9999999995010884,0.9999999996673923,0.9999999998336961,1.0,0.9999999809265119,0.951106136274299
17,iraq 's economy was ravaged during years of u.n. sanctions over ex-president saddam hussein 's 1990 occupation of kuwait and by the u.s.-led war to oust him which ended in april .,iraq 's economy was shattered under former president saddam hussein and by the u.s.-led war to oust him which ended in april .,"[[""Iraq"", ""economy_ravaged_by"", ""U.N._sanctions""], [""U.N._sanctions"", ""imposed_during"", ""Saddam_Husseinoccupation_of_Kuwait""], [""Saddam_Hussein"", ""occupation_of"", ""Kuwait""], [""Kuwait"", ""occupation_by"", ""Saddam_Hussein""], [""Saddam_Hussein"", ""ex-president_of"", ""Iraq""], [""Iraq"", ""economy_ravaged_by"", ""U.S.-led_war""], [""U.S.-led_war"", ""ended_in"", ""April""], [""U.S.-led_war"", ""aimed_to_oust"", ""Saddam_Hussein""]]","[[""Iraq"", ""economy_shattered_by"", ""Saddam_Hussein""], [""Iraq"", ""economy_shattered_by"", ""U.S.-led_war""], [""Saddam_Hussein"", ""former_president_of"", ""Iraq""], [""U.S.-led_war"", ""ended_in"", ""April""], [""U.S.-led_war"", ""aimed_to_oust"", ""Saddam_Hussein""]]",0.30618621784789724,0.5621222257614136,0.7312595844268799,0.44095855184409843,0.4615930911724977,0.90402650013609,0.8597831592397307,0.8155398183433715,0.7712964774470124,0.7270531365506531,0.6828097956542938,0.6385664547579346,0.5943231138615754,0.5500797729652162,0.5058364320688569,0.4615930911724977,0.883430807483832,0.7946818408961908
18,let me remind you that our allies include fervent supporters of this tax .,"i would like to remind you that among our allies , there are ardent supporters of this tax .","[[""allies"", ""include"", ""fervent_supporters""], [""fervent_supporters"", ""support"", ""tax""]]","[[""allies"", ""include"", ""ardent_supporters""], [""ardent_supporters"", ""support"", ""tax""]]",1.0,0.9551228284835815,0.907931923866272,0.3888888888888889,1.0,0.9155249022140257,0.9239724119926231,0.9324199217712206,0.940867431549818,0.9493149413284154,0.9577624511070129,0.9662099608856103,0.9746574706642077,0.9831049804428051,0.9915524902214026,1.0,0.9496615041048174,0.8391705602586645
19,have unlawful sex with a prostitute,have unlawful sex with a whore .,"[[""unlawful_sex"", ""involves"", ""prostitute""]]","[[""unlawful_sex"", ""involves"", ""whore""]]",1.0,0.6761808395385742,0.8093976378440857,0.08333333333333333,1.0,0.8396180958506726,0.8556562862656053,0.8716944766805381,0.8877326670954708,0.9037708575104035,0.9198090479253362,0.9358472383402691,0.9518854287552018,0.9679236191701346,0.9839618095850673,1.0,0.8762688577203457,0.9556571395414863
20,the man sat in his chair and stared .,the little girl is putting her hair into a pony tail .,"[[""man"", ""sat_in"", ""chair""], [""man"", ""performed_action"", ""stared""]]","[[""little_girl"", ""performing_action"", ""putting_her_hair""], [""little_girl"", ""putting_hair_into"", ""pony_tail""], [""pony_tail"", ""is_style_of"", ""hair""]]",0.0,0.0,0.0,0.0,0.0,0.18590280787745134,0.1673125270897062,0.14872224630196107,0.13013196551421594,0.1115416847264708,0.09295140393872567,0.07436112315098053,0.05577084236323541,0.03718056157549026,0.01859028078774513,0.0,0.27323887729188395,0.3632626726722955
21,"the technology-laced nasdaq composite index .ixic rose 39.39 points , or 2.2 percent , to 1,826.33 , after losing more than 2 percent on tuesday .","the blue-chip dow jones industrial average .dji jumped 194.14 points , or 2.09 percent , to 9,469.20 after sinking more than 1 percent a day earlier .","[[""Nasdaq_Composite_Index"", ""rose"", ""39.39_points""], [""Nasdaq_Composite_Index"", ""increased_by_percentage"", ""2.2_percent""], [""Nasdaq_Composite_Index"", ""reached"", ""1826.33""], [""Nasdaq_Composite_Index"", ""lost"", ""more_than_2_percent""], [""Nasdaq_Composite_Index"", ""lost_on"", ""Tuesday""]]","[[""Dow_Jones_Industrial_Average"", ""jumped"", ""194.14_points""], [""Dow_Jones_Industrial_Average"", ""increased_by_percentage"", ""2.09_percent""], [""Dow_Jones_Industrial_Average"", ""reached"", ""9469.20""], [""Dow_Jones_Industrial_Average"", ""sank"", ""more_than_1_percent""], [""Dow_Jones_Industrial_Average"", ""sank_on"", ""a_day_earlier""]]",0.4844813951249544,0.0,0.08683201670646667,0.0,0.5781515884776753,0.6198265526749672,0.6156590562552381,0.6114915598355088,0.6073240634157796,0.6031565669960505,0.5989890705763212,0.5948215741565921,0.590654077736863,0.5864865813171337,0.5823190848974045,0.5781515884776753,0.619704494998005,0.6318808412188942
22,register formally as a participant,register formally as a participant or member .,"[[""participant"", ""register_formally_as"", ""entity""]]","[[""participant"", ""register_formally_as"", ""entity""], [""member"", ""register_formally_as"", ""entity""]]",1.0,0.8336507678031921,0.8377697467803955,0.2041241452319315,1.0,0.9999999991472827,0.9999999992325543,0.9999999993178261,0.9999999994030979,0.9999999994883696,0.9999999995736413,0.9999999996589131,0.9999999997441849,0.9999999998294565,0.9999999999147282,1.0,1.0,0.905484935512967
23,a woman is slicing an onion .,a man is cutting and onion .,"[[""woman"", ""slicing"", ""onion""]]","[[""man"", ""cutting"", ""onion""]]",0.5,0.0,0.4201015830039978,0.5,0.5,0.6984428903384404,0.6785986013045965,0.6587543122707523,0.6389100232369083,0.6190657342030643,0.5992214451692202,0.5793771561353762,0.5595328671015322,0.5396885780676881,0.519844289033844,0.5,0.6662955611699442,0.7893877335804755
24,"continue to live , exist , or prosper",continue to live through hardship or adversity .,"[[""TEXT_1"", ""contains"", ""phrase""], [""phrase"", ""meaning"", ""continue_to_live""], [""phrase"", ""meaning"", ""exist""], [""phrase"", ""meaning"", ""prosper""]]","[[""TEXT_2"", ""contains"", ""phrase""], [""phrase"", ""meaning"", ""continue_to_live""], [""phrase"", ""meaning"", ""live_through_hardship""], [""phrase"", ""meaning"", ""live_through_adversity""]]",0.33541019662496846,0.5382448434829712,0.7932072281837463,0.23333333333333334,0.33541019662496846,0.8681525534574438,0.8148783177741963,0.7616040820909488,0.7083298464077012,0.6550556107244536,0.6017813750412061,0.5485071393579586,0.49523290367471107,0.4419586679914635,0.388684432308216,0.33541019662496846,0.8038565791472592,0.8096941186048887
25,trading in loral was halted yesterday ; the shares closed on monday at $ 3.01 .,"the new york stock exchange suspended trading yesterday in loral , which closed at $ 3.01 friday .","[[""Loral"", ""trading_halted_on"", ""yesterday""], [""Loral"", ""shares_closed_at"", ""$3.01""], [""Loral"", ""shares_closed_on"", ""Monday""]]","[[""New_York_Stock_Exchange"", ""suspended_trading_in"", ""Loral""], [""Loral"", ""trading_suspended_on"", ""yesterday""], [""Loral"", ""shares_closed_at"", ""$3.01""], [""Loral"", ""shares_closed_on"", ""Friday""]]",0.5416666666666666,0.709284782409668,0.7679394483566284,0.4844813951249544,0.5416666666666666,0.9884810809960831,0.9437996395631415,0.8991181981301999,0.8544367566972582,0.8097553152643165,0.7650738738313749,0.7203924323984332,0.6757109909654916,0.63102954953255,0.5863481080996082,0.5416666666666666,0.9466198753396897,0.9387361107790115
26,a man is jumping rope outside .,a woman is slicing a cucumber .,"[[""man"", ""is_jumping"", ""rope""], [""man"", ""located_outside"", ""outside""], [""rope"", ""is_being_jumped"", ""man""]]",[],,,,,,,,,,,,,,,,,,
27,a man shoots a man .,a man with a pistol shoots another man .,"[[""man"", ""shoots"", ""man""]]","[[""man_with_pistol"", ""shoots"", ""another_man""], [""man_with_pistol"", ""has"", ""pistol""], [""man_with_pistol"", ""same_as"", ""man""], [""another_man"", ""same_as"", ""man""]]",0.0,0.4837864637374878,0.24012896418571472,0.08333333333333333,0.0,0.8279604451698045,0.7451644006528241,0.6623683561358437,0.5795723116188631,0.49677626710188266,0.41398022258490225,0.33118417806792183,0.2483881335509414,0.16559208903396086,0.08279604451698043,0.0,0.7875017111734552,0.6747118791314812
28,"in addition , it offered the united states and israel a way to work around mr. arafat .","when the prime minister 's position was established in the spring , it offered the united states and israel a way to work around arafat .","[[""United_States"", ""offered_way_to_work_around"", ""Mr._Arafat""], [""Israel"", ""offered_way_to_work_around"", ""Mr._Arafat""]]","[[""United_States"", ""offered_way_to_work_around"", ""Arafat""], [""Israel"", ""offered_way_to_work_around"", ""Arafat""], [""Prime_Minister"", ""position_established_in"", ""Spring""]]",1.0,0.274559885263443,0.7467697858810425,0.30123203803835463,1.0,0.9838746850438345,0.985487216539451,0.9870997480350676,0.988712279530684,0.9903248110263007,0.9919373425219172,0.9935498740175338,0.9951624055131503,0.9967749370087668,0.9983874685043834,1.0,0.9756262106283715,0.9511849747396549
29,""" and about eight to 10 seconds down , i hit .",""" i was in the water for about eight seconds .","[[""narrator"", ""experienced_event"", ""hitting_something""], [""hitting_something"", ""occurred_after"", ""8_to_10_seconds""], [""narrator"", ""fell_for"", ""8_to_10_seconds""]]","[[""narrator"", ""experienced_event"", ""being_in_water""], [""being_in_water"", ""lasted_for"", ""8_seconds""], [""narrator"", ""was_in_water_for"", ""8_seconds""]]",0.3888888888888889,0.0,0.35051995515823364,0.05555555555555555,0.3888888888888889,0.6553290572548308,0.6286850404182366,0.6020410235816425,0.5753970067450482,0.548752989908454,0.5221089730718599,0.49546495623526565,0.4688209393986715,0.44217692256207725,0.41553290572548307,0.3888888888888889,0.659024331049004,0.6900129927542866
30,cause friction ; wear away or erode,wear away or erode .,"[[""friction"", ""caused_by"", ""wear_away""], [""friction"", ""caused_by"", ""erode""]]",[],,,,,,,,,,,,,,,,,,
31,a person is frying meat in a pan .,a person is holding a skunk .,"[[""person"", ""frying"", ""meat""], [""meat"", ""located_in"", ""pan""], [""person"", ""using"", ""pan""]]","[[""person"", ""holding"", ""skunk""]]",0.06804138174397717,0.014530820772051811,0.3041456639766693,0.06804138174397717,0.06804138174397717,0.30889630155188247,0.28481080957109195,0.26072531759030143,0.23663982560951086,0.21255433362872037,0.18846884164792982,0.1643833496671393,0.14029785768634878,0.11621236570555821,0.09212687372476769,0.06804138174397717,0.36413443713671645,0.43763470770011403
32,a puppy plays with a plastic container .,the dog is playing with a plastic container .,"[[""puppy"", ""plays_with"", ""plastic_container""]]","[[""dog"", ""plays_with"", ""plastic_container""]]",1.0,0.7875003814697266,0.5709948539733887,0.5,1.0,0.9268358198919798,0.9341522379027818,0.9414686559135839,0.9487850739243859,0.9561014919351879,0.9634179099459899,0.9707343279567919,0.978050745967594,0.985367163978396,0.9926835819891979,1.0,0.9335846763558495,0.9400264000830567
33,"their contract will expire at 12 : 01 a.m. wednesday instead of 12 : 01 a.m. sunday , said rian wathen , organizing director for united food and commercial workers local 700 .",""" it has outraged the membership , "" said rian wathen , organizing director of united food and commercial workers local 700 .","[[""Rian_Wathen"", ""said"", ""their_contract_will_expire_at_12_01_a.m._wednesday""], [""their_contract"", ""will_expire_at"", ""12_01_a.m._wednesday""], [""their_contract"", ""will_not_expire_at"", ""12_01_a.m._sunday""], [""Rian_Wathen"", ""organizing_director_of"", ""United_Food_and_Commercial_Workers_Local_700""]]","[[""Rian_Wathen"", ""said"", ""it_has_outraged_the_membership""], [""it"", ""has_outraged"", ""membership""], [""Rian_Wathen"", ""organizing_director_of"", ""United_Food_and_Commercial_Workers_Local_700""]]",0.23333333333333334,0.2010757029056549,0.2882125973701477,0.21300321680756462,0.21300321680756462,0.3760083977842347,0.3597078796865677,0.34340736158890073,0.3271068434912337,0.3108063253935667,0.2945058072958997,0.2782052891982327,0.26190477110056565,0.24560425300289862,0.22930373490523162,0.21300321680756462,0.5209950509013448,0.49753353526417443
34,"the computers were reportedly located in the u.s. , canada and south korea .","the pcs are scattered across the united states , canada and south korea .","[[""computers"", ""located_in"", ""U.S.""], [""computers"", ""located_in"", ""Canada""], [""computers"", ""located_in"", ""South_Korea""]]","[[""pcs"", ""located_in"", ""United_States""], [""pcs"", ""located_in"", ""Canada""], [""pcs"", ""located_in"", ""South_Korea""]]",1.0,0.0,0.6406526565551758,0.5,1.0,0.8793447528762954,0.8914102775886659,0.9034758023010363,0.9155413270134067,0.9276068517257773,0.9396723764381477,0.9517379011505182,0.9638034258628887,0.9758689505752591,0.9879344752876296,1.0,0.9164914154465365,0.8807320657478688
35,the arrests revealed new details about the four-month investigation at selenski 's mount olivet road home .,kerkowski and fassett 's bodies were unearthed at selenski 's mount olivet road home on june 5 .,"[[""arrests"", ""revealed"", ""new_details""], [""new_details"", ""about"", ""investigation""], [""investigation"", ""located_at"", ""Selenski_mount_olivet_road_home""], [""investigation"", ""duration"", ""four_months""]]","[[""Kerkowski"", ""body_unearthed_at"", ""Selenski_mount_olivet_road_home""], [""Fassett"", ""body_unearthed_at"", ""Selenski_mount_olivet_road_home""], [""Kerkowski"", ""body_unearthed_on"", ""June_5""], [""Fassett"", ""body_unearthed_on"", ""June_5""]]",0.22360679774997896,0.0,0.14246539771556854,0.037267799624996496,0.22360679774997896,0.4411681835782186,0.41941204499539464,0.39765590641257065,0.37589976782974666,0.3541436292469227,0.3323874906640988,0.3106313520812748,0.28887521349845086,0.26711907491562686,0.24536293633280293,0.22360679774997896,0.39973856288027476,0.47943948311787576
36,a badger is digging in the dirt .,a man is moving large rocks .,"[[""badger"", ""is_digging_in"", ""dirt""]]","[[""man"", ""is_moving"", ""large_rocks""]]",0.0,0.0,0.05170116573572159,0.0,0.0,0.3069510361412124,0.27625593252709113,0.24556082891296993,0.21486572529884865,0.18417062168472742,0.1534755180706062,0.12278041445648497,0.09208531084236372,0.06139020722824246,0.03069510361412123,0.0,0.3275352733506026,0.5529014463074526
37,"mr president , the cashman report can be summarised in four words : citizens ' power over bureaucracy .","mister the president , the report cashman can summarize itself in some words : the strength of the citizens on the bureaucracy .","[[""Cashman_Report"", ""can_be_summarised_in"", ""four_words""], [""Cashman_Report"", ""summarised_as"", ""citizens_power_over_bureaucracy""], [""President"", ""received"", ""Cashman_Report""]]","[[""Report_Cashman"", ""can_summarize_itself_in"", ""some_words""], [""Report_Cashman"", ""summarised_as"", ""strength_of_citizens_on_bureaucracy""], [""President"", ""received"", ""Report_Cashman""]]",0.5416666666666666,0.07143028825521469,0.19557055830955505,0.25,0.5416666666666666,0.9492716283528899,0.9085111321842676,0.8677506360156453,0.8269901398470229,0.7862296436784006,0.7454691475097783,0.704708651341156,0.6639481551725337,0.6231876590039113,0.582427162835289,0.5416666666666666,0.8982555216302239,0.9460664071634144
38,a girl is styling her hair .,a girl is brushing her hair .,"[[""girl"", ""is_styling"", ""her_hair""]]","[[""girl"", ""is_brushing"", ""her_hair""]]",1.0,1.0,0.9999999403953552,1.0,1.0,0.7879998523396026,0.8091998671056423,0.830399881871682,0.8515998966377218,0.8727999114037616,0.8939999261698013,0.915199940935841,0.9363999557018807,0.9575999704679206,0.9787999852339603,1.0,0.8195158711205861,0.7753055884967148
39,a man is slicing a potato .,a woman is cutting a jalepeno .,"[[""man"", ""slicing"", ""potato""]]","[[""woman"", ""cutting"", ""jalepeno""]]",0.0,0.0,0.22619906067848206,0.0,0.0,0.492664169713311,0.4433977527419799,0.39413133577064885,0.3448649187993177,0.2955985018279866,0.2463320848566555,0.19706566788532442,0.14779925091399332,0.09853283394266218,0.04926641697133109,0.0,0.46976127465424444,0.5238484193844338
40,south africa has the world 's highest caseload with 4.7 million people infected with hiv or aids .,"with 4.7 million people infected with hiv or aids , south africa has the world 's highest aids caseload .","[[""South_Africa"", ""has_caseload"", ""4.7_million_people_infected_with_HIV_or_AIDS""], [""4.7_million_people_infected_with_HIV_or_AIDS"", ""infected_with"", ""HIV""], [""4.7_million_people_infected_with_HIV_or_AIDS"", ""infected_with"", ""AIDS""], [""South_Africa"", ""has"", ""world_highest_caseload""]]","[[""South_Africa"", ""has_caseload"", ""4.7_million_people_infected_with_HIV_or_AIDS""], [""4.7_million_people_infected_with_HIV_or_AIDS"", ""infected_with"", ""HIV""], [""4.7_million_people_infected_with_HIV_or_AIDS"", ""infected_with"", ""AIDS""], [""South_Africa"", ""has"", ""world_highest_AIDS_caseload""]]",0.6254627916220946,0.9147734045982361,0.9264587163925171,0.6333333333333333,0.6333333333333333,0.9853740685253999,0.9501699950061933,0.9149659214869866,0.8797618479677798,0.8445577744485733,0.8093537009293665,0.7741496274101599,0.7389455538909533,0.7037414803717467,0.6685374068525399,0.6333333333333333,0.9579651201165762,0.9983985339920016
