id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
16,"The Australian Labor Party (ALP), also simply known as Labor, is the major centre-left political party in Australia and one of two major parties in Australian politics, along with the centre-right Liberal Party of Australia. The party has been in government since being elected at the 2022 federal election, and with political branches in each state and territory, they currently form government in New South Wales, Queensland, South Australia, Victoria, Western Australia, the Australian Capital Territory, and the Northern Territory. As of 2023, Tasmania is the only state or territory where Labor forms the opposition. It is the oldest continuous political party in Australian history, being established on 8 May 1901 at Parliament House, Melbourne, the meeting place of the first federal Parliament.","The Australian Labor Party (ALP), also simply known as Labor, is the major centre-left political party in Australia and one of two major parties in Australian politics, along with the centre-right Liberal Party of Australia. As of 2023, Tasmania is the only state or territory where Labor forms the opposition. The party has been in government since being elected at the 2022 federal election, and with political branches in each state and territory, they currently form government in New South Wales, Queensland, South Australia, Victoria, Western Australia, the Australian Capital Territory, and the Northern Territory. It is the oldest continuous political party in Australian history, being established on 8 May 1901 at Parliament House, Melbourne, the meeting place of the first federal Parliament.","[[""Australian_Labor_Party"", ""is"", ""centre-left_political_party""], [""Australian_Labor_Party"", ""is_in"", ""Australia""], [""Australian_Labor_Party"", ""has_branches_in"", ""each_state_and_territory""], [""Australian_Labor_Party"", ""forms_government_in"", ""New_South_Wales""], [""Australian_Labor_Party"", ""forms_government_in"", ""Queensland""], [""Australian_Labor_Party"", ""forms_government_in"", ""South_Australia""], [""Australian_Labor_Party"", ""forms_government_in"", ""Victoria""], [""Australian_Labor_Party"", ""forms_government_in"", ""Western_Australia""], [""Australian_Labor_Party"", ""forms_government_in"", ""Australian_Capital_Territory""], [""Australian_Labor_Party"", ""forms_government_in"", ""Northern_Territory""], [""Australian_Labor_Party"", ""forms_opposition_in"", ""Tasmania""], [""Australian_Labor_Party"", ""was_established_on"", ""8_May_1901""], [""Australian_Labor_Party"", ""was_established_at"", ""Parliament_House_Melbourne""], [""Liberal_Party_of_Australia"", ""is"", ""centre-right_political_party""], [""Australian_Labor_Party"", ""is_oldest_continuous_party_in"", ""Australian_history""], [""Australian_Labor_Party"", ""elected_at"", ""2022_federal_election""]]","[[""Australian_Labor_Party"", ""is"", ""centre-left_political_party""], [""Australian_Labor_Party"", ""is_in"", ""Australia""], [""Australian_Labor_Party"", ""has_branches_in"", ""each_state_and_territory""], [""Australian_Labor_Party"", ""forms_government_in"", ""New_South_Wales""], [""Australian_Labor_Party"", ""forms_government_in"", ""Queensland""], [""Australian_Labor_Party"", ""forms_government_in"", ""South_Australia""], [""Australian_Labor_Party"", ""forms_government_in"", ""Victoria""], [""Australian_Labor_Party"", ""forms_government_in"", ""Western_Australia""], [""Australian_Labor_Party"", ""forms_government_in"", ""Australian_Capital_Territory""], [""Australian_Labor_Party"", ""forms_government_in"", ""Northern_Territory""], [""Australian_Labor_Party"", ""forms_opposition_in"", ""Tasmania""], [""Australian_Labor_Party"", ""was_established_on"", ""8_May_1901""], [""Australian_Labor_Party"", ""was_established_at"", ""Parliament_House_Melbourne""], [""Liberal_Party_of_Australia"", ""is"", ""centre-right_political_party""], [""Australian_Labor_Party"", ""is_oldest_continuous_party_in"", ""Australian_history""], [""Australian_Labor_Party"", ""elected_at"", ""2022_federal_election""]]",1.0
17,"Amalric or Amaury I (; ; 113611 July 1174) was King of Jerusalem from 1163, and Count of Jaffa and Ascalon before his accession. He was the second son of Melisende and Fulk of Jerusalem, and succeeded his older brother Baldwin III. During his reign, Jerusalem became more closely allied with the Byzantine Empire, and the two states launched an unsuccessful invasion of Egypt. He was the father of three future rulers of Jerusalem, Sibylla, Baldwin IV, and Isabella I.","Le Pen lost by an overwhelming margin in the runoff, 82.2% to 17.8%, a sign that the true top two candidates had not been found. In the approval voting survey primary, Chirac took first place with 36.7%, compared to Jospin at 32.9%. Le Pen, in that study, received 25.1% and so would not have made the cut to the second round. In the real primary election, the top three were Chirac, 19.9%, Le Pen, 16.9%, and Jospin, 16.2%. A study of various ""evaluative voting"" methods (Approval and score voting) during the 2012 French presidential election showed that ""unifying"" candidates tended to do better, and polarizing candidates did worse, as compared to under plurality voting.","[[""Amalric"", ""was"", ""King_of_Jerusalem""], [""Amalric"", ""was"", ""Count_of_Jaffa""], [""Amalric"", ""was"", ""Count_of_Ascalon""], [""Amalric"", ""succeeded"", ""Baldwin_III""], [""Amalric"", ""father_of"", ""Sibylla""], [""Amalric"", ""father_of"", ""Baldwin_IV""], [""Amalric"", ""father_of"", ""Isabella_I""], [""Amalric"", ""son_of"", ""Melisende""], [""Amalric"", ""son_of"", ""Fulk_of_Jerusalem""], [""Jerusalem"", ""allied_with"", ""Byzantine_Empire""], [""Jerusalem"", ""launched_invasion_of"", ""Egypt""]]","[[""Le_Pen"", ""lost_to"", ""runoff""], [""Le_Pen"", ""received_percentage"", ""17.8""], [""Chirac"", ""received_percentage"", ""36.7""], [""Jospin"", ""received_percentage"", ""32.9""], [""Le_Pen"", ""received_percentage"", ""25.1""], [""Chirac"", ""received_percentage_in_primary"", ""19.9""], [""Le_Pen"", ""received_percentage_in_primary"", ""16.9""], [""Jospin"", ""received_percentage_in_primary"", ""16.2""], [""Chirac"", ""competed_in"", ""French_presidential_election""], [""Le_Pen"", ""competed_in"", ""French_presidential_election""], [""Jospin"", ""competed_in"", ""French_presidential_election""]]",0.11130820056722152
18,"Apatosaurus (; meaning ""deceptive lizard"") is a genus of herbivorous sauropod dinosaur that lived in North America during the Late Jurassic period. Othniel Charles Marsh described and named the first-known species, A. ajax, in 1877, and a second species, A. louisae, was discovered and named by William H. Holland in 1916. Apatosaurus lived about 152 to 151 million years ago (mya), during the late Kimmeridgian to early Tithonian age, and are now known from fossils in the Morrison Formation of modern-day Colorado, Oklahoma, New Mexico, Wyoming, and Utah in the United States. Apatosaurus had an average length of , and an average mass of . A few specimens indicate a maximum length of 11–30% greater than average and a mass of approximately .","Apatosaurus (; meaning ""deceptive lizard"") is a genus of herbivorous sauropod dinosaur that lived in North America during the Late Jurassic period. Othniel Charles Marsh described and named the first-known species, A. ajax, in 1877, and a second species, A. louisae, was discovered and named by William H. Holland in 1916. Apatosaurus had an average length of , and an average mass of . A few specimens indicate a maximum length of 11–30% greater than average and a mass of approximately .","[[""Apatosaurus"", ""meaning"", ""deceptive_lizard""], [""Apatosaurus"", ""is"", ""genus_of_herbivorous_sauropod_dinosaur""], [""Apatosaurus"", ""lived_in"", ""North_America""], [""Apatosaurus"", ""lived_during"", ""Late_Jurassic_period""], [""Othniel_Charles_Marsh"", ""described_and_named"", ""A._ajax""], [""A._ajax"", ""discovered_in"", ""1877""], [""William_H._Holland"", ""discovered_and_named"", ""A._louisae""], [""A._louisae"", ""discovered_in"", ""1916""], [""Apatosaurus"", ""lived"", ""152_to_151_million_years_ago""], [""Apatosaurus"", ""found_in"", ""Morrison_Formation""], [""Morrison_Formation"", ""location"", ""Colorado""], [""Morrison_Formation"", ""location"", ""Oklahoma""], [""Morrison_Formation"", ""location"", ""New_Mexico""], [""Morrison_Formation"", ""location"", ""Wyoming""], [""Morrison_Formation"", ""location"", ""Utah""], [""Morrison_Formation"", ""location"", ""United_States""], [""Apatosaurus"", ""had_average_length"", ""average_length""], [""Apatosaurus"", ""had_average_mass"", ""average_mass""]]","[[""Apatosaurus"", ""meaning"", ""deceptive_lizard""], [""Apatosaurus"", ""is"", ""genus_of_herbivorous_sauropod_dinosaur""], [""Apatosaurus"", ""lived_in"", ""North_America""], [""Apatosaurus"", ""lived_during"", ""Late_Jurassic_period""], [""Othniel_Charles_Marsh"", ""described_and_named"", ""A._ajax""], [""A._ajax"", ""discovered_in"", ""1877""], [""William_H._Holland"", ""discovered_and_named"", ""A._louisae""], [""A._louisae"", ""discovered_in"", ""1916""], [""Apatosaurus"", ""had_average_length"", ""average_length""], [""Apatosaurus"", ""had_average_mass"", ""average_mass""]]",0.8099356375589802
19,"Clinton was born and raised in Arkansas. He graduated from Georgetown University and later from Yale Law School, where he met his future wife, Hillary Rodham. After graduating from law school, Clinton returned to Arkansas and won election as state attorney general, followed by two non-consecutive tenures as Arkansas governor. As governor, he overhauled the state's education system and served as chairman of the National Governors Association. Clinton was elected president in the 1992 election, defeating incumbent Republican president George H. W. Bush and independent businessman Ross Perot. He became the first president to be born in the Baby Boomer generation.","Clinton was born and raised in Arkansas. He graduated from Georgetown University and later from Yale Law School, where he diverge his future wife, Hillary Rodham. After graduating from law school, Clinton returned to Arkansas and won election as state attorney general, followed by two non-consecutive tenures as Arkansas governor. As governor, he overhauled the state's education system and served as chairman of the National Governors Association. Clinton was elected president in the 1992 election, defeating incumbent Republican president George H. W. Bush and independent businessman Ross Perot. He became the first president to be born in the Baby Boomer generation.","[[""Bill_Clinton"", ""born_in"", ""Arkansas""], [""Bill_Clinton"", ""raised_in"", ""Arkansas""], [""Bill_Clinton"", ""graduated_from"", ""Georgetown_University""], [""Bill_Clinton"", ""graduated_from"", ""Yale_Law_School""], [""Bill_Clinton"", ""met"", ""Hillary_Rodham""], [""Bill_Clinton"", ""married_to"", ""Hillary_Rodham""], [""Bill_Clinton"", ""elected_as"", ""state_attorney_general""], [""Bill_Clinton"", ""served_as"", ""Arkansas_governor""], [""Bill_Clinton"", ""overhauled"", ""Arkansas_education_system""], [""Bill_Clinton"", ""served_as"", ""chairman_of_National_Governors_Association""], [""Bill_Clinton"", ""defeated_in_election"", ""George_H._W._Bush""], [""Bill_Clinton"", ""defeated_in_election"", ""Ross_Perot""], [""Bill_Clinton"", ""elected_as"", ""president""], [""Bill_Clinton"", ""born_in_generation"", ""Baby_Boomer""]]","[[""Bill_Clinton"", ""born_in"", ""Arkansas""], [""Bill_Clinton"", ""raised_in"", ""Arkansas""], [""Bill_Clinton"", ""graduated_from"", ""Georgetown_University""], [""Bill_Clinton"", ""graduated_from"", ""Yale_Law_School""], [""Bill_Clinton"", ""met"", ""Hillary_Rodham""], [""Bill_Clinton"", ""elected_as"", ""state_attorney_general""], [""Bill_Clinton"", ""served_as"", ""Arkansas_governor""], [""Bill_Clinton"", ""overhauled"", ""Arkansas_education_system""], [""Bill_Clinton"", ""served_as"", ""chairman_of_National_Governors_Association""], [""Bill_Clinton"", ""defeated_in_election"", ""George_H._W._Bush""], [""Bill_Clinton"", ""defeated_in_election"", ""Ross_Perot""], [""Bill_Clinton"", ""elected_as"", ""president""], [""Bill_Clinton"", ""born_in_generation"", ""Baby_Boomer""]]",0.9988007110118124
20,"Alfonso was the son of Raymond IV of Toulouse by his third wife, Elvira of Castile. He was born in the castle of Mont Pèlerin in Tripoli while his father was on the First Crusade. He was given the name ""Jourdain"" after being baptised in the Jordan River. Alfonso's father died when he was two years old and he remained under the guardianship of his cousin, William Jordan, Count of Cerdagne, until he was five. He was then taken to Europe, where his half-brother Bertrand had given him the county of Rouergue. Upon Bertrand's death in 1112, Alfonso succeeded to the county of Toulouse and marquisate of Provence.","Alfonso was the son of Raymond IV of Toulouse by his third wife, Elvira of Castile. He was born in the castle of Mont Pèlerin in Tripoli while his father was on the First Crusade. He was given the name ""Jourdain"" after being baptised in the Jordan River. Alfonso's father died when he was two years old and he remained under the guardianship of his cousin, William Jordan, Count of Cerdagne, until he was five. Upon Bertrand's death in 1112, Alfonso succeeded to the county of Toulouse and marquisate of Provence.","[[""Alfonso"", ""son_of"", ""Raymond_IV_of_Toulouse""], [""Alfonso"", ""son_of"", ""Elvira_of_Castile""], [""Alfonso"", ""born_in"", ""Mont_Pèlerin""], [""Mont_Pèlerin"", ""location"", ""Tripoli""], [""Alfonso"", ""baptised_in"", ""Jordan_River""], [""Alfonso"", ""given_name"", ""Jourdain""], [""Raymond_IV_of_Toulouse"", ""died_when_Alfonso_was"", ""two_years_old""], [""Alfonso"", ""under_guardianship_of"", ""William_Jordan""], [""William_Jordan"", ""Count_of"", ""Cerdagne""], [""Alfonso"", ""given_county_by"", ""Bertrand""], [""Alfonso"", ""given"", ""Rouergue""], [""Bertrand"", ""died_in"", ""1112""], [""Alfonso"", ""succeeded_to"", ""Toulouse""], [""Alfonso"", ""succeeded_to"", ""Provence""]]","[[""Alfonso"", ""son_of"", ""Raymond_IV_of_Toulouse""], [""Alfonso"", ""son_of"", ""Elvira_of_Castile""], [""Alfonso"", ""born_in"", ""Mont_Pèlerin""], [""Mont_Pèlerin"", ""location"", ""Tripoli""], [""Alfonso"", ""baptised_in"", ""Jordan_River""], [""Alfonso"", ""given_name"", ""Jourdain""], [""Raymond_IV_of_Toulouse"", ""died_when_Alfonso_was"", ""two_years_old""], [""Alfonso"", ""under_guardianship_of"", ""William_Jordan""], [""William_Jordan"", ""Count_of"", ""Cerdagne""], [""Bertrand"", ""died_in"", ""1112""], [""Alfonso"", ""succeeded_to"", ""Toulouse""], [""Alfonso"", ""succeeded_to"", ""Provence""]]",0.9505607854208007
21,"The prefix AD and the suffixes CE, BC or BCE (Common Era, Before Christ or Before Common Era) are dropped. The year 1 BC/BCE is numbered 0, the year 2 BC is numbered −1, and in general the year n BC/BCE is numbered ""−(n − 1)"" (a negative number equal to 1 − n). The numbers of AD/CE years are not changed and are written with either no sign or a positive sign; thus in general n AD/CE is simply n or +n. For normal calculation a number zero is often needed, here most notably when calculating the number of years in a period that spans the epoch; the end years need only be subtracted from each other.","The prefix AD and the suffixes CE, BC or BCE (Common Era, Before Christ or Before Common Era) are dropped. The numbers of AD/CE years are not changed and are written with either no sign or a positive sign; thus in general n AD/CE is simply n or +n. The year 1 BC/BCE is numbered 0, the year 2 BC is numbered −1, and in general the year n BC/BCE is numbered ""−(n − 1)"" (a negative number equal to 1 − n). For normal calculation a number zero is often needed, here most notably when calculating the number of years in a period that spans the epoch; the end years need only be subtracted from each other.","[[""AD"", ""dropped"", ""prefix""], [""CE"", ""dropped"", ""suffix""], [""BC"", ""dropped"", ""suffix""], [""BCE"", ""dropped"", ""suffix""], [""BCE"", ""means"", ""Before_Common_Era""], [""BC"", ""means"", ""Before_Christ""], [""CE"", ""means"", ""Common_Era""], [""year_1_BC/BCE"", ""numbered"", ""0""], [""year_2_BC"", ""numbered"", ""-1""], [""year_n_BC/BCE"", ""numbered"", ""-(n-1)""], [""AD/CE_years"", ""written_with"", ""no_sign""], [""AD/CE_years"", ""written_with"", ""positive_sign""], [""number_zero"", ""needed_for"", ""normal_calculation""]]","[[""AD"", ""dropped"", ""prefix""], [""CE"", ""dropped"", ""suffix""], [""BC"", ""dropped"", ""suffix""], [""BCE"", ""dropped"", ""suffix""], [""BCE"", ""means"", ""Before_Common_Era""], [""BC"", ""means"", ""Before_Christ""], [""CE"", ""means"", ""Common_Era""], [""year_1_BC/BCE"", ""numbered"", ""0""], [""year_2_BC"", ""numbered"", ""-1""], [""year_n_BC/BCE"", ""numbered"", ""-(n-1)""], [""AD/CE_years"", ""written_with"", ""no_sign""], [""AD/CE_years"", ""written_with"", ""positive_sign""], [""number_zero"", ""needed_for"", ""normal_calculation""]]",0.9999999991055606
22,"In computer science, an AVL tree (named after inventors Adelson-Velsky and Landis) is a self-balancing binary search tree. In an AVL tree, the heights of the two child subtrees of any node differ by at most one; if at any time they differ by more than one, rebalancing is done to restore this property. Lookup, insertion, and deletion all take  time in both the average and worst cases, where  is the number of nodes in the tree prior to the operation. Insertions and deletions may require the tree to be rebalanced by one or more tree rotations.","In computer science, an AVL tree (named after inventors Adelson-Velsky and Landis) is a self-balancing binary search tree. Lookup, insertion, and deletion all take  time in both the average and worst cases, where  is the number of nodes in the tree prior to the operation. In an AVL tree, the heights of the two child subtrees of any node differ by at most one; if at any time they differ by more than one, rebalancing is done to restore this property. Insertions and deletions may require the tree to be rebalanced by one or more tree rotations.","[[""AVL_tree"", ""named_after"", ""Adelson-Velsky""], [""AVL_tree"", ""named_after"", ""Landis""], [""AVL_tree"", ""is"", ""self-balancing_binary_search_tree""], [""AVL_tree"", ""has_property"", ""heights_of_child_subtrees_differ_by_at_most_one""], [""Rebalancing"", ""is_done_to"", ""restore_property""], [""Lookup"", ""takes_time"", ""average_and_worst_cases""], [""Insertion"", ""takes_time"", ""average_and_worst_cases""], [""Deletion"", ""takes_time"", ""average_and_worst_cases""], [""Insertions"", ""may_require"", ""rebalancing""], [""Deletions"", ""may_require"", ""rebalancing""], [""Rebalancing"", ""is_done_by"", ""tree_rotations""]]","[[""AVL_tree"", ""named_after"", ""Adelson-Velsky""], [""AVL_tree"", ""named_after"", ""Landis""], [""AVL_tree"", ""is"", ""self-balancing_binary_search_tree""], [""AVL_tree"", ""has_property"", ""heights_of_child_subtrees_differ_by_at_most_one""], [""Rebalancing"", ""is_done_to"", ""restore_property""], [""Lookup"", ""takes_time"", ""average_and_worst_cases""], [""Insertion"", ""takes_time"", ""average_and_worst_cases""], [""Deletion"", ""takes_time"", ""average_and_worst_cases""], [""Insertions"", ""may_require"", ""rebalancing""], [""Deletions"", ""may_require"", ""rebalancing""], [""Rebalancing"", ""is_done_by"", ""tree_rotations""]]",1.0
23,"In 1 Samuel 25, Nabal demonstrates ingratitude towards David, the son of Jesse (from the tribe of Judah), and Abigail attempts to placate David, in order to stop the future King  from taking revenge. She gives him food, and speaks to him, urging him not to ""have on his conscience the staggering burden of needless bloodshed"" (verse 31, NIV) and reminding him that God will make him a ""lasting dynasty"" (verse 28). Jon Levenson calls this an ""undeniable adumbration"" of Nathan's prophecy in 2 Samuel 7. Alice Bach notes that Abigail pronounces a ""crucial prophecy,"" and the Talmud regards her as one of the Tanakh's seven female prophets. Levenson, however, suggests that she ""senses the drift of history"" from intelligence rather than from special revelation.","In 1 Samuel 25, Nabal demonstrates ingratitude towards David, the son of Jesse (from the tribe of Judah), and Abigail attempts to placate David, in order to stop the future King  from taking revenge. Alice Bach notes that Abigail pronounces a ""crucial prophecy,"" and the Talmud regards her as one of the Tanakh's seven female prophets. Jon Levenson calls this an ""undeniable adumbration"" of Nathan's prophecy in 2 Samuel 7. She gives him food, and speaks to him, urging him not to ""have on his conscience the staggering burden of needless bloodshed"" (verse 31, NIV) and reminding him that God will make him a ""lasting dynasty"" (verse 28). Levenson, however, suggests that she ""senses the drift of history"" from intelligence rather than from special revelation.","[[""Nabal"", ""demonstrates_ingratitude_towards"", ""David""], [""Abigail"", ""attempts_to_placate"", ""David""], [""David"", ""is_stoppped_from_taking_revenge_by"", ""Abigail""], [""Abigail"", ""gives"", ""food""], [""Abigail"", ""speaks_to"", ""David""], [""Abigail"", ""pronounces"", ""crucial_prophecy""], [""Talmud"", ""regards"", ""Abigail""], [""Abigail"", ""is_one_of"", ""seven_female_prophets""], [""Jon_Levenson"", ""calls"", ""undeniable_adumbration""], [""Nathan"", ""made"", ""prophecy_in_2_Samuel_7""], [""Alice_Bach"", ""notes"", ""crucial_prophecy""], [""David"", ""is_from"", ""tribe_of_Judah""], [""David"", ""is_son_of"", ""Jesse""], [""God"", ""will_make"", ""lasting_dynasty""], [""Abigail"", ""reminds_David_of"", ""lasting_dynasty""]]","[[""Nabal"", ""demonstrates_ingratitude_towards"", ""David""], [""Abigail"", ""attempts_to_placate"", ""David""], [""David"", ""is_stoppped_from_taking_revenge_by"", ""Abigail""], [""Abigail"", ""gives"", ""food""], [""Abigail"", ""speaks_to"", ""David""], [""Abigail"", ""pronounces"", ""crucial_prophecy""], [""Talmud"", ""regards"", ""Abigail""], [""Abigail"", ""is_one_of"", ""seven_female_prophets""], [""Jon_Levenson"", ""calls"", ""undeniable_adumbration""], [""Nathan"", ""made"", ""prophecy_in_2_Samuel_7""], [""Alice_Bach"", ""notes"", ""crucial_prophecy""], [""David"", ""is_from"", ""tribe_of_Judah""], [""David"", ""is_son_of"", ""Jesse""], [""God"", ""will_make"", ""lasting_dynasty""], [""Abigail"", ""reminds_David_of"", ""lasting_dynasty""], [""Abigail"", ""senses_drift_of_history_from"", ""intelligence""]]",0.9999999524618635
24,"In 1986, she scored her first Billboard Hot 100 no. 1 song in a duet with Peter Cetera, ""The Next Time I Fall"". In 1991, she released the blockbuster album Heart in Motion which became her best-selling album to date, topping the Billboard Christian album chart for 32 weeks, selling five million copies in the U.S. and producing her second no. 1 pop single ""Baby Baby"" and produced another three top 10 on Billboard Hot 100; ""That's What Love Is For"", ""Every Heartbeat"" and ""Good for Me"".","In 1986, she scored her first Billboard Hot 100 no. In 1991, she released the blockbuster album Heart in Motion which became her best-selling album to date, topping the Billboard Christian album chart for 32 weeks, selling five million copies in the U.S. and producing her second no. 1 song in a duet with Peter Cetera, ""The Next Time I Fall"". 1 pop single ""Baby Baby"" and produced another three top 10 on Billboard Hot 100; ""That's What Love Is For"", ""Every Heartbeat"" and ""Good for Me"".","[[""she"", ""scored_no_1_with"", ""Peter_Cetera""], [""she"", ""released"", ""Heart_in_Motion""], [""Heart_in_Motion"", ""is"", ""best_selling_album""], [""Heart_in_Motion"", ""topped"", ""Billboard_Christian_album_chart""], [""Heart_in_Motion"", ""sold"", ""five_million_copies""], [""Heart_in_Motion"", ""produced"", ""Baby_Baby""], [""Baby_Baby"", ""is"", ""no_1_pop_single""], [""Heart_in_Motion"", ""produced"", ""Thats_What_Love_Is_For""], [""Heart_in_Motion"", ""produced"", ""Every_Heartbeat""], [""Heart_in_Motion"", ""produced"", ""Good_for_Me""], [""The_Next_Time_I_Fall"", ""is"", ""no_1_song""], [""she"", ""scored"", ""The_Next_Time_I_Fall""]]","[[""she"", ""scored_no_1_with"", ""Peter_Cetera""], [""she"", ""released"", ""Heart_in_Motion""], [""Heart_in_Motion"", ""is"", ""best_selling_album""], [""Heart_in_Motion"", ""topped"", ""Billboard_Christian_album_chart""], [""Heart_in_Motion"", ""sold"", ""five_million_copies""], [""Heart_in_Motion"", ""produced"", ""Baby_Baby""], [""Baby_Baby"", ""is"", ""no_1_pop_single""], [""Heart_in_Motion"", ""produced"", ""Thats_What_Love_Is_For""], [""Heart_in_Motion"", ""produced"", ""Every_Heartbeat""], [""Heart_in_Motion"", ""produced"", ""Good_for_Me""], [""The_Next_Time_I_Fall"", ""is"", ""no_1_song""], [""she"", ""scored"", ""The_Next_Time_I_Fall""]]",1.0
25,"The Romans gave this month the Latin name Aprilis but the derivation of this name is uncertain. The traditional etymology is from the verb aperire, ""to open"", in allusion to its being the season when trees and flowers begin to ""open"", which is supported by comparison with the modern Greek use of άνοιξη (ánixi) (opening) for spring. Since some of the Roman months were named in honor of divinities, and as April was sacred to the goddess Venus, her Veneralia being held on the first day, it has been suggested that Aprilis was originally her month Aphrilis, from her equivalent Greek goddess name Aphrodite (Aphros), or from the Etruscan name Apru. Jacob Grimm suggests the name of a hypothetical god or hero, Aper or Aprus.","The Romans gave this month the Latin name Aprilis but the derivation of this name is uncertain. Since some of the Roman months were named in honor of divinities, and as April was sacred to the goddess Venus, her Veneralia being held on the first day, it has been suggested that Aprilis was originally her month Aphrilis, from her equivalent Greek goddess name Aphrodite (Aphros), or from the Etruscan name Apru. The traditional etymology is from the verb aperire, ""to open"", in allusion to its being the season when trees and flowers begin to ""open"", which is supported by comparison with the modern Greek use of άνοιξη (ánixi) (opening) for spring. Jacob Grimm suggests the name of a hypothetical god or hero, Aper or Aprus.","[[""Romans"", ""gave_name"", ""Aprilis""], [""Aprilis"", ""has_derivation"", ""uncertain""], [""Aprilis"", ""named_after"", ""Venus""], [""Venus"", ""has_equivalent"", ""Aphrodite""], [""Aphrodite"", ""known_as"", ""Aphros""], [""Aprilis"", ""related_to"", ""Etruscan_name_Apru""], [""Aprilis"", ""has_etymology"", ""aperire""], [""aperire"", ""means"", ""to_open""], [""April"", ""is_sacred_to"", ""Venus""], [""Venus"", ""has_Veneralia"", ""first_day_of_April""], [""Jacob_Grimm"", ""suggests"", ""Aper_or_Aprus""]]","[[""Romans"", ""gave_name"", ""Aprilis""], [""Aprilis"", ""has_derivation"", ""uncertain""], [""Aprilis"", ""named_after"", ""Venus""], [""Venus"", ""has_equivalent"", ""Aphrodite""], [""Aphrodite"", ""known_as"", ""Aphros""], [""Aprilis"", ""related_to"", ""Etruscan_name_Apru""], [""Aprilis"", ""has_etymology"", ""aperire""], [""aperire"", ""means"", ""to_open""], [""April"", ""is_sacred_to"", ""Venus""], [""Venus"", ""has_Veneralia"", ""first_day_of_April""], [""Jacob_Grimm"", ""suggests"", ""Aper_or_Aprus""]]",0.9999999550333085
